,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,7199059.0,824219.0,824215.0,804337.0
Share Issued,7199059.0,824219.0,824215.0,804337.0
Net Debt,,25772000.0,20306000.0,
Total Debt,7104000.0,34643000.0,28810000.0,8657000.0
Tangible Book Value,34736000.0,-10809000.0,13838000.0,19658000.0
Invested Capital,59553000.0,42374000.0,63185000.0,44445000.0
Working Capital,32543000.0,-12484000.0,17384000.0,23802000.0
Net Tangible Assets,34736000.0,-10809000.0,13838000.0,19658000.0
Capital Lease Obligations,5507000.0,5345000.0,4038000.0,4714000.0
Common Stock Equity,57956000.0,13076000.0,38413000.0,40502000.0
Total Capitalization,58999000.0,14363000.0,40049000.0,43075000.0
Total Equity Gross Minority Interest,57956000.0,13076000.0,38413000.0,40502000.0
Stockholders Equity,57956000.0,13076000.0,38413000.0,40502000.0
Other Equity Interest,,,1000.0,1000.0
Retained Earnings,-313194000.0,-298121000.0,-271447000.0,-261241000.0
Additional Paid In Capital,359568000.0,213930000.0,213931000.0,209157000.0
Capital Stock,7199000.0,94422000.0,94422000.0,92145000.0
Common Stock,7199000.0,94422000.0,94422000.0,92145000.0
Total Liabilities Net Minority Interest,102920000.0,185485000.0,151379000.0,127211000.0
Total Non Current Liabilities Net Minority Interest,18695000.0,18493000.0,23556000.0,17756000.0
Other Non Current Liabilities,-1000.0,1000.0,1000.0,
Long Term Debt And Capital Lease Obligation,4595000.0,4466000.0,4732000.0,5710000.0
Long Term Capital Lease Obligation,3552000.0,3179000.0,3096000.0,3137000.0
Long Term Debt,1043000.0,1287000.0,1636000.0,2573000.0
Long Term Provisions,14100000.0,14026000.0,18823000.0,12046000.0
Current Liabilities,84225000.0,166992000.0,127823000.0,109455000.0
Other Current Liabilities,5943000.0,9305000.0,14467000.0,27062000.0
Current Debt And Capital Lease Obligation,2509000.0,30177000.0,24078000.0,2947000.0
Current Capital Lease Obligation,1955000.0,2166000.0,942000.0,1577000.0
Current Debt,554000.0,28011000.0,23136000.0,1370000.0
Pensionand Other Post Retirement Benefit Plans Current,3883000.0,3214000.0,4027000.0,2700000.0
Payables,21576000.0,25231000.0,31186000.0,27332000.0
Other Payable,,,617000.0,295000.0
Accounts Payable,21576000.0,25231000.0,30569000.0,27037000.0
Total Assets,160876000.0,198561000.0,189792000.0,167713000.0
Total Non Current Assets,44110000.0,44052000.0,44585000.0,34455000.0
Non Current Deferred Taxes Assets,10000000.0,9462000.0,10240000.0,3267000.0
Investmentin Financial Assets,184000.0,,,
Goodwill And Other Intangible Assets,23220000.0,23885000.0,24575000.0,20844000.0
Other Intangible Assets,1315000.0,1980000.0,2670000.0,3182000.0
Goodwill,21905000.0,21905000.0,21905000.0,17662000.0
Net PPE,10706000.0,10529000.0,9594000.0,10166000.0
Accumulated Depreciation,-48789000.0,-46860000.0,-45092000.0,-39499000.0
Gross PPE,59494000.0,57388000.0,54687000.0,49667000.0
Other Properties,10705000.0,4927000.0,3824000.0,4394000.0
Machinery Furniture Equipment,29926000.0,29018000.0,27340000.0,23655000.0
Buildings And Improvements,29568000.0,28370000.0,23523000.0,
Properties,0.0,0.0,0.0,21618000.0
Current Assets,116768000.0,154508000.0,145207000.0,133257000.0
Restricted Cash,459000.0,455000.0,447000.0,447000.0
Prepaid Assets,1901000.0,2005000.0,1865000.0,1867000.0
Inventory,38896000.0,67425000.0,49551000.0,51842000.0
Finished Goods,7187000.0,6385000.0,5823000.0,6121000.0
Raw Materials,31709000.0,61040000.0,43728000.0,45721000.0
Other Receivables,20903000.0,36831000.0,41546000.0,25055000.0
Taxes Receivable,1273000.0,815000.0,1575000.0,938000.0
Accounts Receivable,41162000.0,43451000.0,45757000.0,45818000.0
Allowance For Doubtful Accounts Receivable,-191000.0,-80000.0,-2743000.0,-3107000.0
Gross Accounts Receivable,41353000.0,43531000.0,48500000.0,48925000.0
Cash Cash Equivalents And Short Term Investments,12174000.0,3526000.0,4466000.0,7290000.0
Cash And Cash Equivalents,12174000.0,3526000.0,4466000.0,7290000.0
