,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Ordinary Shares Number,89207818.0,89207818.0,89207818.0,89207818.0,
Share Issued,89207818.0,89207818.0,89207818.0,89207818.0,
Net Debt,,,,,7600000.0
Total Debt,19500000.0,14600000.0,18800000.0,24900000.0,
Tangible Book Value,17300000.0,22000000.0,28000000.0,16600000.0,
Invested Capital,127700000.0,121400000.0,128300000.0,120900000.0,
Working Capital,-6100000.0,1500000.0,6300000.0,-4000000.0,
Net Tangible Assets,17300000.0,22000000.0,28000000.0,16600000.0,
Capital Lease Obligations,16400000.0,9200000.0,13400000.0,18000000.0,
Common Stock Equity,124600000.0,116000000.0,122900000.0,114000000.0,
Total Capitalization,124600000.0,116000000.0,123300000.0,116300000.0,
Total Equity Gross Minority Interest,124600000.0,116000000.0,122900000.0,114000000.0,
Stockholders Equity,124600000.0,116000000.0,122900000.0,114000000.0,
Retained Earnings,-258400000.0,-267000000.0,-260200000.0,-268800000.0,
Additional Paid In Capital,374800000.0,374800000.0,374800000.0,374800000.0,
Capital Stock,8900000.0,8900000.0,8900000.0,8900000.0,
Common Stock,8900000.0,8900000.0,8900000.0,8900000.0,
Total Liabilities Net Minority Interest,101300000.0,67000000.0,71800000.0,82300000.0,
Total Non Current Liabilities Net Minority Interest,15400000.0,9700000.0,14900000.0,21700000.0,
Non Current Deferred Taxes Liabilities,4900000.0,5500000.0,6000000.0,6600000.0,
Long Term Debt And Capital Lease Obligation,10500000.0,4200000.0,8900000.0,15100000.0,
Long Term Capital Lease Obligation,10500000.0,4200000.0,8500000.0,12800000.0,
Long Term Debt,0.0,0.0,400000.0,2300000.0,
Current Liabilities,85900000.0,57300000.0,56900000.0,60600000.0,
Other Current Liabilities,18800000.0,14900000.0,13000000.0,16700000.0,
Current Debt And Capital Lease Obligation,9000000.0,10400000.0,9900000.0,9800000.0,
Current Capital Lease Obligation,5900000.0,5000000.0,4900000.0,5200000.0,
Current Debt,3100000.0,5400000.0,5000000.0,4600000.0,
Pensionand Other Post Retirement Benefit Plans Current,12400000.0,8500000.0,10500000.0,10400000.0,
Payables,14900000.0,12200000.0,12600000.0,16100000.0,
Other Payable,62000000.0,,,,
Accounts Payable,14900000.0,12200000.0,12600000.0,16100000.0,
Total Assets,225900000.0,183000000.0,194700000.0,196300000.0,
Total Non Current Assets,146100000.0,124200000.0,131500000.0,139700000.0,
Other Non Current Assets,,,,-24200000.0,
Non Current Deferred Taxes Assets,19100000.0,19100000.0,19100000.0,19100000.0,
Goodwill And Other Intangible Assets,107300000.0,94000000.0,94900000.0,97400000.0,
Other Intangible Assets,71200000.0,57900000.0,58800000.0,61300000.0,
Goodwill,36100000.0,36100000.0,36100000.0,36100000.0,
Net PPE,19700000.0,11100000.0,17500000.0,23200000.0,
Accumulated Depreciation,-27600000.0,-22600000.0,-21700000.0,-19000000.0,
Gross PPE,47300000.0,33700000.0,39200000.0,42200000.0,
Other Properties,35500000.0,23600000.0,26100000.0,,
Machinery Furniture Equipment,11800000.0,10100000.0,13100000.0,42200000.0,
Current Assets,79800000.0,58800000.0,63200000.0,56600000.0,
Prepaid Assets,3800000.0,2300000.0,2200000.0,2000000.0,
Inventory,12100000.0,13100000.0,13600000.0,11900000.0,
Finished Goods,12100000.0,13100000.0,13600000.0,11900000.0,
Other Receivables,3100000.0,2800000.0,4400000.0,13000000.0,
Taxes Receivable,400000.0,800000.0,400000.0,500000.0,
Accounts Receivable,47700000.0,33200000.0,20100000.0,22100000.0,
Allowance For Doubtful Accounts Receivable,-1900000.0,-1500000.0,-1700000.0,-1800000.0,
Gross Accounts Receivable,49600000.0,34700000.0,21800000.0,23900000.0,
Cash Cash Equivalents And Short Term Investments,12700000.0,6600000.0,22500000.0,7100000.0,
Cash And Cash Equivalents,12700000.0,6600000.0,22500000.0,7100000.0,
Cash Financial,,,,7100000.0,3800000.0
