,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Treasury Shares Number,,0.0,,
Ordinary Shares Number,6835213.0,394174.0,226857.0,149740.0
Share Issued,6835213.0,394174.0,226857.0,149740.0
Net Debt,,8985000.0,,
Total Debt,,11667000.0,867000.0,1266667.0
Tangible Book Value,4202000.0,1494000.0,9441000.0,17302303.0
Invested Capital,33469000.0,36341000.0,27018000.0,37172508.0
Working Capital,3324000.0,1428000.0,9836000.0,18154880.0
Net Tangible Assets,4202000.0,1494000.0,9441000.0,17302303.0
Common Stock Equity,33469000.0,24674000.0,26151000.0,35905841.0
Total Capitalization,33469000.0,24741000.0,26618000.0,36772508.0
Total Equity Gross Minority Interest,33469000.0,24674000.0,26151000.0,35905841.0
Stockholders Equity,33469000.0,24674000.0,26151000.0,35905841.0
Other Equity Interest,-150888000.0,-159647000.0,-124539000.0,
Retained Earnings,,0.0,0.0,-114018748.0
Additional Paid In Capital,183687000.0,177153000.0,149318000.0,130452900.0
Capital Stock,670000.0,7168000.0,1372000.0,905326.0
Common Stock,670000.0,7168000.0,1372000.0,905326.0
Total Liabilities Net Minority Interest,8501000.0,24548000.0,4799000.0,4296969.0
Total Non Current Liabilities Net Minority Interest,0.0,66000.0,466000.0,866666.0
Other Non Current Liabilities,,-1000.0,-1000.0,-1.0
Long Term Debt And Capital Lease Obligation,,67000.0,467000.0,866667.0
Long Term Debt,,67000.0,467000.0,866667.0
Current Liabilities,8501000.0,24482000.0,4333000.0,3430303.0
Other Current Liabilities,,408000.0,462000.0,212176.0
Current Debt And Capital Lease Obligation,,11600000.0,400000.0,400000.0
Current Debt,,11600000.0,400000.0,400000.0
Pensionand Other Post Retirement Benefit Plans Current,,1600000.0,869000.0,506157.0
Payables,,9888000.0,2424000.0,1351584.0
Other Payable,,336000.0,,
Total Tax Payable,,104000.0,240000.0,176876.0
Accounts Payable,,9448000.0,2184000.0,1174708.0
Total Assets,41970000.0,49222000.0,30950000.0,40202810.0
Total Non Current Assets,30145000.0,23312000.0,16781000.0,18617627.0
Other Non Current Assets,,,-1000.0,
Investmentin Financial Assets,566000.0,72000.0,68000.0,0.0
Available For Sale Securities,,72000.0,68000.0,
Long Term Equity Investment,,0.0,0.0,
Investmentsin Subsidiariesat Cost,,0.0,0.0,
Goodwill And Other Intangible Assets,29267000.0,23180000.0,16710000.0,18603538.0
Other Intangible Assets,,23180000.0,16710000.0,18603538.0
Net PPE,312000.0,60000.0,4000.0,14089.0
Accumulated Depreciation,,-748000.0,-729000.0,-718549.0
Gross PPE,,808000.0,733000.0,732638.0
Other Properties,,808000.0,733000.0,244648.0
Machinery Furniture Equipment,,,487990.0,487990.0
Current Assets,11825000.0,25910000.0,14169000.0,21585183.0
Other Current Assets,525000.0,21494000.0,1000.0,
Prepaid Assets,,0.0,138000.0,74506.0
Inventory,95000.0,203000.0,44000.0,107520.0
Finished Goods,,203000.0,44000.0,107520.0
Other Receivables,1785000.0,1318000.0,1995000.0,927409.0
Accounts Receivable,,213000.0,502000.0,146573.0
Cash Cash Equivalents And Short Term Investments,9420000.0,2682000.0,11489000.0,20329175.0
Other Short Term Investments,,,6678000.0,10500000.0
Cash And Cash Equivalents,9420000.0,2682000.0,4811000.0,9829175.0
Cash Financial,9420000.0,2682000.0,4811000.0,9829175.0
