,2024-12-31,2023-12-31,2022-12-31,2021-04-30
Treasury Shares Number,291553.0,0.0,,
Ordinary Shares Number,13525738.0,13817291.0,13348394.0,8000000.0
Share Issued,13817291.0,13817291.0,13348394.0,8000000.0
Net Debt,94600000.0,51000000.0,,
Total Debt,288300000.0,242000000.0,270000000.0,
Tangible Book Value,-67300000.0,-30800000.0,42000000.0,17100000.0
Invested Capital,1253700000.0,1228700000.0,1247800000.0,17100000.0
Working Capital,68900000.0,74600000.0,178400000.0,17100000.0
Net Tangible Assets,-67300000.0,-30800000.0,42000000.0,17100000.0
Capital Lease Obligations,92000000.0,84900000.0,58800000.0,
Common Stock Equity,1057400000.0,1071600000.0,1036600000.0,17100000.0
Total Capitalization,1247400000.0,1223700000.0,1213600000.0,17100000.0
Total Equity Gross Minority Interest,1057400000.0,1071600000.0,1036600000.0,17100000.0
Stockholders Equity,1057400000.0,1071600000.0,1036600000.0,17100000.0
Other Equity Interest,1056300000.0,1077600000.0,1042500000.0,
Retained Earnings,-7100000.0,-7800000.0,-10800000.0,-3400000.0
Additional Paid In Capital,,,,20000000.0
Capital Stock,3500000.0,3500000.0,3300000.0,500000.0
Common Stock,3500000.0,3500000.0,3300000.0,500000.0
Total Liabilities Net Minority Interest,499500000.0,500600000.0,525600000.0,3700000.0
Total Non Current Liabilities Net Minority Interest,286900000.0,257900000.0,266800000.0,0.0
Other Non Current Liabilities,-100000.0,21100000.0,23600000.0,
Non Current Deferred Taxes Liabilities,32000000.0,28900000.0,32800000.0,
Long Term Debt And Capital Lease Obligation,247500000.0,201700000.0,206700000.0,
Long Term Capital Lease Obligation,57500000.0,49600000.0,29700000.0,
Long Term Debt,190000000.0,152100000.0,177000000.0,
Long Term Provisions,7500000.0,6200000.0,3700000.0,
Current Liabilities,212600000.0,242700000.0,258800000.0,3700000.0
Other Current Liabilities,1300000.0,32100000.0,65800000.0,100000.0
Current Debt And Capital Lease Obligation,40800000.0,40300000.0,63300000.0,
Current Capital Lease Obligation,34500000.0,35300000.0,29100000.0,
Current Debt,6300000.0,5000000.0,34200000.0,
Current Provisions,1500000.0,,,
Payables,93500000.0,91400000.0,74300000.0,1300000.0
Total Tax Payable,39300000.0,43500000.0,29500000.0,
Accounts Payable,54200000.0,47900000.0,44800000.0,1300000.0
Total Assets,1556900000.0,1572200000.0,1562200000.0,20800000.0
Total Non Current Assets,1275400000.0,1254900000.0,1124900000.0,0.0
Other Non Current Assets,-200000.0,-200000.0,-100000.0,
Non Current Deferred Taxes Assets,2800000.0,0.0,,
Goodwill And Other Intangible Assets,1124700000.0,1102400000.0,994600000.0,
Other Intangible Assets,81500000.0,90300000.0,102700000.0,
Goodwill,1043200000.0,1012100000.0,891900000.0,
Net PPE,146300000.0,150100000.0,129600000.0,
Accumulated Depreciation,-21500000.0,-16300000.0,-5700000.0,
Gross PPE,167800000.0,166400000.0,135300000.0,
Other Properties,74300000.0,78600000.0,72700000.0,
Machinery Furniture Equipment,64900000.0,62000000.0,46200000.0,
Buildings And Improvements,28600000.0,25800000.0,16400000.0,
Properties,0.0,0.0,0.0,
Current Assets,281500000.0,317300000.0,437200000.0,20800000.0
Other Current Assets,-200000.0,100000.0,,
Prepaid Assets,14700000.0,9900000.0,11300000.0,
Inventory,16600000.0,17700000.0,8700000.0,
Other Receivables,30800000.0,32500000.0,22500000.0,300000.0
Accounts Receivable,117900000.0,151000000.0,115800000.0,
Allowance For Doubtful Accounts Receivable,-1400000.0,-700000.0,-400000.0,
Gross Accounts Receivable,119300000.0,151700000.0,116200000.0,
Cash Cash Equivalents And Short Term Investments,101700000.0,106100000.0,278900000.0,20500000.0
Cash And Cash Equivalents,101700000.0,106100000.0,278900000.0,20500000.0
Cash Financial,101700000.0,106100000.0,278900000.0,20500000.0
