,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,545858249.0,379400875.0,279158278.0,247975430.0
Share Issued,545858249.0,379400875.0,279158278.0,247975430.0
Total Debt,0.0,,,
Tangible Book Value,13445000.0,18443000.0,29679000.0,46150000.0
Invested Capital,13713000.0,18814000.0,30153000.0,46727000.0
Working Capital,12059000.0,16967000.0,27125000.0,44658000.0
Net Tangible Assets,13445000.0,18443000.0,29679000.0,46150000.0
Common Stock Equity,13713000.0,18814000.0,30153000.0,46727000.0
Total Capitalization,13713000.0,18814000.0,30153000.0,46727000.0
Total Equity Gross Minority Interest,13713000.0,18814000.0,30153000.0,46727000.0
Stockholders Equity,13713000.0,18814000.0,30153000.0,46727000.0
Retained Earnings,-336463000.0,-286211000.0,-242157000.0,-201630000.0
Additional Paid In Capital,341355000.0,299289000.0,269631000.0,220909000.0
Capital Stock,8821000.0,5736000.0,2679000.0,27448000.0
Common Stock,8821000.0,5736000.0,2679000.0,27448000.0
Total Liabilities Net Minority Interest,5323000.0,7949000.0,6526000.0,6059000.0
Total Non Current Liabilities Net Minority Interest,0.0,0.0,0.0,0.0
Long Term Debt And Capital Lease Obligation,0.0,,,
Long Term Debt,0.0,,,
Current Liabilities,5323000.0,7949000.0,6526000.0,6059000.0
Other Current Liabilities,387000.0,322000.0,772000.0,844000.0
Current Debt And Capital Lease Obligation,0.0,,,
Current Debt,0.0,,,
Payables,2958000.0,4326000.0,3329000.0,3511000.0
Accounts Payable,2958000.0,4326000.0,3329000.0,3511000.0
Total Assets,19036000.0,26763000.0,36679000.0,52786000.0
Total Non Current Assets,1655000.0,1848000.0,3029000.0,2069000.0
Other Non Current Assets,,,892000.0,
Investmentin Financial Assets,311000.0,,,
Long Term Equity Investment,311000.0,311000.0,407000.0,146000.0
Investmentsin Subsidiariesat Cost,311000.0,311000.0,407000.0,146000.0
Goodwill And Other Intangible Assets,268000.0,371000.0,474000.0,577000.0
Other Intangible Assets,268000.0,371000.0,474000.0,577000.0
Net PPE,1076000.0,1166000.0,1256000.0,1346000.0
Accumulated Depreciation,-718000.0,-628000.0,-538000.0,-448000.0
Gross PPE,1794000.0,1794000.0,1794000.0,1794000.0
Current Assets,17382000.0,24916000.0,33651000.0,50717000.0
Prepaid Assets,415000.0,370000.0,305000.0,98000.0
Other Receivables,630000.0,3131000.0,2232000.0,1140000.0
Cash Cash Equivalents And Short Term Investments,16337000.0,21415000.0,31114000.0,49479000.0
Cash And Cash Equivalents,16337000.0,21415000.0,31114000.0,49479000.0
Cash Financial,16337000.0,21415000.0,31114000.0,49479000.0
