,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Ordinary Shares Number,98117967.0,97950000.0,97950000.0,97950000.0,
Share Issued,98117967.0,97950000.0,97950000.0,97950000.0,
Net Debt,48508000.0,34490000.0,21524000.0,,
Total Debt,59444000.0,62388000.0,60678000.0,53539000.0,
Tangible Book Value,-15718000.0,2866000.0,19728000.0,57200000.0,
Invested Capital,78022000.0,89808000.0,95505000.0,123880000.0,
Working Capital,-30708000.0,-15792000.0,521000.0,28104000.0,
Net Tangible Assets,-15718000.0,2866000.0,19728000.0,57200000.0,
Capital Lease Obligations,10398000.0,17161000.0,23950000.0,29984000.0,
Common Stock Equity,28976000.0,44581000.0,58777000.0,100325000.0,
Total Capitalization,32022000.0,47599000.0,62499000.0,103574000.0,
Total Equity Gross Minority Interest,37833000.0,53406000.0,67556000.0,107729000.0,
Minority Interest,8857000.0,8825000.0,8779000.0,7404000.0,
Stockholders Equity,28976000.0,44581000.0,58777000.0,100325000.0,
Other Equity Interest,,,,,-1000.0
Retained Earnings,-279703000.0,-263495000.0,-249295000.0,-207746000.0,
Additional Paid In Capital,307555000.0,307059000.0,307059000.0,307059000.0,
Capital Stock,981000.0,980000.0,980000.0,980000.0,
Common Stock,981000.0,980000.0,980000.0,980000.0,
Total Liabilities Net Minority Interest,89152000.0,97343000.0,95044000.0,80657000.0,
Total Non Current Liabilities Net Minority Interest,8548000.0,12659000.0,19622000.0,26277000.0,
Other Non Current Liabilities,3572000.0,976000.0,999000.0,1000000.0,
Non Current Deferred Taxes Liabilities,295000.0,170000.0,88000.0,423000.0,
Long Term Debt And Capital Lease Obligation,4681000.0,11513000.0,18535000.0,24854000.0,
Long Term Capital Lease Obligation,1635000.0,8495000.0,14813000.0,21605000.0,
Long Term Debt,3046000.0,3018000.0,3722000.0,3249000.0,
Current Liabilities,80604000.0,84684000.0,75422000.0,54380000.0,
Other Current Liabilities,4756000.0,1832000.0,3639000.0,1259000.0,
Current Deferred Taxes Liabilities,2041000.0,6122000.0,0.0,,
Current Debt And Capital Lease Obligation,54763000.0,50875000.0,42143000.0,28685000.0,
Current Capital Lease Obligation,8763000.0,8666000.0,9137000.0,8379000.0,
Current Debt,46000000.0,42209000.0,33006000.0,20306000.0,
Pensionand Other Post Retirement Benefit Plans Current,,,,,1176000.0
Payables,11459000.0,16768000.0,20096000.0,15397000.0,
Total Tax Payable,1829000.0,2209000.0,4618000.0,2032000.0,
Accounts Payable,9630000.0,14559000.0,15478000.0,13365000.0,
Total Assets,126985000.0,150749000.0,162600000.0,188386000.0,
Total Non Current Assets,77089000.0,81857000.0,86657000.0,105902000.0,
Other Non Current Assets,1000.0,-1000.0,2000.0,1000.0,
Non Current Deferred Taxes Assets,790000.0,847000.0,833000.0,1070000.0,
Goodwill And Other Intangible Assets,44694000.0,41715000.0,39049000.0,43125000.0,
Other Intangible Assets,27900000.0,24921000.0,22255000.0,26331000.0,
Goodwill,16794000.0,16794000.0,16794000.0,16794000.0,
Net PPE,28436000.0,36156000.0,43633000.0,58564000.0,
Accumulated Depreciation,-72494000.0,-61934000.0,-52870000.0,-38898000.0,
Gross PPE,100930000.0,98090000.0,96503000.0,97462000.0,
Construction In Progress,,0.0,0.0,2559000.0,9519000.0
Other Properties,15777000.0,14918000.0,15818000.0,15996000.0,
Machinery Furniture Equipment,45938000.0,44500000.0,43136000.0,42570000.0,
Buildings And Improvements,39215000.0,38672000.0,37549000.0,36337000.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,49896000.0,68892000.0,75943000.0,82484000.0,
Other Current Assets,-1000.0,-1000.0,-1000.0,-2000.0,
Prepaid Assets,2473000.0,2428000.0,1716000.0,1680000.0,
Inventory,32041000.0,36688000.0,41524000.0,32391000.0,
Other Inventories,,,-1000.0,,-789000.0
Finished Goods,14788000.0,14127000.0,16433000.0,14527000.0,
Work In Process,0.0,0.0,116000.0,3035000.0,
Raw Materials,17253000.0,22561000.0,24976000.0,14829000.0,
Other Receivables,282000.0,486000.0,857000.0,1614000.0,
Taxes Receivable,606000.0,532000.0,447000.0,570000.0,
Accounts Receivable,13956000.0,18022000.0,16196000.0,11983000.0,
Cash Cash Equivalents And Short Term Investments,538000.0,10737000.0,15204000.0,34248000.0,
Cash And Cash Equivalents,538000.0,10737000.0,15204000.0,34248000.0,
Cash Financial,538000.0,10737000.0,15204000.0,34248000.0,
