,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Ordinary Shares Number,24490819.0,21490819.0,21490819.0,21490819.0,
Share Issued,24490819.0,21490819.0,21490819.0,21490819.0,
Tangible Book Value,13416000.0,17323000.0,29085000.0,35575000.0,
Invested Capital,86914000.0,93316000.0,94589000.0,92234000.0,
Working Capital,13196000.0,17008000.0,28804000.0,35392000.0,
Net Tangible Assets,13416000.0,17323000.0,29085000.0,35575000.0,
Common Stock Equity,86914000.0,93316000.0,94589000.0,92234000.0,
Total Capitalization,86914000.0,93316000.0,94589000.0,92234000.0,
Total Equity Gross Minority Interest,86914000.0,93316000.0,94589000.0,92234000.0,
Stockholders Equity,86914000.0,93316000.0,94589000.0,92234000.0,
Other Equity Interest,,,-118212000.0,-102470000.0,-85812000.0
Retained Earnings,-148117000.0,-127642000.0,-115883000.0,-6922000.0,
Additional Paid In Capital,171386000.0,155193000.0,155193000.0,155193000.0,
Capital Stock,3061000.0,2686000.0,2686000.0,2686000.0,
Common Stock,3061000.0,2686000.0,2686000.0,2686000.0,
Total Liabilities Net Minority Interest,7848000.0,6789000.0,7194000.0,9427000.0,
Total Non Current Liabilities Net Minority Interest,0.0,0.0,0.0,0.0,
Current Liabilities,7848000.0,6789000.0,7194000.0,9427000.0,
Other Current Liabilities,1909000.0,1285000.0,402000.0,2906000.0,
Payables,3086000.0,1971000.0,4341000.0,1959000.0,
Accounts Payable,3086000.0,1971000.0,4341000.0,1959000.0,
Total Assets,94762000.0,100105000.0,101783000.0,101661000.0,
Total Non Current Assets,73718000.0,76308000.0,65785000.0,56842000.0,
Investmentin Financial Assets,1000.0,,,,
Long Term Equity Investment,,1000.0,1000.0,1000.0,243000.0
Investments In Other Ventures Under Equity Method,,1000.0,1000.0,1000.0,1000.0
Investmentsin Subsidiariesat Cost,,,0.0,0.0,242000.0
Goodwill And Other Intangible Assets,73498000.0,75993000.0,65504000.0,56659000.0,
Other Intangible Assets,,75993000.0,65504000.0,56659000.0,47181000.0
Net PPE,219000.0,314000.0,280000.0,182000.0,
Accumulated Depreciation,,-956000.0,-859000.0,-803000.0,-772000.0
Gross PPE,,1270000.0,1139000.0,985000.0,845000.0
Other Properties,,1270000.0,1139000.0,985000.0,845000.0
Current Assets,21044000.0,23797000.0,35998000.0,44819000.0,
Other Receivables,2375000.0,3857000.0,8130000.0,889000.0,
Accounts Receivable,1001000.0,2928000.0,1658000.0,2295000.0,
Cash Cash Equivalents And Short Term Investments,17668000.0,17012000.0,26210000.0,41635000.0,
Cash And Cash Equivalents,17668000.0,17012000.0,26210000.0,41635000.0,
Cash Financial,17668000.0,17012000.0,26210000.0,41635000.0,
