,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,13404152.0,13404152.0,8448235.0,8448235.0
Share Issued,13404152.0,13404152.0,8448235.0,8448235.0
Net Debt,8459000.0,,,
Total Debt,43954000.0,43057000.0,28659000.0,13397000.0
Tangible Book Value,29908000.0,57953000.0,51879000.0,57330000.0
Invested Capital,94869000.0,126416000.0,97991000.0,85513000.0
Working Capital,28700000.0,58643000.0,53135000.0,62358000.0
Net Tangible Assets,29908000.0,57953000.0,51879000.0,57330000.0
Common Stock Equity,50915000.0,83359000.0,69332000.0,72116000.0
Total Capitalization,52701000.0,87773000.0,73676000.0,78772000.0
Total Equity Gross Minority Interest,50915000.0,83359000.0,69332000.0,72116000.0
Stockholders Equity,50915000.0,83359000.0,69332000.0,72116000.0
Retained Earnings,-175665000.0,-143018000.0,-79723000.0,-76296000.0
Additional Paid In Capital,225240000.0,225037000.0,148232000.0,147589000.0
Capital Stock,1340000.0,1340000.0,823000.0,823000.0
Common Stock,1340000.0,1340000.0,823000.0,823000.0
Total Liabilities Net Minority Interest,90084000.0,88060000.0,84369000.0,57889000.0
Total Non Current Liabilities Net Minority Interest,3962000.0,5872000.0,5892000.0,7985000.0
Other Non Current Liabilities,2176000.0,1458000.0,1548000.0,1329000.0
Long Term Debt And Capital Lease Obligation,1786000.0,4414000.0,4344000.0,6656000.0
Long Term Debt,1786000.0,4414000.0,4344000.0,6656000.0
Current Liabilities,86122000.0,82188000.0,78477000.0,49904000.0
Other Current Liabilities,10609000.0,10347000.0,15053000.0,5516000.0
Current Debt And Capital Lease Obligation,42168000.0,38643000.0,24315000.0,6741000.0
Current Debt,42168000.0,38643000.0,24315000.0,6741000.0
Payables,23624000.0,22947000.0,21901000.0,26697000.0
Total Tax Payable,5000.0,-17000.0,5000.0,5000.0
Accounts Payable,23619000.0,22964000.0,21896000.0,26692000.0
Total Assets,140999000.0,171419000.0,153701000.0,130005000.0
Total Non Current Assets,26175000.0,30589000.0,22088000.0,17742000.0
Other Non Current Assets,,,-1000.0,1000.0
Goodwill And Other Intangible Assets,21007000.0,25406000.0,17453000.0,14786000.0
Other Intangible Assets,21007000.0,25406000.0,17453000.0,14786000.0
Net PPE,5168000.0,5183000.0,4635000.0,2956000.0
Accumulated Depreciation,-5923000.0,-3099000.0,-2014000.0,
Gross PPE,11091000.0,8282000.0,6649000.0,2956000.0
Other Properties,5169000.0,4776000.0,3767000.0,1066000.0
Machinery Furniture Equipment,11091000.0,8282000.0,6649000.0,1890000.0
Current Assets,114822000.0,140831000.0,131612000.0,112262000.0
Other Current Assets,-1000.0,1000.0,1000.0,2000.0
Prepaid Assets,4078000.0,3786000.0,4471000.0,3268000.0
Inventory,39959000.0,53488000.0,51430000.0,33406000.0
Other Inventories,,47161000.0,47856000.0,4060000.0
Finished Goods,38574000.0,50776000.0,50319000.0,31035000.0
Work In Process,1385000.0,2712000.0,1111000.0,2371000.0
Other Receivables,3436000.0,1589000.0,1657000.0,8027000.0
Accounts Receivable,31855000.0,33412000.0,43601000.0,32634000.0
Cash Cash Equivalents And Short Term Investments,35495000.0,48555000.0,30452000.0,34925000.0
Cash And Cash Equivalents,35495000.0,48555000.0,30452000.0,34925000.0
Cash Financial,35495000.0,48555000.0,30452000.0,34925000.0
