,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Ordinary Shares Number,112532750.0,75788700.0,73730737.0,73730737.0,
Share Issued,112532750.0,75788700.0,73730737.0,73730737.0,
Net Debt,,34276000.0,,,
Total Debt,10504000.0,71409000.0,81521000.0,99771000.0,
Tangible Book Value,227065000.0,-26887000.0,45971000.0,275810000.0,
Invested Capital,237226000.0,43298000.0,123344000.0,364972000.0,
Working Capital,218861000.0,27471000.0,104448000.0,325567000.0,
Net Tangible Assets,227065000.0,-26887000.0,45971000.0,275810000.0,
Capital Lease Obligations,5096000.0,6171000.0,10885000.0,16798000.0,
Common Stock Equity,231818000.0,-21940000.0,52708000.0,281999000.0,
Total Capitalization,231818000.0,43298000.0,123344000.0,364972000.0,
Total Equity Gross Minority Interest,231818000.0,-21940000.0,52708000.0,281999000.0,
Stockholders Equity,231818000.0,-21940000.0,52708000.0,281999000.0,
Retained Earnings,-665678000.0,-857308000.0,-764947000.0,-608926000.0,
Additional Paid In Capital,884659000.0,827803000.0,813261000.0,813261000.0,
Capital Stock,5627000.0,3206000.0,3119000.0,3119000.0,
Common Stock,5627000.0,3206000.0,3119000.0,3119000.0,
Total Liabilities Net Minority Interest,107915000.0,86083000.0,100988000.0,158249000.0,
Total Non Current Liabilities Net Minority Interest,2622000.0,68388000.0,78091000.0,92972000.0,
Other Non Current Liabilities,2622000.0,,-1000.0,,2079000.0
Non Current Pension And Other Postretirement Benefit Plans,2622000.0,2464000.0,2392000.0,0.0,
Long Term Debt And Capital Lease Obligation,0.0,65924000.0,75699000.0,92972000.0,
Long Term Capital Lease Obligation,0.0,686000.0,5063000.0,9999000.0,
Long Term Debt,0.0,65238000.0,70636000.0,82973000.0,
Current Liabilities,105293000.0,17695000.0,22897000.0,65277000.0,
Other Current Liabilities,48000.0,2902000.0,2863000.0,690000.0,
Current Debt And Capital Lease Obligation,10504000.0,5485000.0,5822000.0,6799000.0,
Current Capital Lease Obligation,5096000.0,5485000.0,5822000.0,6799000.0,
Current Debt,5408000.0,0.0,,0.0,24346000.0
Pensionand Other Post Retirement Benefit Plans Current,,,0.0,26038000.0,
Payables,37736000.0,9308000.0,14212000.0,31750000.0,
Other Payable,,,,,3721000.0
Total Tax Payable,20209000.0,1063000.0,139000.0,2635000.0,
Accounts Payable,17527000.0,8245000.0,14073000.0,29115000.0,
Total Assets,339733000.0,64143000.0,153696000.0,440248000.0,
Total Non Current Assets,15579000.0,18977000.0,26351000.0,49404000.0,
Other Non Current Assets,-1000.0,,,,
Non Current Prepaid Assets,,2853000.0,2873000.0,2504000.0,513000.0
Investmentin Financial Assets,248000.0,,,0.0,59560000.0
Available For Sale Securities,248000.0,,,,37319000.0
Financial Assets Designatedas Fair Value Through Profitor Loss Total,,,,,37319000.0
Trading Securities,,,,0.0,22241000.0
Long Term Equity Investment,2869000.0,392000.0,799000.0,670000.0,
Investmentsin Associatesat Cost,2869000.0,392000.0,799000.0,670000.0,
Investmentsin Subsidiariesat Cost,,,,,37319000.0
Goodwill And Other Intangible Assets,4753000.0,4947000.0,6737000.0,6189000.0,
Other Intangible Assets,4753000.0,4947000.0,6737000.0,6189000.0,
Net PPE,7710000.0,13398000.0,18574000.0,24256000.0,
Accumulated Depreciation,-35057000.0,-26815000.0,-18437000.0,-15050000.0,
Gross PPE,42767000.0,40213000.0,37011000.0,39306000.0,
Construction In Progress,0.0,2853000.0,2873000.0,2504000.0,
Other Properties,2699000.0,5965000.0,5986000.0,7693000.0,
Machinery Furniture Equipment,36088000.0,27548000.0,24292000.0,25563000.0,
Buildings And Improvements,3980000.0,3847000.0,3860000.0,3546000.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,324154000.0,45166000.0,127345000.0,390844000.0,
Other Current Assets,417000.0,15000.0,26000.0,440000.0,
Prepaid Assets,3995000.0,1902000.0,1555000.0,20313000.0,
Taxes Receivable,1446000.0,9761000.0,9429000.0,9621000.0,
Accounts Receivable,15038000.0,2526000.0,4628000.0,3615000.0,
Cash Cash Equivalents And Short Term Investments,303258000.0,30962000.0,111707000.0,356855000.0,
Cash And Cash Equivalents,303258000.0,30962000.0,111707000.0,356855000.0,
Cash Equivalents,303258000.0,30962000.0,,356855000.0,573866000.0
