,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,2768413702.0,514241909.0,108195343.0,71383510.0
Share Issued,2768413702.0,514241909.0,108195343.0,71383510.0
Net Debt,,6438000.0,13858000.0,
Total Debt,0.0,8523000.0,20388000.0,0.0
Tangible Book Value,19406000.0,27228000.0,922000.0,974000.0
Invested Capital,36534000.0,53824000.0,47599000.0,9913000.0
Working Capital,5694000.0,1157000.0,-8576000.0,891000.0
Net Tangible Assets,19406000.0,27228000.0,922000.0,974000.0
Common Stock Equity,36534000.0,45301000.0,27211000.0,9913000.0
Total Capitalization,36534000.0,46801000.0,29836000.0,9913000.0
Total Equity Gross Minority Interest,36534000.0,45301000.0,27211000.0,9913000.0
Stockholders Equity,36534000.0,45301000.0,27211000.0,9913000.0
Retained Earnings,-66066000.0,-52385000.0,-38456000.0,-3984000.0
Additional Paid In Capital,80839000.0,79702000.0,64284000.0,13162000.0
Capital Stock,21594000.0,17984000.0,1383000.0,735000.0
Common Stock,21594000.0,17984000.0,1383000.0,735000.0
Total Liabilities Net Minority Interest,4528000.0,15798000.0,27726000.0,10440000.0
Total Non Current Liabilities Net Minority Interest,0.0,1500000.0,2625000.0,0.0
Other Non Current Liabilities,,,2625000.0,
Long Term Debt And Capital Lease Obligation,0.0,1500000.0,2625000.0,
Long Term Debt,0.0,1500000.0,2625000.0,
Current Liabilities,4528000.0,14298000.0,25101000.0,10440000.0
Other Current Liabilities,2322000.0,1157000.0,5649000.0,8290000.0
Current Debt And Capital Lease Obligation,0.0,7023000.0,17763000.0,0.0
Current Debt,0.0,7023000.0,17763000.0,0.0
Payables,786000.0,502000.0,751000.0,869000.0
Total Tax Payable,0.0,35000.0,87000.0,18000.0
Accounts Payable,786000.0,467000.0,664000.0,851000.0
Total Assets,41062000.0,61099000.0,54937000.0,20353000.0
Total Non Current Assets,30840000.0,45645000.0,38412000.0,9022000.0
Other Non Current Assets,-143000.0,,,-1000.0
Goodwill And Other Intangible Assets,17128000.0,18073000.0,26289000.0,8939000.0
Other Intangible Assets,17128000.0,18073000.0,26289000.0,8939000.0
Net PPE,13855000.0,27572000.0,12123000.0,0.0
Accumulated Depreciation,-20678000.0,-11678000.0,-8490000.0,0.0
Gross PPE,34533000.0,39250000.0,20613000.0,0.0
Construction In Progress,34533000.0,39250000.0,20613000.0,0.0
Current Assets,10222000.0,15455000.0,16525000.0,11331000.0
Prepaid Assets,4927000.0,5309000.0,5309000.0,3118000.0
Inventory,236000.0,236000.0,0.0,
Raw Materials,236000.0,236000.0,0.0,
Other Receivables,4352000.0,7283000.0,9453000.0,616000.0
Accounts Receivable,542000.0,542000.0,542000.0,0.0
Cash Cash Equivalents And Short Term Investments,165000.0,2085000.0,6530000.0,7597000.0
Cash And Cash Equivalents,165000.0,2085000.0,6530000.0,7597000.0
Cash Financial,165000.0,2085000.0,6530000.0,7597000.0
