,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Ordinary Shares Number,665798032.0,567006473.0,307573263.0,151241305.0,
Share Issued,665798032.0,567006473.0,307573263.0,151241305.0,
Total Debt,,,,,10900000.0
Tangible Book Value,-5950000.0,4185000.0,5137000.0,1051000.0,
Invested Capital,-5950000.0,4380000.0,5777000.0,2506000.0,
Working Capital,-6735000.0,2828000.0,561000.0,-7090000.0,
Net Tangible Assets,-5950000.0,4185000.0,5137000.0,1051000.0,
Common Stock Equity,-5950000.0,4380000.0,5777000.0,2506000.0,
Total Capitalization,-5950000.0,4380000.0,5777000.0,2506000.0,
Total Equity Gross Minority Interest,-5950000.0,4380000.0,5777000.0,2506000.0,
Stockholders Equity,-5950000.0,4380000.0,5777000.0,2506000.0,
Retained Earnings,-403036000.0,-363846000.0,-309763000.0,-242878000.0,
Additional Paid In Capital,376557000.0,349927000.0,305920000.0,242714000.0,
Capital Stock,19974000.0,17010000.0,9227000.0,2674000.0,
Common Stock,19974000.0,17010000.0,9227000.0,2674000.0,
Total Liabilities Net Minority Interest,30748000.0,14015000.0,18740000.0,24450000.0,
Total Non Current Liabilities Net Minority Interest,0.0,0.0,0.0,0.0,
Current Liabilities,30748000.0,14015000.0,18740000.0,24450000.0,
Other Current Liabilities,24586000.0,4214000.0,4332000.0,13247000.0,
Current Debt And Capital Lease Obligation,,,,,10900000.0
Current Debt,,,,,10900000.0
Pensionand Other Post Retirement Benefit Plans Current,1046000.0,992000.0,1415000.0,1556000.0,
Payables,2837000.0,7567000.0,9245000.0,7054000.0,
Total Tax Payable,0.0,84000.0,399000.0,171000.0,
Accounts Payable,2837000.0,7483000.0,8846000.0,6883000.0,
Total Assets,24798000.0,18395000.0,24517000.0,26956000.0,
Total Non Current Assets,786000.0,1553000.0,5216000.0,9596000.0,
Other Non Current Assets,2000.0,1000.0,1000.0,1000.0,
Investmentin Financial Assets,0.0,0.0,0.0,18000.0,
Long Term Equity Investment,,,,839000.0,839000.0
Investmentsin Subsidiariesat Cost,,,,839000.0,839000.0
Goodwill And Other Intangible Assets,0.0,195000.0,640000.0,1455000.0,
Other Intangible Assets,,195000.0,640000.0,1455000.0,1050000.0
Net PPE,784000.0,1357000.0,4575000.0,8122000.0,
Accumulated Depreciation,-17059000.0,-16486000.0,-13164000.0,-9823000.0,
Gross PPE,17843000.0,17843000.0,17739000.0,17945000.0,
Machinery Furniture Equipment,17843000.0,17843000.0,17739000.0,17945000.0,
Current Assets,24013000.0,16843000.0,19301000.0,17360000.0,
Other Current Assets,1000.0,,-1000.0,,
Prepaid Assets,1907000.0,1126000.0,1138000.0,2458000.0,
Inventory,,,319000.0,706000.0,
Other Receivables,3092000.0,3066000.0,9502000.0,3058000.0,
Taxes Receivable,972000.0,4745000.0,319000.0,706000.0,
Accounts Receivable,1361000.0,97000.0,0.0,,
Cash Cash Equivalents And Short Term Investments,16680000.0,7809000.0,8343000.0,11138000.0,
Cash And Cash Equivalents,16680000.0,7809000.0,8343000.0,11138000.0,
