,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Treasury Shares Number,7398000.0,0.0,,
Ordinary Shares Number,694944489.0,702342489.0,702342489.0,702342489.0
Share Issued,702342489.0,702342489.0,702342489.0,702342489.0
Net Debt,28488000000.0,46523000000.0,58009000000.0,49157000000.0
Total Debt,43777000000.0,55820000000.0,66578000000.0,56832000000.0
Tangible Book Value,26443000000.0,10165000000.0,-2786000000.0,265000000.0
Invested Capital,127764000000.0,122528000000.0,129643000000.0,112935000000.0
Working Capital,19620000000.0,19700000000.0,8302000000.0,4108000000.0
Net Tangible Assets,26443000000.0,10165000000.0,-2786000000.0,265000000.0
Capital Lease Obligations,4327000000.0,4138000000.0,4281000000.0,3771000000.0
Common Stock Equity,88314000000.0,70846000000.0,67346000000.0,59874000000.0
Total Capitalization,123276000000.0,109907000000.0,118044000000.0,104040000000.0
Total Equity Gross Minority Interest,88741000000.0,79405000000.0,76564000000.0,68507000000.0
Minority Interest,427000000.0,8559000000.0,9218000000.0,8633000000.0
Stockholders Equity,88314000000.0,70846000000.0,67346000000.0,59874000000.0
Retained Earnings,72740000000.0,59075000000.0,53519000000.0,51215000000.0
Capital Stock,2350000000.0,2350000000.0,2350000000.0,2350000000.0
Common Stock,2350000000.0,2350000000.0,2350000000.0,2350000000.0
Total Liabilities Net Minority Interest,96543000000.0,123588000000.0,134036000000.0,106543000000.0
Total Non Current Liabilities Net Minority Interest,51253000000.0,56397000000.0,71318000000.0,59648000000.0
Other Non Current Liabilities,507000000.0,918000000.0,851000000.0,59000000.0
Derivative Product Liabilities,2419000000.0,3104000000.0,4497000000.0,413000000.0
Non Current Pension And Other Postretirement Benefit Plans,2578000000.0,2587000000.0,2671000000.0,4149000000.0
Non Current Deferred Taxes Liabilities,6978000000.0,6935000000.0,8718000000.0,7574000000.0
Long Term Debt And Capital Lease Obligation,38264000000.0,42387000000.0,54090000000.0,47057000000.0
Long Term Capital Lease Obligation,3302000000.0,3326000000.0,3392000000.0,2891000000.0
Long Term Debt,34962000000.0,39061000000.0,50698000000.0,44166000000.0
Long Term Provisions,507000000.0,466000000.0,491000000.0,396000000.0
Current Liabilities,45290000000.0,67191000000.0,62718000000.0,46895000000.0
Other Current Liabilities,1762000000.0,1543000000.0,2219000000.0,1892000000.0
Current Debt And Capital Lease Obligation,5513000000.0,13433000000.0,12488000000.0,9775000000.0
Current Capital Lease Obligation,1025000000.0,812000000.0,889000000.0,880000000.0
Current Debt,4488000000.0,12621000000.0,11599000000.0,8895000000.0
Pensionand Other Post Retirement Benefit Plans Current,3935000000.0,3492000000.0,3417000000.0,2036000000.0
Current Provisions,1377000000.0,1408000000.0,1217000000.0,736000000.0
Payables,20144000000.0,18632000000.0,28621000000.0,20754000000.0
Total Tax Payable,3046000000.0,3513000000.0,2977000000.0,2724000000.0
Accounts Payable,17098000000.0,15119000000.0,25644000000.0,18030000000.0
Total Assets,185284000000.0,202993000000.0,210600000000.0,175050000000.0
Total Non Current Assets,120375000000.0,116102000000.0,139580000000.0,124047000000.0
Other Non Current Assets,824000000.0,746000000.0,1620000000.0,1411000000.0
Defined Pension Benefit,2475000000.0,3072000000.0,1965000000.0,1439000000.0
Non Current Deferred Taxes Assets,2326000000.0,2343000000.0,2545000000.0,2012000000.0
Financial Assets,0.0,0.0,9000000.0,288000000.0
Investmentin Financial Assets,117000000.0,104000000.0,98000000.0,106000000.0
Available For Sale Securities,117000000.0,104000000.0,98000000.0,106000000.0
Long Term Equity Investment,351000000.0,294000000.0,291000000.0,239000000.0
Goodwill And Other Intangible Assets,61871000000.0,60681000000.0,70132000000.0,59609000000.0
Other Intangible Assets,20734000000.0,21344000000.0,25346000000.0,21806000000.0
Goodwill,41137000000.0,39337000000.0,44786000000.0,37803000000.0
Net PPE,52392000000.0,48843000000.0,62898000000.0,58918000000.0
Accumulated Depreciation,-77825000000.0,-73318000000.0,-83487000000.0,-70360000000.0
Gross PPE,130217000000.0,122161000000.0,146385000000.0,129278000000.0
Construction In Progress,7382000000.0,7197000000.0,5617000000.0,6209000000.0
Other Properties,7000000.0,9000000.0,15000000.0,29000000.0
Machinery Furniture Equipment,90339000000.0,84534000000.0,101209000000.0,88481000000.0
Buildings And Improvements,27925000000.0,26092000000.0,34571000000.0,30311000000.0
Land And Improvements,4564000000.0,4329000000.0,4973000000.0,4248000000.0
Properties,0.0,0.0,0.0,0.0
Current Assets,64910000000.0,86891000000.0,71020000000.0,51003000000.0
Hedging Assets Current,1046000000.0,1983000000.0,3640000000.0,3840000000.0
Assets Held For Sale Current,0.0,32327000000.0,0.0,0.0
Prepaid Assets,176000000.0,126000000.0,234000000.0,167000000.0
Inventory,18829000000.0,17523000000.0,28852000000.0,19327000000.0
Finished Goods,9899000000.0,9210000000.0,13775000000.0,9435000000.0
Work In Process,1759000000.0,1772000000.0,2482000000.0,1725000000.0
Raw Materials,7171000000.0,6541000000.0,12595000000.0,8167000000.0
Other Receivables,2715000000.0,2109000000.0,1883000000.0,1646000000.0
Taxes Receivable,2991000000.0,2240000000.0,2674000000.0,2065000000.0
Accounts Receivable,23538000000.0,21920000000.0,25990000000.0,19871000000.0
Allowance For Doubtful Accounts Receivable,-291000000.0,-242000000.0,-326000000.0,-298000000.0
Gross Accounts Receivable,23829000000.0,22162000000.0,26316000000.0,20169000000.0
Cash Cash Equivalents And Short Term Investments,15615000000.0,8663000000.0,7747000000.0,4087000000.0
Other Short Term Investments,4653000000.0,3504000000.0,3459000000.0,183000000.0
Cash And Cash Equivalents,10962000000.0,5159000000.0,4288000000.0,3904000000.0
Cash Equivalents,1500000000.0,2104000000.0,507000000.0,620000000.0
Cash Financial,9462000000.0,3055000000.0,3781000000.0,3284000000.0
