,2024-12-31,2023-12-31,2022-12-31,2020-09-30
Ordinary Shares Number,22682820.0,22682820.0,22682820.0,17035820.0
Share Issued,22682820.0,22682820.0,22682820.0,17035820.0
Net Debt,205728000.0,198248000.0,,
Total Debt,240639000.0,247497000.0,16250000.0,10000000.0
Tangible Book Value,-304503000.0,-391100000.0,-5500000.0,11970000.0
Invested Capital,567004000.0,555648000.0,325061000.0,115681000.0
Working Capital,11387000.0,34149000.0,34698000.0,27240000.0
Net Tangible Assets,-304503000.0,-391100000.0,-5500000.0,11970000.0
Common Stock Equity,326365000.0,308151000.0,308811000.0,105681000.0
Total Capitalization,550924000.0,555648000.0,320061000.0,109014000.0
Total Equity Gross Minority Interest,326365000.0,308151000.0,308811000.0,105681000.0
Stockholders Equity,326365000.0,308151000.0,308811000.0,105681000.0
Retained Earnings,62806000.0,63764000.0,56054000.0,14399000.0
Additional Paid In Capital,203616000.0,203616000.0,203616000.0,92968000.0
Capital Stock,2268000.0,2268000.0,2268000.0,1704000.0
Common Stock,2268000.0,2268000.0,2268000.0,1704000.0
Total Liabilities Net Minority Interest,379435000.0,488006000.0,89290000.0,24911000.0
Total Non Current Liabilities Net Minority Interest,315890000.0,425250000.0,40198000.0,15269000.0
Other Non Current Liabilities,1000.0,87769000.0,,-1000.0
Non Current Deferred Taxes Liabilities,91330000.0,89984000.0,28948000.0,11937000.0
Long Term Debt And Capital Lease Obligation,224559000.0,247497000.0,11250000.0,3333000.0
Long Term Debt,224559000.0,247497000.0,11250000.0,3333000.0
Current Liabilities,63545000.0,62756000.0,49092000.0,9642000.0
Other Current Liabilities,720000.0,22960000.0,1077000.0,63000.0
Current Debt And Capital Lease Obligation,16080000.0,0.0,5000000.0,6667000.0
Current Debt,16080000.0,0.0,5000000.0,6667000.0
Payables,24134000.0,4491000.0,42236000.0,2330000.0
Total Tax Payable,2194000.0,0.0,671000.0,1786000.0
Accounts Payable,21940000.0,4491000.0,41565000.0,544000.0
Total Assets,705800000.0,796157000.0,398101000.0,130592000.0
Total Non Current Assets,630868000.0,699252000.0,314311000.0,93711000.0
Other Non Current Assets,,1000.0,,
Investmentin Financial Assets,,21082000.0,0.0,
Goodwill And Other Intangible Assets,630868000.0,699251000.0,314311000.0,93711000.0
Other Intangible Assets,423337000.0,416579000.0,182469000.0,44322000.0
Goodwill,207531000.0,282672000.0,131842000.0,49389000.0
Current Assets,74932000.0,96905000.0,83790000.0,36882000.0
Other Current Assets,-1000.0,,,1000.0
Current Deferred Taxes Assets,1440000.0,0.0,,
Other Receivables,22627000.0,34721000.0,24558000.0,536000.0
Taxes Receivable,1440000.0,,,
Accounts Receivable,15955000.0,12935000.0,10950000.0,5507000.0
Allowance For Doubtful Accounts Receivable,0.0,0.0,0.0,
Gross Accounts Receivable,15955000.0,12935000.0,10950000.0,
Cash Cash Equivalents And Short Term Investments,34911000.0,49249000.0,48282000.0,30838000.0
Cash And Cash Equivalents,34911000.0,49249000.0,48282000.0,30838000.0
