,2024-12-31,2023-12-31,2022-12-31,2020-12-31
Ordinary Shares Number,60220523.0,59441112.0,57864090.0,1240428.0
Share Issued,60220523.0,59441112.0,57864090.0,1240428.0
Net Debt,,48574000.0,12399000.0,
Total Debt,0.0,49847000.0,59168000.0,
Tangible Book Value,7492000.0,272398000.0,-155125000.0,2329845.0
Invested Capital,7492000.0,322245000.0,131908000.0,4625789.0
Working Capital,-2835000.0,-208184000.0,20912000.0,1593742.0
Net Tangible Assets,7492000.0,272398000.0,-155125000.0,2329845.0
Common Stock Equity,7492000.0,272398000.0,72740000.0,4625789.0
Total Capitalization,7492000.0,272398000.0,127509000.0,4625789.0
Total Equity Gross Minority Interest,7492000.0,272398000.0,72740000.0,4819330.0
Minority Interest,,,,193541.0
Stockholders Equity,7492000.0,272398000.0,72740000.0,4625789.0
Other Equity Interest,,-196648000.0,-118398000.0,3002765.0
Retained Earnings,-345857000.0,-72221000.0,,
Additional Paid In Capital,,187090000.0,178512000.0,
Capital Stock,13140000.0,12970000.0,12626000.0,1623024.0
Common Stock,13140000.0,12970000.0,12626000.0,1623024.0
Total Liabilities Net Minority Interest,11354000.0,250475000.0,407088000.0,558260.0
Total Non Current Liabilities Net Minority Interest,2652000.0,31774000.0,212742000.0,411047.0
Other Non Current Liabilities,1847000.0,17742000.0,94898000.0,
Non Current Pension And Other Postretirement Benefit Plans,805000.0,452000.0,1122000.0,
Non Current Deferred Taxes Liabilities,,1257000.0,1257000.0,411047.0
Long Term Debt And Capital Lease Obligation,,8876000.0,54769000.0,
Long Term Debt,,8876000.0,54769000.0,
Long Term Provisions,,13580000.0,60696000.0,
Current Liabilities,8702000.0,218701000.0,194346000.0,147213.0
Other Current Liabilities,6474000.0,6824000.0,40125000.0,38253.0
Current Debt And Capital Lease Obligation,0.0,49847000.0,4399000.0,
Current Debt,0.0,49847000.0,4399000.0,
Pensionand Other Post Retirement Benefit Plans Current,360000.0,2144000.0,21583000.0,
Payables,1267000.0,159359000.0,74522000.0,37501.0
Other Payable,,157889000.0,,
Total Tax Payable,,0.0,1619000.0,
Accounts Payable,1267000.0,1470000.0,72903000.0,37501.0
Total Assets,18846000.0,522873000.0,479828000.0,5377590.0
Total Non Current Assets,12979000.0,512356000.0,264570000.0,3636635.0
Non Current Deferred Taxes Assets,0.0,10933000.0,12842000.0,
Investmentin Financial Assets,,0.0,959000.0,1165640.0
Available For Sale Securities,,,959000.0,1165640.0
Long Term Equity Investment,112000.0,500878000.0,,0.0
Investmentsin Associatesat Cost,112000.0,500878000.0,,0.0
Goodwill And Other Intangible Assets,,170181000.0,227865000.0,2295944.0
Other Intangible Assets,,4636000.0,5549000.0,2295944.0
Goodwill,,165545000.0,222316000.0,
Net PPE,62000.0,93000.0,21324000.0,175051.0
Accumulated Depreciation,-61000.0,-18000.0,-26360000.0,-185428.0
Gross PPE,123000.0,111000.0,47684000.0,360479.0
Other Properties,123000.0,111000.0,47684000.0,360479.0
Machinery Furniture Equipment,,,,360479.0
Current Assets,5867000.0,10517000.0,215258000.0,1740955.0
Prepaid Assets,218000.0,1072000.0,39929000.0,169887.0
Inventory,,32386000.0,16569000.0,
Finished Goods,,32386000.0,16569000.0,
Other Receivables,876000.0,7378000.0,8663000.0,405750.0
Taxes Receivable,0.0,794000.0,0.0,84106.0
Accounts Receivable,,42573000.0,103325000.0,
Cash Cash Equivalents And Short Term Investments,4773000.0,1273000.0,46772000.0,1251099.0
Other Short Term Investments,,3000.0,3000.0,
Cash And Cash Equivalents,4773000.0,1273000.0,46769000.0,1251099.0
Cash Financial,4773000.0,1273000.0,46769000.0,1251099.0
