,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Treasury Shares Number,,0.0,,,
Ordinary Shares Number,37138491.0,31628584.0,23161866.0,21119410.0,
Share Issued,37138491.0,31628584.0,23161866.0,21119410.0,
Total Debt,128221000.0,36808000.0,2126000.0,3233000.0,
Tangible Book Value,144171000.0,256633000.0,170422000.0,295516000.0,
Invested Capital,719097000.0,693413000.0,556019000.0,591752000.0,
Working Capital,88926000.0,177912000.0,103378000.0,252099000.0,
Net Tangible Assets,144171000.0,256633000.0,170422000.0,295516000.0,
Capital Lease Obligations,32221000.0,36808000.0,2126000.0,3233000.0,
Common Stock Equity,623097000.0,693413000.0,556019000.0,591752000.0,
Total Capitalization,623097000.0,693413000.0,556019000.0,591752000.0,
Total Equity Gross Minority Interest,623097000.0,693413000.0,556019000.0,591752000.0,
Stockholders Equity,623097000.0,693413000.0,556019000.0,591752000.0,
Other Equity Interest,1000.0,-1000.0,,,
Retained Earnings,-840247000.0,-554724000.0,-375057000.0,-243387000.0,
Additional Paid In Capital,1425208000.0,1216092000.0,907420000.0,813483000.0,
Capital Stock,37138000.0,31254000.0,22680000.0,20680000.0,
Common Stock,37138000.0,31254000.0,22680000.0,20680000.0,
Total Liabilities Net Minority Interest,173247000.0,71850000.0,29411000.0,31151000.0,
Total Non Current Liabilities Net Minority Interest,27107000.0,31947000.0,560000.0,1185000.0,
Other Non Current Liabilities,-1000.0,,,,
Long Term Debt And Capital Lease Obligation,27108000.0,31947000.0,560000.0,1185000.0,
Long Term Capital Lease Obligation,27108000.0,31947000.0,560000.0,1185000.0,
Current Liabilities,146140000.0,39903000.0,28851000.0,29966000.0,
Other Current Liabilities,9312000.0,6263000.0,1043000.0,653000.0,
Current Debt And Capital Lease Obligation,101113000.0,4861000.0,1566000.0,2048000.0,
Current Capital Lease Obligation,5113000.0,4861000.0,1566000.0,2048000.0,
Current Debt,96000000.0,0.0,,,
Pensionand Other Post Retirement Benefit Plans Current,5473000.0,6891000.0,7740000.0,4785000.0,
Payables,19575000.0,14847000.0,16844000.0,18441000.0,
Total Tax Payable,2492000.0,2375000.0,2058000.0,1576000.0,
Accounts Payable,17083000.0,12472000.0,14786000.0,16865000.0,
Total Assets,796344000.0,765263000.0,585430000.0,622903000.0,
Total Non Current Assets,561279000.0,547448000.0,453200000.0,340838000.0,
Other Non Current Assets,2000.0,2000.0,-1000.0,,
Investmentin Financial Assets,1000.0,1000.0,1000.0,1000.0,
Goodwill And Other Intangible Assets,478926000.0,436780000.0,385597000.0,296236000.0,
Other Intangible Assets,478926000.0,436780000.0,385597000.0,296236000.0,
Net PPE,79183000.0,107649000.0,64604000.0,44601000.0,
Accumulated Depreciation,-45911000.0,-41480000.0,-34269000.0,-25929000.0,
Gross PPE,125094000.0,149129000.0,98873000.0,70530000.0,
Construction In Progress,41389000.0,59365000.0,46573000.0,20043000.0,
Other Properties,3531000.0,41779000.0,4935000.0,5984000.0,
Machinery Furniture Equipment,48749000.0,47985000.0,47365000.0,44503000.0,
Buildings And Improvements,31425000.0,36822000.0,1464000.0,3220000.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,235066000.0,217815000.0,132229000.0,282065000.0,
Other Current Assets,1000.0,,-1000.0,-1000.0,
Prepaid Assets,2476000.0,3566000.0,928000.0,1483000.0,
Inventory,20335000.0,43781000.0,8552000.0,6199000.0,
Other Inventories,,-1000.0,1000.0,,
Finished Goods,2630000.0,2979000.0,7023000.0,6199000.0,
Work In Process,17705000.0,40803000.0,1528000.0,0.0,
Other Receivables,2476000.0,,1150000.0,30000.0,649000.0
Taxes Receivable,,,,,546000.0
Accounts Receivable,4018000.0,4165000.0,2362000.0,2473000.0,
Cash Cash Equivalents And Short Term Investments,208236000.0,166303000.0,120166000.0,271881000.0,
Cash And Cash Equivalents,208236000.0,166303000.0,120166000.0,271881000.0,
Cash Financial,208236000.0,166303000.0,120166000.0,271881000.0,
