,2024-12-31,2023-12-31,2022-12-31,2021-03-31
Ordinary Shares Number,56870865.0,56233265.0,54654573.0,49924672.0
Share Issued,56870865.0,56233265.0,54654573.0,49924672.0
Total Debt,338139.0,246600.0,51700.0,127839.0
Tangible Book Value,4725477.0,124900.0,-3000839.0,11472676.0
Invested Capital,19508078.0,22459276.0,19051690.0,12434256.0
Working Capital,6514166.0,5770586.0,5019385.0,11326304.0
Net Tangible Assets,4725477.0,124900.0,-3000839.0,11472676.0
Capital Lease Obligations,338139.0,246600.0,51700.0,127839.0
Common Stock Equity,19508078.0,22459276.0,19051690.0,12434256.0
Total Capitalization,19508078.0,22459276.0,19051690.0,12434256.0
Total Equity Gross Minority Interest,19508078.0,22459276.0,19051690.0,12434256.0
Stockholders Equity,19508078.0,22459276.0,19051690.0,12434256.0
Retained Earnings,-3553643.0,-180356.0,-2179572.0,-2871691.0
Additional Paid In Capital,17374546.0,17341512.0,17252671.0,14841496.0
Capital Stock,113742.0,112467.0,109309.0,99849.0
Common Stock,113742.0,112467.0,109309.0,99849.0
Total Liabilities Net Minority Interest,20809457.0,26826132.0,28103390.0,6285613.0
Total Non Current Liabilities Net Minority Interest,2112620.0,5903504.0,8451704.0,44163.0
Other Non Current Liabilities,,3284773.0,5795451.0,
Non Current Deferred Taxes Liabilities,1895257.0,2491826.0,2633950.0,0.0
Long Term Debt And Capital Lease Obligation,217363.0,126905.0,22303.0,44163.0
Long Term Capital Lease Obligation,217363.0,126905.0,22303.0,44163.0
Current Liabilities,18696837.0,20922628.0,19651686.0,6241450.0
Other Current Liabilities,,,2056064.0,
Current Debt And Capital Lease Obligation,120776.0,119695.0,29397.0,83676.0
Current Capital Lease Obligation,120776.0,119695.0,29397.0,83676.0
Payables,5671079.0,7103531.0,3744459.0,1694874.0
Other Payable,1499674.0,1742487.0,1190054.0,27125.0
Total Tax Payable,181965.0,268252.0,647626.0,75391.0
Accounts Payable,3989440.0,5092792.0,1906779.0,1592358.0
Total Assets,40317535.0,49285408.0,47155080.0,18719869.0
Total Non Current Assets,15106532.0,22592194.0,22484009.0,1152115.0
Non Current Deferred Taxes Assets,,,0.0,59712.0
Long Term Equity Investment,,0.0,352920.0,
Investmentsin Associatesat Cost,,0.0,352920.0,
Goodwill And Other Intangible Assets,14782601.0,22334376.0,22052529.0,961580.0
Other Intangible Assets,7418541.0,14638514.0,14922602.0,961580.0
Goodwill,7364060.0,7695862.0,7573706.0,
Net PPE,323931.0,257818.0,78560.0,130823.0
Accumulated Depreciation,,,-261217.0,-93450.0
Gross PPE,323931.0,,339777.0,224273.0
Other Properties,313230.0,,303045.0,224273.0
Machinery Furniture Equipment,6816.0,,27407.0,
Buildings And Improvements,3885.0,,9325.0,0.0
Properties,0.0,,0.0,0.0
Current Assets,25211003.0,26693214.0,24671071.0,17567754.0
Other Current Assets,,-1.0,-1.0,
Prepaid Assets,,239529.0,325124.0,209731.0
Other Receivables,9787733.0,14495046.0,8693675.0,2630176.0
Taxes Receivable,,,38745.0,18593.0
Accounts Receivable,2309601.0,873841.0,1850680.0,703.0
Cash Cash Equivalents And Short Term Investments,13113669.0,11084799.0,13801593.0,14708551.0
Cash And Cash Equivalents,13113669.0,11084799.0,13801593.0,14708551.0
