,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Ordinary Shares Number,470005528.0,232794838.0,160468649.0,142355039.0,
Share Issued,470005528.0,232794838.0,160468649.0,142355039.0,
Net Debt,43138000.0,20139000.0,,,
Total Debt,44007000.0,32723000.0,7153000.0,1391000.0,
Tangible Book Value,-61995000.0,-35987000.0,-4734000.0,37087000.0,
Invested Capital,4776000.0,30828000.0,45085000.0,370419000.0,
Working Capital,-15445000.0,6636000.0,1930000.0,49600000.0,
Net Tangible Assets,-61995000.0,-35987000.0,-4734000.0,37087000.0,
Capital Lease Obligations,586000.0,442000.0,1895000.0,1391000.0,
Common Stock Equity,-38645000.0,-1453000.0,39827000.0,370419000.0,
Total Capitalization,-628000.0,30659000.0,39827000.0,370419000.0,
Total Equity Gross Minority Interest,-38645000.0,-1453000.0,39827000.0,370419000.0,
Minority Interest,0.0,0.0,0.0,0.0,
Stockholders Equity,-38645000.0,-1453000.0,39827000.0,370419000.0,
Retained Earnings,-580660000.0,-532619000.0,-474602000.0,-92167000.0,
Additional Paid In Capital,544843000.0,532072000.0,513679000.0,463247000.0,
Capital Stock,873000.0,2470000.0,1703000.0,1386000.0,
Common Stock,873000.0,2470000.0,1703000.0,1386000.0,
Total Liabilities Net Minority Interest,71254000.0,54555000.0,27043000.0,33948000.0,
Total Non Current Liabilities Net Minority Interest,48677000.0,44182000.0,9766000.0,15346000.0,
Other Non Current Liabilities,7730000.0,8132000.0,4118000.0,8440000.0,
Non Current Deferred Taxes Liabilities,2344000.0,3731000.0,5223000.0,6716000.0,
Long Term Debt And Capital Lease Obligation,38603000.0,32319000.0,425000.0,190000.0,
Long Term Capital Lease Obligation,586000.0,207000.0,425000.0,190000.0,
Long Term Debt,38017000.0,32112000.0,0.0,8440000.0,
Current Liabilities,22577000.0,10373000.0,17277000.0,18602000.0,
Other Current Liabilities,17173000.0,430000.0,827000.0,3330000.0,
Current Debt And Capital Lease Obligation,5404000.0,404000.0,6728000.0,1201000.0,
Current Capital Lease Obligation,,235000.0,1470000.0,1201000.0,0.0
Current Debt,5404000.0,169000.0,5258000.0,0.0,
Pensionand Other Post Retirement Benefit Plans Current,,,,,106000.0
Payables,,2847000.0,4825000.0,6238000.0,3777000.0
Accounts Payable,,2847000.0,4825000.0,6238000.0,3777000.0
Total Assets,32609000.0,53102000.0,66870000.0,404367000.0,
Total Non Current Assets,25477000.0,36093000.0,47664000.0,336166000.0,
Investmentin Financial Assets,0.0,284000.0,294000.0,257000.0,
Available For Sale Securities,,284000.0,294000.0,257000.0,
Goodwill And Other Intangible Assets,23350000.0,34534000.0,44561000.0,333332000.0,
Other Intangible Assets,,34534000.0,44561000.0,56487000.0,30883000.0
Goodwill,,0.0,0.0,276845000.0,0.0
Net PPE,2127000.0,1275000.0,2809000.0,2577000.0,
Accumulated Depreciation,,-1553000.0,-1298000.0,-909000.0,0.0
Gross PPE,2127000.0,2828000.0,4107000.0,3486000.0,
Other Properties,2127000.0,2309000.0,4107000.0,2197000.0,
Machinery Furniture Equipment,,0.0,,,
Buildings And Improvements,,519000.0,1891000.0,1289000.0,692000.0
Properties,,0.0,0.0,0.0,0.0
Current Assets,7132000.0,17009000.0,19207000.0,68202000.0,
Prepaid Assets,,,,,114000.0
Inventory,,0.0,0.0,24894000.0,0.0
Other Receivables,,2250000.0,2259000.0,2237000.0,2132000.0
Accounts Receivable,6849000.0,2617000.0,2360000.0,7045000.0,
Allowance For Doubtful Accounts Receivable,,-2901000.0,-3226000.0,,
Gross Accounts Receivable,,5518000.0,5586000.0,,
Cash Cash Equivalents And Short Term Investments,283000.0,12142000.0,14588000.0,34026000.0,
Cash And Cash Equivalents,283000.0,12142000.0,14588000.0,34026000.0,
