,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Treasury Shares Number,,0.0,,,
Ordinary Shares Number,2033452084.0,2033452084.0,2033452084.0,2033452084.0,
Share Issued,2033452084.0,2033452084.0,2033452084.0,2033452084.0,
Net Debt,177532000000.0,152799000000.0,131378000000.0,94724000000.0,
Total Debt,258851000000.0,233516000000.0,205047000000.0,151451000000.0,
Tangible Book Value,149707000000.0,135279000000.0,121172000000.0,103976000000.0,
Invested Capital,444851000000.0,404116000000.0,361180000000.0,286395000000.0,
Working Capital,77320000000.0,67012000000.0,71749000000.0,53094000000.0,
Net Tangible Assets,149707000000.0,135279000000.0,121172000000.0,103976000000.0,
Capital Lease Obligations,8048000000.0,7191000000.0,6583000000.0,6101000000.0,
Common Stock Equity,194048000000.0,177791000000.0,162716000000.0,141045000000.0,
Total Capitalization,344504000000.0,308744000000.0,292302000000.0,238836000000.0,
Total Equity Gross Minority Interest,197360000000.0,180739000000.0,166235000000.0,144118000000.0,
Minority Interest,3312000000.0,2948000000.0,3519000000.0,3073000000.0,
Stockholders Equity,194048000000.0,177791000000.0,162716000000.0,141045000000.0,
Retained Earnings,179590000000.0,165614000000.0,147524000000.0,136174000000.0,
Capital Stock,2562000000.0,2562000000.0,2562000000.0,2562000000.0,
Common Stock,2562000000.0,2562000000.0,2562000000.0,2562000000.0,
Total Liabilities Net Minority Interest,517204000000.0,493329000000.0,462829000000.0,371738000000.0,
Total Non Current Liabilities Net Minority Interest,236215000000.0,208968000000.0,210731000000.0,169328000000.0,
Other Non Current Liabilities,13925000000.0,12820000000.0,15022000000.0,14260000000.0,
Derivative Product Liabilities,4471000000.0,4336000000.0,7190000000.0,1997000000.0,
Non Current Pension And Other Postretirement Benefit Plans,12706000000.0,11219000000.0,8745000000.0,12177000000.0,
Non Current Deferred Revenue,31642000000.0,26622000000.0,27514000000.0,22492000000.0,
Non Current Deferred Taxes Liabilities,4778000000.0,4725000000.0,5472000000.0,4926000000.0,
Long Term Debt And Capital Lease Obligation,156400000000.0,136267000000.0,134392000000.0,102260000000.0,
Long Term Capital Lease Obligation,5944000000.0,5314000000.0,4806000000.0,4469000000.0,
Long Term Debt,150456000000.0,130953000000.0,129586000000.0,97791000000.0,
Long Term Provisions,12293000000.0,12979000000.0,12396000000.0,11216000000.0,
Current Liabilities,280989000000.0,284361000000.0,252098000000.0,202410000000.0,
Other Current Liabilities,11499000000.0,11312000000.0,11745000000.0,12063000000.0,
Current Debt And Capital Lease Obligation,102451000000.0,97249000000.0,70655000000.0,49191000000.0,
Current Capital Lease Obligation,2104000000.0,1877000000.0,1777000000.0,1632000000.0,
Current Debt,100347000000.0,95372000000.0,68878000000.0,47559000000.0,
Pensionand Other Post Retirement Benefit Plans Current,,,,13287000000.0,11697000000.0
Current Provisions,19690000000.0,19623000000.0,13119000000.0,11954000000.0,
Payables,87113000000.0,94241000000.0,102801000000.0,85479000000.0,
Total Tax Payable,8586000000.0,11254000000.0,12624000000.0,8734000000.0,
Accounts Payable,78527000000.0,82987000000.0,90177000000.0,76745000000.0,
Total Assets,714564000000.0,674068000000.0,629064000000.0,515856000000.0,
Total Non Current Assets,356254000000.0,322695000000.0,305217000000.0,260352000000.0,
Other Non Current Assets,-2000000.0,-1000000.0,-1000000.0,1000000.0,
Defined Pension Benefit,2115000000.0,2039000000.0,2727000000.0,2372000000.0,
Non Current Prepaid Assets,,,,,1712000000.0
Non Current Deferred Taxes Assets,15878000000.0,16186000000.0,14189000000.0,10947000000.0,
Investmentin Financial Assets,,881000000.0,605000000.0,539000000.0,276000000.0
Available For Sale Securities,,881000000.0,605000000.0,539000000.0,276000000.0
Long Term Equity Investment,23603000000.0,20039000000.0,22188000000.0,21224000000.0,
Investmentsin Joint Venturesat Cost,22496000000.0,19158000000.0,21583000000.0,20685000000.0,
Investments In Other Ventures Under Equity Method,1107000000.0,881000000.0,605000000.0,539000000.0,
Investmentsin Associatesat Cost,,,,11268000000.0,10693000000.0
