,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,15310012.0,15310012.0,15310012.0,15310012.0
Share Issued,15310012.0,15310012.0,15310012.0,15310012.0
Net Debt,333100000.0,226400000.0,74100000.0,35700000.0
Total Debt,1169300000.0,700900000.0,415500000.0,379300000.0
Tangible Book Value,55100000.0,52000000.0,46400000.0,43100000.0
Invested Capital,942700000.0,741800000.0,536100000.0,461900000.0
Working Capital,-251800000.0,-210100000.0,-121300000.0,-31900000.0
Net Tangible Assets,55100000.0,52000000.0,46400000.0,43100000.0
Capital Lease Obligations,695700000.0,403400000.0,290500000.0,305400000.0
Common Stock Equity,469100000.0,444300000.0,411100000.0,388000000.0
Total Capitalization,683700000.0,566800000.0,411100000.0,430500000.0
Total Equity Gross Minority Interest,469200000.0,444400000.0,416700000.0,393300000.0
Minority Interest,100000.0,100000.0,5600000.0,5300000.0
Stockholders Equity,469100000.0,444300000.0,411100000.0,388000000.0
Retained Earnings,102500000.0,81500000.0,46500000.0,23400000.0
Additional Paid In Capital,356800000.0,356700000.0,356700000.0,356700000.0
Capital Stock,7700000.0,7700000.0,7700000.0,7700000.0
Common Stock,7700000.0,7700000.0,7700000.0,7700000.0
Total Liabilities Net Minority Interest,1844100000.0,1331700000.0,936700000.0,861200000.0
Total Non Current Liabilities Net Minority Interest,816900000.0,441000000.0,240200000.0,320300000.0
Other Non Current Liabilities,-200000.0,3000000.0,17200000.0,31500000.0
Non Current Pension And Other Postretirement Benefit Plans,,3000000.0,0.0,
Non Current Deferred Taxes Liabilities,14500000.0,0.0,1100000.0,400000.0
Long Term Debt And Capital Lease Obligation,794500000.0,435000000.0,221900000.0,288400000.0
Long Term Capital Lease Obligation,579900000.0,312500000.0,221900000.0,245900000.0
Long Term Debt,214600000.0,122500000.0,0.0,42500000.0
Long Term Provisions,8100000.0,3000000.0,,
Current Liabilities,1027200000.0,890700000.0,696500000.0,540900000.0
Other Current Liabilities,145500000.0,108900000.0,93200000.0,66000000.0
Current Debt And Capital Lease Obligation,374800000.0,265900000.0,193600000.0,90900000.0
Current Capital Lease Obligation,115800000.0,90900000.0,68600000.0,59500000.0
Current Debt,259000000.0,175000000.0,125000000.0,31400000.0
Pensionand Other Post Retirement Benefit Plans Current,41200000.0,35100000.0,30700000.0,25300000.0
Current Provisions,17300000.0,26200000.0,18600000.0,10800000.0
Payables,339100000.0,377400000.0,287300000.0,284400000.0
Total Tax Payable,13700000.0,9600000.0,24500000.0,26800000.0
Accounts Payable,325400000.0,367800000.0,262800000.0,257600000.0
Total Assets,2313300000.0,1776100000.0,1353400000.0,1254500000.0
Total Non Current Assets,1538000000.0,1095500000.0,778200000.0,745500000.0
Non Current Deferred Taxes Assets,17600000.0,8300000.0,6500000.0,2900000.0
Investmentin Financial Assets,9400000.0,,,
Available For Sale Securities,9400000.0,,,
Long Term Equity Investment,100000.0,4200000.0,4800000.0,0.0
Investmentsin Associatesat Cost,100000.0,4200000.0,4800000.0,0.0
Goodwill And Other Intangible Assets,414000000.0,392300000.0,364700000.0,344900000.0
Other Intangible Assets,109300000.0,87600000.0,60000000.0,40200000.0
Goodwill,304700000.0,304700000.0,304700000.0,304700000.0
Net PPE,1096900000.0,681500000.0,395100000.0,391400000.0
Accumulated Depreciation,-483200000.0,-355100000.0,-291200000.0,-212700000.0
Gross PPE,1580100000.0,1036600000.0,686300000.0,604100000.0
Construction In Progress,275400000.0,134600000.0,2700000.0,0.0
Other Properties,223400000.0,207400000.0,193800000.0,177400000.0
Machinery Furniture Equipment,183100000.0,169400000.0,111500000.0,81500000.0
Buildings And Improvements,898200000.0,525200000.0,378300000.0,345200000.0
Properties,0.0,0.0,0.0,0.0
Current Assets,775400000.0,680600000.0,575200000.0,509000000.0
Other Current Assets,-100000.0,,,
Prepaid Assets,14500000.0,2800000.0,8900000.0,200000.0
Inventory,512000000.0,507700000.0,433000000.0,397900000.0
Finished Goods,487400000.0,484500000.0,424200000.0,393100000.0
Work In Process,24600000.0,23200000.0,8800000.0,4800000.0
Other Receivables,53500000.0,48500000.0,52600000.0,49500000.0
Taxes Receivable,0.0,5300000.0,0.0,3300000.0
Accounts Receivable,55000000.0,45200000.0,29800000.0,19900000.0
Allowance For Doubtful Accounts Receivable,-800000.0,-700000.0,-200000.0,-100000.0
Gross Accounts Receivable,55800000.0,45900000.0,30000000.0,20000000.0
Cash Cash Equivalents And Short Term Investments,140500000.0,71100000.0,50900000.0,38200000.0
Cash And Cash Equivalents,140500000.0,71100000.0,50900000.0,38200000.0
Cash Financial,140500000.0,71100000.0,50900000.0,38200000.0
