,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Treasury Shares Number,905155.0,1142060.0,1642438.0,1290000.0
Ordinary Shares Number,65859195.0,65055575.0,64532197.0,64164672.0
Share Issued,66764350.0,66197635.0,66174635.0,65454672.0
Total Debt,14589000.0,17484000.0,17451000.0,21422000.0
Tangible Book Value,712922000.0,532971000.0,260544000.0,257338000.0
Invested Capital,727464000.0,545177000.0,268928000.0,265704000.0
Working Capital,478406000.0,272876000.0,248612000.0,246776000.0
Net Tangible Assets,712922000.0,532971000.0,260544000.0,257338000.0
Capital Lease Obligations,14589000.0,17484000.0,17451000.0,21422000.0
Common Stock Equity,727464000.0,545177000.0,268928000.0,265704000.0
Total Capitalization,727464000.0,545177000.0,268928000.0,265704000.0
Total Equity Gross Minority Interest,727464000.0,545177000.0,268928000.0,265704000.0
Stockholders Equity,727464000.0,545177000.0,268928000.0,265704000.0
Other Equity Interest,-1000.0,,14000.0,
Retained Earnings,-886770000.0,-1061194000.0,-1344676000.0,-1344494000.0
Additional Paid In Capital,1565929000.0,1563862000.0,1563836000.0,1563670000.0
Capital Stock,41728000.0,41374000.0,41359000.0,40909000.0
Common Stock,41728000.0,41374000.0,41359000.0,40909000.0
Total Liabilities Net Minority Interest,152227000.0,143639000.0,102890000.0,78215000.0
Total Non Current Liabilities Net Minority Interest,8037000.0,13579000.0,12694000.0,16515000.0
Long Term Debt And Capital Lease Obligation,7660000.0,13222000.0,12350000.0,16152000.0
Long Term Capital Lease Obligation,7660000.0,13222000.0,12350000.0,16152000.0
Long Term Provisions,377000.0,357000.0,344000.0,363000.0
Current Liabilities,144190000.0,130060000.0,90196000.0,61700000.0
Other Current Liabilities,8925000.0,6649000.0,6344000.0,5625000.0
Current Debt And Capital Lease Obligation,6929000.0,4262000.0,5101000.0,5270000.0
Current Capital Lease Obligation,6929000.0,4262000.0,5101000.0,5270000.0
Pensionand Other Post Retirement Benefit Plans Current,29971000.0,34169000.0,21949000.0,15054000.0
Payables,30558000.0,26184000.0,24668000.0,20622000.0
Total Tax Payable,12720000.0,6524000.0,1097000.0,1903000.0
Accounts Payable,17838000.0,19660000.0,23571000.0,18719000.0
Total Assets,879691000.0,688816000.0,371818000.0,343919000.0
Total Non Current Assets,257095000.0,285880000.0,33010000.0,35443000.0
Other Non Current Assets,1000.0,1000.0,1000.0,-1000.0
Non Current Deferred Taxes Assets,221445000.0,249677000.0,0.0,
Investmentin Financial Assets,426000.0,1000.0,1000.0,0.0
Goodwill And Other Intangible Assets,14542000.0,12206000.0,8384000.0,8366000.0
Other Intangible Assets,14542000.0,12206000.0,8384000.0,8366000.0
Net PPE,20681000.0,23995000.0,24624000.0,27077000.0
Accumulated Depreciation,-32521000.0,-26259000.0,-25446000.0,-19409000.0
Gross PPE,53202000.0,50254000.0,50070000.0,46486000.0
Other Properties,16765000.0,15641000.0,14981000.0,12021000.0
Machinery Furniture Equipment,6230000.0,4863000.0,3570000.0,3588000.0
Buildings And Improvements,30207000.0,29750000.0,31519000.0,30877000.0
Properties,0.0,0.0,0.0,0.0
Current Assets,622596000.0,402936000.0,338808000.0,308476000.0
Other Current Assets,65538000.0,-1000.0,5974000.0,-1000.0
Hedging Assets Current,4606000.0,0.0,,
Restricted Cash,,422000.0,584000.0,
Prepaid Assets,9631000.0,7551000.0,3359000.0,3219000.0
Inventory,134113000.0,83304000.0,56310000.0,51762000.0
Finished Goods,69683000.0,28211000.0,17867000.0,17528000.0
Raw Materials,64430000.0,55093000.0,38443000.0,34234000.0
Other Receivables,44787000.0,19523000.0,3121000.0,3116000.0
Taxes Receivable,6514000.0,8645000.0,6140000.0,5502000.0
Accounts Receivable,195941000.0,116563000.0,62623000.0,38413000.0
Allowance For Doubtful Accounts Receivable,-8011000.0,-557000.0,-541000.0,-94000.0
Gross Accounts Receivable,203952000.0,117120000.0,63164000.0,38507000.0
Cash Cash Equivalents And Short Term Investments,227004000.0,167351000.0,200697000.0,206464000.0
Cash And Cash Equivalents,227004000.0,167351000.0,200697000.0,206464000.0
