,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Treasury Shares Number,523983.0,562983.0,562983.0,640140.0,
Ordinary Shares Number,10904075.0,10865075.0,10865075.0,10787918.0,
Share Issued,11428058.0,11428058.0,11428058.0,11428058.0,
Total Debt,,,,0.0,0.0
Tangible Book Value,92129000.0,91963000.0,78593000.0,65772000.0,
Invested Capital,,133272000.0,118623000.0,111767000.0,112039000.0
Working Capital,75607000.0,71703000.0,55556000.0,42946000.0,
Net Tangible Assets,92129000.0,91963000.0,78593000.0,65772000.0,
Common Stock Equity,137417000.0,133272000.0,118623000.0,111767000.0,
Total Capitalization,137417000.0,133272000.0,118623000.0,111767000.0,
Total Equity Gross Minority Interest,137417000.0,133272000.0,118623000.0,111767000.0,
Stockholders Equity,137417000.0,133272000.0,118623000.0,111767000.0,
Retained Earnings,,-57394000.0,-72193000.0,-77722000.0,-76346000.0
Additional Paid In Capital,,175774000.0,175774000.0,175774000.0,175774000.0
Capital Stock,,11428000.0,11428000.0,11428000.0,11428000.0
Common Stock,,11428000.0,11428000.0,11428000.0,11428000.0
Total Liabilities Net Minority Interest,31013000.0,39665000.0,29413000.0,31713000.0,
Total Non Current Liabilities Net Minority Interest,5500000.0,0.0,1000.0,683000.0,
Other Non Current Liabilities,5500000.0,,1000.0,-1000.0,
Long Term Debt And Capital Lease Obligation,,,,0.0,0.0
Long Term Debt,,,,0.0,0.0
Long Term Provisions,,,,684000.0,611000.0
Current Liabilities,25513000.0,39665000.0,29412000.0,31030000.0,
Other Current Liabilities,25513000.0,11951000.0,5764000.0,6379000.0,
Current Debt And Capital Lease Obligation,,,,0.0,0.0
Current Debt,,,,0.0,0.0
Pensionand Other Post Retirement Benefit Plans Current,,7680000.0,7420000.0,8715000.0,7059000.0
Payables,,15977000.0,11178000.0,10277000.0,5591000.0
Accounts Payable,,15977000.0,11178000.0,10277000.0,5591000.0
Total Assets,168430000.0,172937000.0,148036000.0,143480000.0,
Total Non Current Assets,67310000.0,61569000.0,63067000.0,69504000.0,
Other Non Current Assets,,,-1000.0,,
Non Current Deferred Taxes Assets,,6837000.0,10985000.0,11928000.0,11931000.0
Investmentin Financial Assets,9126000.0,2348000.0,1003000.0,1337000.0,
Goodwill And Other Intangible Assets,45288000.0,41309000.0,40030000.0,45995000.0,
Other Intangible Assets,,41309000.0,40030000.0,45995000.0,41160000.0
Goodwill,,,,,0.0
Net PPE,12896000.0,11075000.0,11050000.0,10244000.0,
Accumulated Depreciation,,-20132000.0,-19853000.0,-18378000.0,-17222000.0
Gross PPE,,31207000.0,30903000.0,28622000.0,26279000.0
Machinery Furniture Equipment,,20219000.0,20420000.0,17996000.0,15929000.0
Properties,,10988000.0,10483000.0,10626000.0,10350000.0
Current Assets,101120000.0,111368000.0,84968000.0,73976000.0,
Prepaid Assets,,2237000.0,2374000.0,1647000.0,1780000.0
Inventory,45932000.0,39597000.0,35141000.0,24635000.0,
Finished Goods,,11332000.0,15536000.0,10627000.0,6697000.0
Work In Process,,1797000.0,1715000.0,1022000.0,251000.0
Raw Materials,,26468000.0,17890000.0,12986000.0,12268000.0
Other Receivables,,4054000.0,2245000.0,3024000.0,2475000.0
Accounts Receivable,35853000.0,43461000.0,27100000.0,33434000.0,
Cash Cash Equivalents And Short Term Investments,19335000.0,22019000.0,18108000.0,11236000.0,
Cash And Cash Equivalents,19335000.0,22019000.0,18108000.0,11236000.0,
Cash Financial,19335000.0,22019000.0,18108000.0,11236000.0,
