,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Treasury Shares Number,2553892.0,3277265.0,3213561.0,1590629.0,
Ordinary Shares Number,286065407.0,285342034.0,285405738.0,287028670.0,
Share Issued,288619299.0,288619299.0,288619299.0,288619299.0,
Net Debt,1420000000.0,1667000000.0,1745000000.0,1533000000.0,
Total Debt,2509000000.0,2484000000.0,2484000000.0,2368000000.0,
Tangible Book Value,-399000000.0,-764000000.0,-889000000.0,-1067000000.0,
Invested Capital,7807000000.0,7423000000.0,7322000000.0,6740000000.0,
Working Capital,1603000000.0,1233000000.0,1072000000.0,838000000.0,
Net Tangible Assets,-399000000.0,-764000000.0,-889000000.0,-1067000000.0,
Capital Lease Obligations,136000000.0,159000000.0,156000000.0,143000000.0,
Common Stock Equity,5434000000.0,5098000000.0,4994000000.0,4515000000.0,
Total Capitalization,7660000000.0,7277000000.0,7176000000.0,6593000000.0,
Total Equity Gross Minority Interest,5434000000.0,5098000000.0,4994000000.0,4515000000.0,
Stockholders Equity,5434000000.0,5098000000.0,4994000000.0,4515000000.0,
Treasury Stock,59000000.0,79000000.0,78000000.0,44000000.0,
Retained Earnings,-1397000000.0,-1507000000.0,-1652000000.0,-1669000000.0,
Additional Paid In Capital,4124000000.0,4124000000.0,4124000000.0,4124000000.0,
Capital Stock,1443000000.0,1443000000.0,1443000000.0,1443000000.0,
Common Stock,1443000000.0,1443000000.0,1443000000.0,1443000000.0,
Total Liabilities Net Minority Interest,5711000000.0,5585000000.0,5322000000.0,5034000000.0,
Total Non Current Liabilities Net Minority Interest,3761000000.0,3714000000.0,3613000000.0,3530000000.0,
Other Non Current Liabilities,,,,,1000000.0
Derivative Product Liabilities,4000000.0,8000000.0,0.0,,0.0
Non Current Pension And Other Postretirement Benefit Plans,378000000.0,382000000.0,345000000.0,505000000.0,
Non Current Deferred Taxes Liabilities,910000000.0,900000000.0,884000000.0,863000000.0,
Long Term Debt And Capital Lease Obligation,2306000000.0,2264000000.0,2277000000.0,2162000000.0,
Long Term Capital Lease Obligation,80000000.0,85000000.0,95000000.0,84000000.0,
Long Term Debt,2226000000.0,2179000000.0,2182000000.0,2078000000.0,
Long Term Provisions,163000000.0,160000000.0,107000000.0,,5000000.0
Current Liabilities,1950000000.0,1871000000.0,1709000000.0,1504000000.0,
Other Current Liabilities,7000000.0,,4000000.0,4000000.0,38000000.0
Current Debt And Capital Lease Obligation,203000000.0,220000000.0,207000000.0,206000000.0,
Current Capital Lease Obligation,56000000.0,74000000.0,61000000.0,59000000.0,
Current Debt,147000000.0,146000000.0,146000000.0,147000000.0,
Pensionand Other Post Retirement Benefit Plans Current,13000000.0,27000000.0,17000000.0,10000000.0,
Current Provisions,11000000.0,14000000.0,6000000.0,5000000.0,
Payables,915000000.0,920000000.0,825000000.0,684000000.0,
Total Tax Payable,267000000.0,203000000.0,244000000.0,164000000.0,
Accounts Payable,648000000.0,717000000.0,581000000.0,520000000.0,
Total Assets,11145000000.0,10683000000.0,10316000000.0,9549000000.0,
Total Non Current Assets,7592000000.0,7579000000.0,7535000000.0,7207000000.0,
Defined Pension Benefit,,,0.0,1000000.0,1000000.0
Non Current Prepaid Assets,4000000.0,3000000.0,3000000.0,4000000.0,
Non Current Deferred Taxes Assets,59000000.0,23000000.0,43000000.0,42000000.0,
Financial Assets,1000000.0,5000000.0,25000000.0,2000000.0,
Investmentin Financial Assets,4000000.0,,0.0,0.0,0.0
Available For Sale Securities,4000000.0,,,,
Goodwill And Other Intangible Assets,5833000000.0,5862000000.0,5883000000.0,5582000000.0,
Other Intangible Assets,3196000000.0,3297000000.0,3313000000.0,3191000000.0,
Goodwill,2637000000.0,2565000000.0,2570000000.0,2391000000.0,
Net PPE,1695000000.0,1686000000.0,1581000000.0,1576000000.0,
Accumulated Depreciation,-4140000000.0,-4230000000.0,-4206000000.0,-3653000000.0,
Gross PPE,5835000000.0,5916000000.0,5787000000.0,5229000000.0,
Construction In Progress,154000000.0,248000000.0,174000000.0,104000000.0,
Other Properties,313000000.0,340000000.0,354000000.0,286000000.0,
Machinery Furniture Equipment,4323000000.0,4324000000.0,4281000000.0,3942000000.0,
Properties,1045000000.0,1004000000.0,978000000.0,897000000.0,
Current Assets,3553000000.0,3104000000.0,2781000000.0,2342000000.0,
Other Current Assets,1260000000.0,,,,
Hedging Assets Current,4000000.0,18000000.0,34000000.0,1000000.0,
Prepaid Assets,53000000.0,52000000.0,45000000.0,29000000.0,
Inventory,1336000000.0,1292000000.0,1090000000.0,843000000.0,
Finished Goods,805000000.0,824000000.0,641000000.0,485000000.0,
Work In Process,78000000.0,90000000.0,63000000.0,59000000.0,
Raw Materials,453000000.0,378000000.0,386000000.0,299000000.0,
Other Receivables,157000000.0,58000000.0,66000000.0,50000000.0,
Taxes Receivable,4000000.0,47000000.0,44000000.0,19000000.0,
Accounts Receivable,1046000000.0,979000000.0,919000000.0,708000000.0,
Allowance For Doubtful Accounts Receivable,-1000000.0,-24000000.0,-5000000.0,-2000000.0,
Gross Accounts Receivable,1047000000.0,1003000000.0,924000000.0,710000000.0,
Cash Cash Equivalents And Short Term Investments,953000000.0,658000000.0,583000000.0,692000000.0,
Cash And Cash Equivalents,953000000.0,658000000.0,583000000.0,692000000.0,
