,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Ordinary Shares Number,135762391.0,135762391.0,135762391.0,135762391.0,
Share Issued,135762391.0,135762391.0,135762391.0,135762391.0,
Total Debt,10000000.0,2000000.0,3000000.0,6000000.0,
Tangible Book Value,10159000000.0,9175000000.0,8807000000.0,12945000000.0,
Invested Capital,,,,12949000000.0,
Net Tangible Assets,10159000000.0,9175000000.0,8807000000.0,12945000000.0,
Common Stock Equity,10159000000.0,9175000000.0,8807000000.0,12945000000.0,
Total Capitalization,,,,12949000000.0,
Total Equity Gross Minority Interest,10159000000.0,9175000000.0,8807000000.0,12945000000.0,
Stockholders Equity,10159000000.0,9175000000.0,8807000000.0,12945000000.0,
Other Equity Interest,-1000000.0,,,,
Retained Earnings,6516000000.0,5531000000.0,5163000000.0,9301000000.0,
Additional Paid In Capital,3643000000.0,3643000000.0,3643000000.0,3643000000.0,
Capital Stock,1000000.0,1000000.0,1000000.0,1000000.0,
Common Stock,1000000.0,1000000.0,1000000.0,1000000.0,
Total Liabilities Net Minority Interest,153000000.0,147000000.0,245000000.0,575000000.0,
Long Term Debt And Capital Lease Obligation,10000000.0,2000000.0,3000000.0,6000000.0,
Payables,,,,,44000000.0
Accounts Payable,,,,,44000000.0
Total Assets,10312000000.0,9322000000.0,9052000000.0,13520000000.0,
Investments And Advances,9581000000.0,8839000000.0,8328000000.0,13042000000.0,
Investmentin Financial Assets,9581000000.0,8839000000.0,8328000000.0,13042000000.0,
Financial Assets Designatedas Fair Value Through Profitor Loss Total,9581000000.0,8839000000.0,8328000000.0,13042000000.0,
Net PPE,11000000.0,2000000.0,4000000.0,6000000.0,
Accumulated Depreciation,,-9000000.0,-7000000.0,-5000000.0,-3000000.0
Gross PPE,,11000000.0,11000000.0,11000000.0,11000000.0
Receivables,0.0,164000000.0,0.0,5000000.0,
Taxes Receivable,,1000000.0,1000000.0,3000000.0,9000000.0
Cash And Cash Equivalents,717000000.0,299000000.0,613000000.0,467000000.0,
Cash Financial,717000000.0,299000000.0,613000000.0,467000000.0,
Cash Cash Equivalents And Federal Funds Sold,717000000.0,299000000.0,613000000.0,467000000.0,
