,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Ordinary Shares Number,307426912.0,307426912.0,307426912.0,307426912.0,
Share Issued,307426912.0,307426912.0,307426912.0,307426912.0,
Net Debt,29679000000.0,27603000000.0,26647000000.0,22963000000.0,
Total Debt,30228000000.0,28084000000.0,26950000000.0,23427000000.0,
Tangible Book Value,23156000000.0,22391000000.0,23380000000.0,21948000000.0,
Invested Capital,53247000000.0,50340000000.0,50186000000.0,45226000000.0,
Working Capital,-1557000000.0,-5891000000.0,-1847000000.0,-4157000000.0,
Net Tangible Assets,23156000000.0,22391000000.0,23380000000.0,21948000000.0,
Capital Lease Obligations,137000000.0,135000000.0,144000000.0,149000000.0,
Common Stock Equity,23156000000.0,22391000000.0,23380000000.0,21948000000.0,
Total Capitalization,52405000000.0,45346000000.0,49200000000.0,41646000000.0,
Total Equity Gross Minority Interest,23156000000.0,22391000000.0,23380000000.0,21948000000.0,
Minority Interest,,,,0.0,0.0
Stockholders Equity,23156000000.0,22391000000.0,23380000000.0,21948000000.0,
Retained Earnings,20624000000.0,19886000000.0,20866000000.0,19500000000.0,
Additional Paid In Capital,2178000000.0,2178000000.0,2178000000.0,2178000000.0,
Capital Stock,192000000.0,192000000.0,192000000.0,192000000.0,
Common Stock,192000000.0,192000000.0,192000000.0,192000000.0,
Total Liabilities Net Minority Interest,37595000000.0,34981000000.0,33429000000.0,29204000000.0,
Total Non Current Liabilities Net Minority Interest,35313000000.0,28533000000.0,31185000000.0,24568000000.0,
Other Non Current Liabilities,9000000.0,9000000.0,6000000.0,5000000.0,
Derivative Product Liabilities,228000000.0,221000000.0,1000000.0,63000000.0,
Non Current Deferred Revenue,19000000.0,8000000.0,12000000.0,13000000.0,
Non Current Deferred Taxes Liabilities,5637000000.0,5171000000.0,5180000000.0,4622000000.0,
Long Term Debt And Capital Lease Obligation,29383000000.0,23087000000.0,25960000000.0,19839000000.0,
Long Term Capital Lease Obligation,134000000.0,132000000.0,140000000.0,141000000.0,
Long Term Debt,29249000000.0,22955000000.0,25820000000.0,19698000000.0,
Long Term Provisions,37000000.0,37000000.0,26000000.0,26000000.0,
Current Liabilities,2282000000.0,6448000000.0,2244000000.0,4636000000.0,
Other Current Liabilities,385000000.0,325000000.0,346000000.0,288000000.0,
Current Debt And Capital Lease Obligation,845000000.0,4997000000.0,990000000.0,3588000000.0,
Current Capital Lease Obligation,3000000.0,3000000.0,4000000.0,8000000.0,
Current Debt,842000000.0,4994000000.0,986000000.0,3580000000.0,
Pensionand Other Post Retirement Benefit Plans Current,26000000.0,24000000.0,28000000.0,26000000.0,
Payables,384000000.0,464000000.0,324000000.0,273000000.0,
Other Payable,48000000.0,107000000.0,26000000.0,28000000.0,
Total Tax Payable,26000000.0,13000000.0,21000000.0,40000000.0,
Accounts Payable,310000000.0,344000000.0,277000000.0,205000000.0,
Total Assets,60751000000.0,57372000000.0,56809000000.0,51152000000.0,
Total Non Current Assets,60026000000.0,56815000000.0,56412000000.0,50673000000.0,
Other Non Current Assets,881000000.0,,,,
Financial Assets,252000000.0,369000000.0,696000000.0,94000000.0,
Other Investments,,,,5000000.0,
Investmentin Financial Assets,19000000.0,8000000.0,0.0,5000000.0,
Available For Sale Securities,19000000.0,8000000.0,,5000000.0,
Long Term Equity Investment,160000000.0,141000000.0,103000000.0,90000000.0,
Investmentsin Joint Venturesat Cost,160000000.0,141000000.0,103000000.0,90000000.0,
Investment Properties,59168000000.0,55872000000.0,55179000000.0,50033000000.0,
Net PPE,146000000.0,147000000.0,163000000.0,172000000.0,
Accumulated Depreciation,-54000000.0,-50000000.0,-41000000.0,-58000000.0,
Gross PPE,200000000.0,197000000.0,204000000.0,230000000.0,
Other Properties,63000000.0,61000000.0,58000000.0,80000000.0,
Machinery Furniture Equipment,9000000.0,8000000.0,10000000.0,8000000.0,
Buildings And Improvements,128000000.0,128000000.0,136000000.0,142000000.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,725000000.0,557000000.0,397000000.0,479000000.0,
Other Current Assets,-1000000.0,,1000000.0,,
Prepaid Assets,34000000.0,36000000.0,27000000.0,32000000.0,
Other Receivables,217000000.0,143000000.0,169000000.0,118000000.0,
Accounts Receivable,63000000.0,32000000.0,42000000.0,46000000.0,
Allowance For Doubtful Accounts Receivable,-16000000.0,-12000000.0,-8000000.0,-15000000.0,
Gross Accounts Receivable,79000000.0,44000000.0,50000000.0,61000000.0,
Cash Cash Equivalents And Short Term Investments,412000000.0,346000000.0,159000000.0,315000000.0,
Cash And Cash Equivalents,412000000.0,346000000.0,159000000.0,315000000.0,
Cash Financial,412000000.0,346000000.0,159000000.0,315000000.0,
