,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Treasury Shares Number,,0.0,,,
Ordinary Shares Number,696271128.0,591450032.0,239297967.0,185915035.0,
Share Issued,696271128.0,591450032.0,239297967.0,185915035.0,
Total Debt,30918000.0,42748000.0,44700000.0,19512000.0,
Tangible Book Value,210544000.0,293378000.0,314891000.0,137163000.0,
Invested Capital,234706000.0,327208000.0,356399000.0,147268000.0,
Working Capital,48962000.0,124537000.0,194010000.0,47711000.0,
Net Tangible Assets,210544000.0,293378000.0,314891000.0,137163000.0,
Capital Lease Obligations,15293000.0,18909000.0,12647000.0,14869000.0,
Common Stock Equity,219081000.0,303369000.0,324346000.0,142625000.0,
Total Capitalization,226492000.0,318994000.0,348185000.0,146554000.0,
Total Equity Gross Minority Interest,219081000.0,303369000.0,324346000.0,142625000.0,
Stockholders Equity,219081000.0,303369000.0,324346000.0,142625000.0,
Other Equity Interest,,,1000.0,1946000.0,
Retained Earnings,-599302000.0,-498868000.0,-377466000.0,-273251000.0,
Additional Paid In Capital,737785000.0,733773000.0,693035000.0,407119000.0,
Capital Stock,80598000.0,68464000.0,8777000.0,6811000.0,
Common Stock,80598000.0,68464000.0,8777000.0,6811000.0,
Total Liabilities Net Minority Interest,42165000.0,78564000.0,77167000.0,96100000.0,
Total Non Current Liabilities Net Minority Interest,18087000.0,30376000.0,33342000.0,16075000.0,
Other Non Current Liabilities,-1000.0,,1000.0,,
Long Term Debt And Capital Lease Obligation,18088000.0,30376000.0,33341000.0,16075000.0,
Long Term Capital Lease Obligation,10677000.0,14751000.0,9502000.0,12146000.0,
Long Term Debt,7411000.0,15625000.0,23839000.0,3929000.0,
Current Liabilities,24078000.0,48188000.0,43825000.0,80025000.0,
Other Current Liabilities,1101000.0,1977000.0,3103000.0,2703000.0,
Current Debt And Capital Lease Obligation,12830000.0,12372000.0,11359000.0,3437000.0,
Current Capital Lease Obligation,4616000.0,4158000.0,3145000.0,2723000.0,
Current Debt,8214000.0,8214000.0,8214000.0,714000.0,
Payables,1586000.0,9288000.0,13334000.0,15103000.0,
Accounts Payable,1586000.0,9288000.0,13334000.0,15103000.0,
Total Assets,261246000.0,381933000.0,401513000.0,238725000.0,
Total Non Current Assets,188206000.0,209209000.0,163677000.0,110989000.0,
Other Non Current Assets,14000.0,14000.0,19000.0,12000.0,
Investmentin Financial Assets,15000.0,,,,
Goodwill And Other Intangible Assets,8537000.0,9991000.0,9455000.0,5462000.0,
Other Intangible Assets,8537000.0,9991000.0,9455000.0,5462000.0,
Net PPE,179655000.0,199204000.0,154203000.0,105515000.0,
Accumulated Depreciation,-51542000.0,-36506000.0,-25615000.0,-14811000.0,
Gross PPE,231197000.0,235710000.0,179818000.0,120326000.0,
Construction In Progress,60734000.0,69634000.0,57750000.0,29196000.0,
Other Properties,1547000.0,2076000.0,9595000.0,18894000.0,
Machinery Furniture Equipment,139764000.0,132343000.0,89598000.0,64008000.0,
Buildings And Improvements,29152000.0,31657000.0,22875000.0,8228000.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,73040000.0,172725000.0,237835000.0,127736000.0,
Other Current Assets,-1000.0,-1000.0,1000.0,,1000.0
Prepaid Assets,2865000.0,871000.0,1129000.0,46192000.0,
Inventory,41096000.0,63889000.0,46781000.0,21925000.0,
Finished Goods,4152000.0,19064000.0,12018000.0,2540000.0,
Work In Process,2556000.0,6840000.0,12594000.0,9651000.0,
Raw Materials,34388000.0,37985000.0,22169000.0,9734000.0,
Other Receivables,6854000.0,3604000.0,2488000.0,20956000.0,
Taxes Receivable,1196000.0,3898000.0,6345000.0,5390000.0,
Accounts Receivable,639000.0,571000.0,16421000.0,4712000.0,
Allowance For Doubtful Accounts Receivable,0.0,0.0,0.0,0.0,
Gross Accounts Receivable,639000.0,571000.0,16421000.0,4712000.0,
Cash Cash Equivalents And Short Term Investments,20391000.0,99893000.0,164670000.0,28561000.0,
Cash And Cash Equivalents,20391000.0,99893000.0,164670000.0,28561000.0,
Cash Financial,20391000.0,99893000.0,164670000.0,28561000.0,
