,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Ordinary Shares Number,59645408.0,9531422.0,9531422.0,9531422.0,
Share Issued,59645408.0,9531422.0,9531422.0,9531422.0,
Net Debt,,10414738.0,244260.0,1074047.0,6019959.0
Total Debt,,14925501.0,5501411.0,12191002.0,11801869.0
Tangible Book Value,164883000.0,-6869912.0,3063609.0,5955823.0,
Invested Capital,164883000.0,9995483.0,9856320.0,17079300.0,
Working Capital,25888000.0,-6321407.0,-6170193.0,-5294522.0,
Net Tangible Assets,164883000.0,-6869912.0,3063609.0,5955823.0,
Capital Lease Obligations,,482585.0,1434672.0,2508822.0,3431168.0
Common Stock Equity,164883000.0,-4447433.0,5789581.0,7397120.0,
Total Capitalization,164883000.0,7789742.0,9148580.0,8321634.0,
Total Equity Gross Minority Interest,164883000.0,-4447433.0,5789581.0,7397120.0,
Stockholders Equity,164883000.0,-4447433.0,5789581.0,7397120.0,
Retained Earnings,-69299000.0,-52324922.0,-42096260.0,-44354491.0,
Additional Paid In Capital,213678000.0,49121475.0,49121475.0,49121509.0,
Capital Stock,24308000.0,2382855.0,2382855.0,2382855.0,
Common Stock,24308000.0,2382855.0,2382855.0,2382855.0,
Total Liabilities Net Minority Interest,124484000.0,35255563.0,26384710.0,25149196.0,
Total Non Current Liabilities Net Minority Interest,63385000.0,16585387.0,8696666.0,4683757.0,
Other Non Current Liabilities,,,4360869.0,,
Tradeand Other Payables Non Current,,4348212.0,,,
Long Term Debt And Capital Lease Obligation,,12237175.0,4335797.0,2793258.0,3147812.0
Long Term Capital Lease Obligation,,,976798.0,1868744.0,2890692.0
Long Term Debt,,12237175.0,3358999.0,924514.0,257120.0
Long Term Provisions,,,,1890499.0,
Current Liabilities,61099000.0,18670176.0,17688044.0,20465439.0,
Other Current Liabilities,,1458229.0,3944902.0,171325.0,1763329.0
Current Debt And Capital Lease Obligation,,2688326.0,1165614.0,9397744.0,8654057.0
Current Capital Lease Obligation,,482585.0,457874.0,640078.0,540476.0
Current Debt,,2205741.0,707740.0,8757666.0,8113581.0
Pensionand Other Post Retirement Benefit Plans Current,,440551.0,1130097.0,323906.0,0.0
Payables,61099000.0,10820952.0,7516112.0,8579504.0,
Total Tax Payable,,,-6380.0,2290928.0,532762.0
Accounts Payable,61099000.0,10820952.0,7516112.0,6288576.0,
Total Assets,289367000.0,30808130.0,32174291.0,32546316.0,
Total Non Current Assets,202380000.0,18459361.0,20656440.0,17375399.0,
Other Non Current Assets,,1.0,,,
Goodwill And Other Intangible Assets,,2422479.0,2725972.0,1441297.0,250268.0
Other Intangible Assets,,2422479.0,2725972.0,1441297.0,250268.0
Net PPE,,16036881.0,17930468.0,15934102.0,12165001.0
Accumulated Depreciation,,-9733787.0,-6946172.0,-5702303.0,-3116842.0
Gross PPE,,25770668.0,24876640.0,21636405.0,15281843.0
Other Properties,,3612378.0,3612378.0,8956334.0,8397123.0
Machinery Furniture Equipment,,22158290.0,21264262.0,12680071.0,6884720.0
Current Assets,86987000.0,12348769.0,11517851.0,15170917.0,
Other Current Assets,9000.0,1.0,,,
Prepaid Assets,,35717.0,155465.0,27000.0,28455.0
Inventory,,,0.0,43574.0,0.0
Other Receivables,,3014150.0,2289918.0,2800509.0,2406697.0
Taxes Receivable,,906791.0,1480909.0,669000.0,0.0
Accounts Receivable,85932000.0,4363932.0,3769080.0,3049701.0,
Cash Cash Equivalents And Short Term Investments,1046000.0,4028178.0,3822479.0,8608133.0,
Cash And Cash Equivalents,1046000.0,4028178.0,3822479.0,8608133.0,
Cash Financial,1046000.0,4028178.0,3822479.0,,
