,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Treasury Shares Number,,0.0,,
Ordinary Shares Number,788619987.0,788619987.0,788619987.0,788619987.0
Share Issued,788619987.0,788619987.0,788619987.0,788619987.0
Net Debt,3731000000.0,3308000000.0,2006000000.0,2387000000.0
Total Debt,5730000000.0,5772000000.0,3923000000.0,3868000000.0
Tangible Book Value,9623000000.0,10067000000.0,12045000000.0,10139000000.0
Invested Capital,15868000000.0,16757000000.0,16455000000.0,14550000000.0
Working Capital,484000000.0,1999000000.0,1868000000.0,1344000000.0
Net Tangible Assets,9623000000.0,10067000000.0,12045000000.0,10139000000.0
Common Stock Equity,10138000000.0,10985000000.0,12532000000.0,10682000000.0
Total Capitalization,14027000000.0,15759000000.0,15324000000.0,13966000000.0
Total Equity Gross Minority Interest,9988000000.0,10888000000.0,12502000000.0,10666000000.0
Minority Interest,-150000000.0,-97000000.0,-30000000.0,-16000000.0
Stockholders Equity,10138000000.0,10985000000.0,12532000000.0,10682000000.0
Fixed Assets Revaluation Reserve,1317000000.0,,,
Treasury Stock,0.0,,,
Retained Earnings,6735000000.0,7015000000.0,7893000000.0,6650000000.0
Additional Paid In Capital,77000000.0,77000000.0,77000000.0,77000000.0
Capital Stock,1342000000.0,1342000000.0,1342000000.0,1342000000.0
Common Stock,1342000000.0,1342000000.0,1342000000.0,1342000000.0
Total Liabilities Net Minority Interest,9814000000.0,9866000000.0,8420000000.0,8360000000.0
Total Non Current Liabilities Net Minority Interest,5582000000.0,6521000000.0,4487000000.0,5195000000.0
Other Non Current Liabilities,1000000.0,4000000.0,3000000.0,1000000.0
Derivative Product Liabilities,5000000.0,1000000.0,0.0,30000000.0
Non Current Pension And Other Postretirement Benefit Plans,181000000.0,217000000.0,159000000.0,347000000.0
Tradeand Other Payables Non Current,9000000.0,9000000.0,9000000.0,12000000.0
Non Current Deferred Taxes Liabilities,1416000000.0,1433000000.0,1443000000.0,1430000000.0
Long Term Debt And Capital Lease Obligation,3889000000.0,4774000000.0,2792000000.0,3284000000.0
Long Term Debt,3889000000.0,4774000000.0,2792000000.0,3284000000.0
Long Term Provisions,81000000.0,83000000.0,81000000.0,91000000.0
Current Liabilities,4232000000.0,3345000000.0,3933000000.0,3165000000.0
Other Current Liabilities,71000000.0,97000000.0,109000000.0,117000000.0
Current Debt And Capital Lease Obligation,1841000000.0,998000000.0,1131000000.0,584000000.0
Current Debt,1841000000.0,998000000.0,1131000000.0,584000000.0
Current Provisions,37000000.0,85000000.0,43000000.0,139000000.0
Payables,1901000000.0,1810000000.0,1989000000.0,1872000000.0
Other Payable,107000000.0,99000000.0,94000000.0,107000000.0
Total Tax Payable,13000000.0,45000000.0,64000000.0,61000000.0
Accounts Payable,1781000000.0,1666000000.0,1831000000.0,1704000000.0
Total Assets,19802000000.0,20754000000.0,20922000000.0,19026000000.0
Total Non Current Assets,15082000000.0,15411000000.0,15120000000.0,14517000000.0
Other Non Current Assets,25000000.0,27000000.0,12000000.0,14000000.0
Non Current Prepaid Assets,21000000.0,73000000.0,22000000.0,15000000.0
Non Current Deferred Taxes Assets,205000000.0,134000000.0,74000000.0,143000000.0
Financial Assets,5000000.0,15000000.0,,
Investmentin Financial Assets,613000000.0,819000000.0,1445000000.0,918000000.0
Available For Sale Securities,613000000.0,819000000.0,1445000000.0,918000000.0
Financial Assets Designatedas Fair Value Through Profitor Loss Total,15000000.0,,,
