,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Ordinary Shares Number,172966535.0,97455970.0,51367089.0,34244726.0,
Share Issued,172966535.0,97455970.0,51367089.0,34244726.0,
Net Debt,8086000.0,20823000.0,121000.0,,
Total Debt,14356000.0,24908000.0,1420000.0,0.0,
Tangible Book Value,10692000.0,-2103000.0,-651000.0,8602000.0,
Invested Capital,39054000.0,44138000.0,4701000.0,13621000.0,
Working Capital,7904000.0,-4512000.0,-706000.0,-3386000.0,
Net Tangible Assets,10692000.0,-2103000.0,-651000.0,8602000.0,
Common Stock Equity,24698000.0,19230000.0,3281000.0,13621000.0,
Total Capitalization,24698000.0,19230000.0,3281000.0,13621000.0,
Total Equity Gross Minority Interest,24698000.0,19230000.0,3281000.0,13621000.0,
Stockholders Equity,24698000.0,19230000.0,3281000.0,13621000.0,
Other Equity Interest,,,,513000.0,257000.0
Retained Earnings,-114773000.0,-103029000.0,-91324000.0,-85366000.0,
Additional Paid In Capital,134283000.0,119335000.0,93064000.0,93064000.0,
Capital Stock,5188000.0,2924000.0,1541000.0,1027000.0,
Common Stock,5188000.0,2924000.0,1541000.0,1027000.0,
Total Liabilities Net Minority Interest,37383000.0,44397000.0,2979000.0,5101000.0,
Total Non Current Liabilities Net Minority Interest,4079000.0,953000.0,0.0,0.0,
Other Non Current Liabilities,3126000.0,,,,
Tradeand Other Payables Non Current,953000.0,,,,
Non Current Deferred Taxes Liabilities,953000.0,953000.0,0.0,,
Current Liabilities,33304000.0,43444000.0,2979000.0,5101000.0,
Other Current Liabilities,2658000.0,2373000.0,109000.0,330000.0,
Current Debt And Capital Lease Obligation,14356000.0,24908000.0,1420000.0,0.0,
Current Debt,14356000.0,24908000.0,1420000.0,0.0,
Pensionand Other Post Retirement Benefit Plans Current,787000.0,665000.0,245000.0,341000.0,
Payables,13928000.0,10741000.0,624000.0,1665000.0,
Dividends Payable,1677000.0,3185000.0,0.0,,
Total Tax Payable,586000.0,352000.0,0.0,0.0,
Accounts Payable,11665000.0,7204000.0,624000.0,1665000.0,
Total Assets,62081000.0,63627000.0,6260000.0,18722000.0,
Total Non Current Assets,20873000.0,24695000.0,3987000.0,17007000.0,
Other Non Current Assets,,,,11842000.0,8658000.0
Long Term Equity Investment,200000.0,200000.0,0.0,50000.0,
Investments In Other Ventures Under Equity Method,200000.0,200000.0,0.0,,
Investmentsin Subsidiariesat Cost,,,50000.0,50000.0,50000.0
Goodwill And Other Intangible Assets,14006000.0,21333000.0,3932000.0,5019000.0,
Other Intangible Assets,167000.0,2475000.0,3932000.0,5019000.0,
Goodwill,13839000.0,18858000.0,0.0,,0.0
Net PPE,6667000.0,3162000.0,55000.0,96000.0,
Accumulated Depreciation,-1496000.0,-602000.0,-417000.0,-376000.0,
Gross PPE,8163000.0,3764000.0,472000.0,472000.0,
Other Properties,,,472000.0,472000.0,472000.0
Machinery Furniture Equipment,8163000.0,3764000.0,472000.0,472000.0,
Current Assets,41208000.0,38932000.0,2273000.0,1715000.0,
Inventory,18386000.0,16983000.0,536000.0,587000.0,
Finished Goods,18386000.0,16983000.0,536000.0,587000.0,
Other Receivables,1457000.0,739000.0,422000.0,543000.0,
Taxes Receivable,754000.0,0.0,0.0,122000.0,
Accounts Receivable,14341000.0,17125000.0,16000.0,142000.0,
Cash Cash Equivalents And Short Term Investments,6270000.0,4085000.0,1299000.0,321000.0,
Cash And Cash Equivalents,6270000.0,4085000.0,1299000.0,321000.0,
Cash Financial,6270000.0,4085000.0,1299000.0,321000.0,
