,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,65804362.0,65804362.0,64967884.0,58471096.0
Share Issued,65804362.0,65804362.0,64967884.0,58471096.0
Total Debt,17413000.0,23244000.0,26963000.0,28367000.0
Tangible Book Value,885815000.0,1309727000.0,1606122000.0,1366987000.0
Invested Capital,885815000.0,1309727000.0,1606122000.0,1366987000.0
Working Capital,848008000.0,1057347000.0,996743000.0,1057227000.0
Net Tangible Assets,885815000.0,1309727000.0,1606122000.0,1366987000.0
Capital Lease Obligations,17413000.0,23244000.0,26963000.0,28367000.0
Common Stock Equity,885815000.0,1309727000.0,1606122000.0,1366987000.0
Total Capitalization,885815000.0,1309727000.0,1606122000.0,1366987000.0
Total Equity Gross Minority Interest,885815000.0,1309727000.0,1606122000.0,1366987000.0
Stockholders Equity,885815000.0,1309727000.0,1606122000.0,1366987000.0
Retained Earnings,-2886603000.0,-2462691000.0,-2135337000.0,-2094623000.0
Additional Paid In Capital,3759256000.0,3759256000.0,3728464000.0,3449915000.0
Capital Stock,13161000.0,13161000.0,12994000.0,11694000.0
Common Stock,13161000.0,13161000.0,12994000.0,11694000.0
Total Liabilities Net Minority Interest,103421000.0,90453000.0,106092000.0,80324000.0
Total Non Current Liabilities Net Minority Interest,8215000.0,14535000.0,18773000.0,21532000.0
Long Term Debt And Capital Lease Obligation,8215000.0,14535000.0,18773000.0,21532000.0
Long Term Capital Lease Obligation,8215000.0,14535000.0,18773000.0,21532000.0
Current Liabilities,95206000.0,75918000.0,87319000.0,58792000.0
Other Current Liabilities,5500000.0,4716000.0,5811000.0,9036000.0
Current Debt And Capital Lease Obligation,9198000.0,8709000.0,8190000.0,6835000.0
Current Capital Lease Obligation,9198000.0,8709000.0,8190000.0,6835000.0
Payables,49095000.0,29189000.0,41346000.0,19720000.0
Accounts Payable,49095000.0,29189000.0,41346000.0,19720000.0
Total Assets,989236000.0,1400180000.0,1712214000.0,1447311000.0
Total Non Current Assets,46022000.0,266915000.0,628152000.0,331292000.0
Investmentin Financial Assets,0.0,214252000.0,576140000.0,282208000.0
Held To Maturity Securities,0.0,214252000.0,576140000.0,
Goodwill And Other Intangible Assets,0.0,0.0,0.0,0.0
Net PPE,46022000.0,52663000.0,52012000.0,49084000.0
Accumulated Depreciation,-85974000.0,-79402000.0,-75085000.0,-67980000.0
Gross PPE,131996000.0,132065000.0,127097000.0,117064000.0
Other Properties,115484000.0,115819000.0,110851000.0,101225000.0
Buildings And Improvements,16512000.0,16246000.0,16246000.0,15839000.0
Properties,0.0,0.0,0.0,0.0
Current Assets,943214000.0,1133265000.0,1084062000.0,1116019000.0
Prepaid Assets,33841000.0,13037000.0,15105000.0,6948000.0
Inventory,10967000.0,11844000.0,11506000.0,16848000.0
Other Receivables,22982000.0,27755000.0,24190000.0,9024000.0
Accounts Receivable,8265000.0,11930000.0,15780000.0,370000.0
Cash Cash Equivalents And Short Term Investments,867159000.0,1068699000.0,1017481000.0,1082829000.0
Other Short Term Investments,432333000.0,809151000.0,502434000.0,172074000.0
Cash And Cash Equivalents,434826000.0,259548000.0,515047000.0,910755000.0
Cash Financial,434826000.0,259548000.0,515047000.0,910755000.0
