,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Treasury Shares Number,,0.0,,,
Ordinary Shares Number,45590194.0,45590194.0,45048694.0,44540494.0,
Share Issued,45590194.0,45590194.0,45048694.0,44540494.0,
Total Debt,36900000.0,37800000.0,89800000.0,119300000.0,
Tangible Book Value,747300000.0,483900000.0,270900000.0,181000000.0,
Invested Capital,,720400000.0,574900000.0,502500000.0,378900000.0
Working Capital,731200000.0,474400000.0,316700000.0,251500000.0,
Net Tangible Assets,747300000.0,483900000.0,270900000.0,181000000.0,
Capital Lease Obligations,36900000.0,37800000.0,24800000.0,34300000.0,
Common Stock Equity,1029000000.0,720400000.0,509900000.0,417500000.0,
Total Capitalization,1029000000.0,720400000.0,554900000.0,482500000.0,
Total Equity Gross Minority Interest,1029000000.0,720400000.0,509900000.0,417500000.0,
Stockholders Equity,1029000000.0,720400000.0,509900000.0,417500000.0,
Retained Earnings,,216600000.0,60100000.0,42300000.0,54700000.0
Additional Paid In Capital,,392200000.0,334200000.0,298700000.0,272300000.0
Capital Stock,,45600000.0,45000000.0,44500000.0,44100000.0
Common Stock,,45600000.0,45000000.0,44500000.0,44100000.0
Total Liabilities Net Minority Interest,395000000.0,332600000.0,290000000.0,272500000.0,
Total Non Current Liabilities Net Minority Interest,68500000.0,64500000.0,95700000.0,126900000.0,
Other Non Current Liabilities,,,,-100000.0,
Non Current Deferred Taxes Liabilities,40700000.0,37600000.0,34600000.0,35500000.0,
Long Term Debt And Capital Lease Obligation,27800000.0,26900000.0,61100000.0,91500000.0,
Long Term Capital Lease Obligation,27800000.0,26900000.0,16100000.0,26500000.0,
Long Term Debt,,0.0,45000000.0,65000000.0,0.0
Current Liabilities,326500000.0,268100000.0,194300000.0,145600000.0,
Other Current Liabilities,216800000.0,7000000.0,2200000.0,4400000.0,
Current Debt And Capital Lease Obligation,9100000.0,10900000.0,28700000.0,27800000.0,
Current Capital Lease Obligation,9100000.0,10900000.0,8700000.0,7800000.0,
Current Debt,,0.0,20000000.0,20000000.0,0.0
Current Provisions,,10800000.0,6900000.0,5300000.0,4900000.0
Payables,100600000.0,153700000.0,85400000.0,60900000.0,
Total Tax Payable,,44500000.0,19200000.0,16600000.0,5700000.0
Accounts Payable,100600000.0,109200000.0,66200000.0,44300000.0,
Total Assets,1424000000.0,1053000000.0,799900000.0,690000000.0,
Total Non Current Assets,366300000.0,310400000.0,288900000.0,292900000.0,
Other Non Current Assets,-100000.0,-100000.0,-100000.0,-100000.0,
Non Current Prepaid Assets,4800000.0,4300000.0,2700000.0,2400000.0,
Non Current Deferred Taxes Assets,13200000.0,2600000.0,3600000.0,3200000.0,
Goodwill And Other Intangible Assets,281700000.0,236500000.0,239000000.0,236500000.0,
Other Intangible Assets,218800000.0,178500000.0,182800000.0,182000000.0,
Goodwill,62900000.0,58000000.0,56200000.0,54500000.0,
Net PPE,66700000.0,67100000.0,43700000.0,50900000.0,
Accumulated Depreciation,,-80100000.0,-61600000.0,-41500000.0,-25600000.0
Gross PPE,66700000.0,147200000.0,105300000.0,92400000.0,
Other Properties,66700000.0,147200000.0,105300000.0,92400000.0,
Machinery Furniture Equipment,,,51600000.0,40500000.0,
Current Assets,1057700000.0,742500000.0,511000000.0,397100000.0,
Other Current Assets,100000.0,,,-100000.0,
Prepaid Assets,,42800000.0,38400000.0,21100000.0,6600000.0
Inventory,272300000.0,238200000.0,144400000.0,117500000.0,
Finished Goods,,158100000.0,110400000.0,93200000.0,106800000.0
Work In Process,,80100000.0,34000000.0,24300000.0,8900000.0
Other Receivables,76100000.0,3600000.0,1800000.0,3000000.0,
Taxes Receivable,,13500000.0,4900000.0,3200000.0,4900000.0
Accounts Receivable,466800000.0,219500000.0,194400000.0,117600000.0,
Allowance For Doubtful Accounts Receivable,,0.0,-500000.0,-400000.0,-1100000.0
Gross Accounts Receivable,,219500000.0,194900000.0,118000000.0,103300000.0
Cash Cash Equivalents And Short Term Investments,242400000.0,224900000.0,127100000.0,134800000.0,
Cash And Cash Equivalents,242400000.0,224900000.0,127100000.0,134800000.0,
