,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Ordinary Shares Number,25128917.0,25128917.0,17721655.0,17579655.0,
Share Issued,25128917.0,25128917.0,17721655.0,17579655.0,
Total Debt,8793000.0,11793000.0,0.0,0.0,
Tangible Book Value,-23508000.0,3505000.0,124310000.0,245962000.0,
Invested Capital,118993000.0,222211000.0,239378000.0,267150000.0,
Working Capital,-8598000.0,30140000.0,151956000.0,247988000.0,
Net Tangible Assets,-23508000.0,3505000.0,124310000.0,245962000.0,
Common Stock Equity,110200000.0,210418000.0,239378000.0,267150000.0,
Total Capitalization,116536000.0,219689000.0,239378000.0,267150000.0,
Total Equity Gross Minority Interest,110200000.0,210418000.0,239378000.0,267150000.0,
Minority Interest,,,0.0,0.0,0.0
Stockholders Equity,110200000.0,210418000.0,239378000.0,267150000.0,
Other Equity Interest,,,,,4886000.0
Retained Earnings,-411894000.0,-311676000.0,-233637000.0,-144069000.0,
Additional Paid In Capital,520838000.0,520838000.0,472129000.0,410340000.0,
Capital Stock,1256000.0,1256000.0,886000.0,879000.0,
Common Stock,1256000.0,1256000.0,886000.0,879000.0,
Total Liabilities Net Minority Interest,102670000.0,105111000.0,64627000.0,12651000.0,
Total Non Current Liabilities Net Minority Interest,15599000.0,27526000.0,28124000.0,2427000.0,
Other Non Current Liabilities,-2000.0,,-1000.0,,817000.0
Tradeand Other Payables Non Current,,,,,20000.0
Non Current Deferred Taxes Liabilities,8954000.0,17944000.0,15675000.0,2427000.0,
Long Term Debt And Capital Lease Obligation,6336000.0,9271000.0,0.0,0.0,
Long Term Debt,6336000.0,9271000.0,0.0,0.0,
Long Term Provisions,311000.0,311000.0,12450000.0,,
Current Liabilities,87071000.0,77585000.0,36503000.0,10224000.0,
Other Current Liabilities,8149000.0,8687000.0,3884000.0,1798000.0,
Current Debt And Capital Lease Obligation,2457000.0,2522000.0,0.0,,
Current Debt,2457000.0,2522000.0,0.0,,
Payables,6575000.0,7093000.0,7142000.0,2526000.0,
Total Tax Payable,222000.0,1727000.0,323000.0,288000.0,
Accounts Payable,6353000.0,5366000.0,6819000.0,2238000.0,
Total Assets,212870000.0,315529000.0,304005000.0,279801000.0,
Total Non Current Assets,134398000.0,207802000.0,115546000.0,21589000.0,
Long Term Equity Investment,,,,,88000.0
Investmentsin Subsidiariesat Cost,,,,,88000.0
Goodwill And Other Intangible Assets,133708000.0,206913000.0,115068000.0,21188000.0,
Other Intangible Assets,60669000.0,109511000.0,94056000.0,21160000.0,
Goodwill,73039000.0,97402000.0,21012000.0,28000.0,
Net PPE,264000.0,468000.0,221000.0,144000.0,
Accumulated Depreciation,,-844000.0,-475000.0,-363000.0,-209000.0
Gross PPE,264000.0,1312000.0,696000.0,507000.0,
Other Properties,264000.0,1312000.0,696000.0,,265000.0
Machinery Furniture Equipment,,,696000.0,507000.0,474000.0
Current Assets,78473000.0,107725000.0,188459000.0,258212000.0,
Other Current Assets,1000.0,,,,-1000.0
Inventory,5239000.0,3556000.0,0.0,,
Other Receivables,13983000.0,8246000.0,77122000.0,1302000.0,
Accounts Receivable,14778000.0,15441000.0,7193000.0,5411000.0,
Cash Cash Equivalents And Short Term Investments,44472000.0,80482000.0,104144000.0,251499000.0,
Cash And Cash Equivalents,44472000.0,80482000.0,104144000.0,251499000.0,
Cash Financial,,,,,68502000.0
