,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Ordinary Shares Number,88603526.0,88603526.0,88603526.0,87118089.0,
Share Issued,88603526.0,88603526.0,88603526.0,87118089.0,
Total Debt,69000000.0,80900000.0,145100000.0,458500000.0,
Tangible Book Value,-65700000.0,51000000.0,-3600000.0,-418900000.0,
Invested Capital,3977500000.0,3903900000.0,4007900000.0,5004100000.0,
Working Capital,36500000.0,200000000.0,146000000.0,124200000.0,
Net Tangible Assets,-65700000.0,51000000.0,-3600000.0,-418900000.0,
Capital Lease Obligations,66400000.0,77500000.0,41100000.0,52200000.0,
Common Stock Equity,3974900000.0,3900500000.0,3903900000.0,4597800000.0,
Total Capitalization,3977100000.0,3903300000.0,3903900000.0,5000900000.0,
Total Equity Gross Minority Interest,3974900000.0,3900500000.0,3903900000.0,4597800000.0,
Stockholders Equity,3974900000.0,3900500000.0,3903900000.0,4597800000.0,
Other Equity Interest,,,,,-239100000.0
Retained Earnings,,-1233700000.0,-1349900000.0,-110900000.0,-208200000.0
Additional Paid In Capital,,4607400000.0,4609000000.0,4545800000.0,3373400000.0
Capital Stock,,3500000.0,3500000.0,3500000.0,3100000.0
Common Stock,,3500000.0,3500000.0,3500000.0,3100000.0
Total Liabilities Net Minority Interest,939800000.0,972300000.0,1048400000.0,1411000000.0,
Total Non Current Liabilities Net Minority Interest,386400000.0,410800000.0,331500000.0,705400000.0,
Other Non Current Liabilities,150000000.0,230700000.0,204500000.0,194200000.0,
Non Current Deferred Revenue,,1900000.0,4000000.0,10200000.0,0.0
Non Current Deferred Taxes Liabilities,198000000.0,122900000.0,105500000.0,68200000.0,
Long Term Debt And Capital Lease Obligation,38400000.0,55300000.0,17500000.0,432800000.0,
Long Term Capital Lease Obligation,36200000.0,52500000.0,17500000.0,29700000.0,
Long Term Debt,2200000.0,2800000.0,0.0,403100000.0,
Long Term Provisions,,,,,56600000.0
Current Liabilities,553400000.0,561500000.0,716900000.0,705600000.0,
Other Current Liabilities,77500000.0,95800000.0,78300000.0,263200000.0,
Current Debt And Capital Lease Obligation,30600000.0,25600000.0,127600000.0,25700000.0,
Current Capital Lease Obligation,30200000.0,25000000.0,23600000.0,22500000.0,
Current Debt,400000.0,600000.0,104000000.0,3200000.0,
Payables,53400000.0,101800000.0,135200000.0,103900000.0,
Total Tax Payable,24600000.0,67900000.0,50400000.0,32300000.0,
Accounts Payable,28800000.0,33900000.0,84800000.0,71600000.0,
Total Assets,4914700000.0,4872800000.0,4952300000.0,6008800000.0,
Total Non Current Assets,4324800000.0,4111300000.0,4089400000.0,5179000000.0,
Other Non Current Assets,100000.0,,-200000.0,-200000.0,100000.0
Non Current Deferred Taxes Assets,172200000.0,149700000.0,95200000.0,63900000.0,
Long Term Equity Investment,,,,,0.0
Goodwill And Other Intangible Assets,4040600000.0,3849500000.0,3907500000.0,5016700000.0,
Other Intangible Assets,925400000.0,667800000.0,622600000.0,1124700000.0,
Goodwill,3115200000.0,3181700000.0,3284900000.0,3892000000.0,
Net PPE,96600000.0,105000000.0,69100000.0,87500000.0,
Accumulated Depreciation,,-178100000.0,-174300000.0,-187600000.0,-111500000.0
Gross PPE,96600000.0,283100000.0,243400000.0,275100000.0,
Other Properties,96600000.0,208400000.0,203500000.0,220900000.0,
Buildings And Improvements,,74700000.0,39900000.0,54200000.0,63600000.0
Properties,,0.0,0.0,0.0,0.0
Current Assets,589900000.0,761500000.0,862900000.0,829800000.0,
Other Current Assets,,500000.0,300000.0,-100000.0,-100000.0
Restricted Cash,,,,,2600000.0
Prepaid Assets,,38700000.0,66300000.0,32300000.0,20100000.0
Inventory,9100000.0,14000000.0,17300000.0,13200000.0,
Finished Goods,,14000000.0,17300000.0,13200000.0,6900000.0
Other Receivables,,30100000.0,64200000.0,57800000.0,32700000.0
Taxes Receivable,,44300000.0,46300000.0,22700000.0,28800000.0
Accounts Receivable,259300000.0,155600000.0,263300000.0,222700000.0,
Allowance For Doubtful Accounts Receivable,,-7500000.0,-200000.0,-200000.0,-900000.0
Gross Accounts Receivable,,163100000.0,263500000.0,222900000.0,123700000.0
Cash Cash Equivalents And Short Term Investments,321500000.0,478300000.0,405200000.0,481200000.0,
Cash And Cash Equivalents,321500000.0,478300000.0,405200000.0,481200000.0,
Cash Financial,,478300000.0,405200000.0,481200000.0,1084800000.0
