,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Ordinary Shares Number,22238211.0,11781902.0,9901311.0,9901311.0,
Share Issued,22238211.0,11781902.0,9901311.0,9901311.0,
Tangible Book Value,5737000.0,7177000.0,13344000.0,28301000.0,
Invested Capital,26325000.0,29943000.0,28459000.0,42733000.0,
Working Capital,5245000.0,6372000.0,12489000.0,27632000.0,
Net Tangible Assets,5737000.0,7177000.0,13344000.0,28301000.0,
Common Stock Equity,26325000.0,29943000.0,28459000.0,42733000.0,
Total Capitalization,26325000.0,29943000.0,28459000.0,42733000.0,
Total Equity Gross Minority Interest,26325000.0,29943000.0,28459000.0,42733000.0,
Stockholders Equity,26325000.0,29943000.0,28459000.0,42733000.0,
Other Equity Interest,-49479000.0,-38233000.0,-29115000.0,-14841000.0,
Retained Earnings,,,,,-18992000.0
Additional Paid In Capital,73580000.0,67040000.0,56722000.0,56722000.0,
Capital Stock,2224000.0,1136000.0,852000.0,852000.0,
Common Stock,2224000.0,1136000.0,852000.0,852000.0,
Total Liabilities Net Minority Interest,2352000.0,3380000.0,2840000.0,2969000.0,
Total Non Current Liabilities Net Minority Interest,-1000.0,0.0,0.0,0.0,
Current Liabilities,2353000.0,3380000.0,2840000.0,2969000.0,
Other Current Liabilities,211000.0,435000.0,256000.0,326000.0,
Payables,1016000.0,1551000.0,1394000.0,1532000.0,
Other Payable,,,,,42000.0
Accounts Payable,1016000.0,1551000.0,1394000.0,1532000.0,
Total Assets,28677000.0,33323000.0,31299000.0,45702000.0,
Total Non Current Assets,21079000.0,23572000.0,15970000.0,15101000.0,
Other Non Current Assets,,,,,14200000.0
Long Term Equity Investment,,,,,50000.0
Goodwill And Other Intangible Assets,20588000.0,22766000.0,15115000.0,14432000.0,
Other Intangible Assets,20588000.0,22766000.0,15115000.0,14432000.0,
Net PPE,491000.0,799000.0,848000.0,669000.0,
Accumulated Depreciation,-949000.0,-628000.0,-303000.0,-24000.0,
Gross PPE,1440000.0,1427000.0,1151000.0,669000.0,
Other Properties,1440000.0,1427000.0,1151000.0,693000.0,
Machinery Furniture Equipment,,,,669000.0,
Current Assets,7598000.0,9752000.0,15329000.0,30601000.0,
Other Current Assets,1000.0,1000.0,,1000.0,1000.0
Other Receivables,835000.0,1067000.0,1435000.0,1312000.0,
Taxes Receivable,154000.0,95000.0,73000.0,61000.0,
Accounts Receivable,1875000.0,2289000.0,1532000.0,1417000.0,
Cash Cash Equivalents And Short Term Investments,4733000.0,6300000.0,12289000.0,27810000.0,
Cash And Cash Equivalents,4733000.0,6300000.0,12289000.0,27810000.0,
Cash Financial,,,,,1587000.0
