,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Ordinary Shares Number,269366230.0,269354542.0,269354542.0,223454388.0,
Share Issued,269366230.0,269354542.0,269354542.0,223454388.0,
Net Debt,80537000.0,69278000.0,51617000.0,31195000.0,
Total Debt,110112000.0,111139000.0,119007000.0,114172000.0,
Tangible Book Value,-57643000.0,-61311000.0,-71581000.0,-87485000.0,
Invested Capital,477660000.0,474114000.0,964235000.0,1256794000.0,
Working Capital,56220000.0,63604000.0,85025000.0,84097000.0,
Net Tangible Assets,-57643000.0,-61311000.0,-71581000.0,-87485000.0,
Capital Lease Obligations,3167000.0,2999000.0,4781000.0,5303000.0,
Common Stock Equity,370715000.0,365974000.0,850009000.0,1147925000.0,
Total Capitalization,463261000.0,461897000.0,964235000.0,1256794000.0,
Total Equity Gross Minority Interest,370715000.0,365974000.0,850009000.0,1147925000.0,
Stockholders Equity,370715000.0,365974000.0,850009000.0,1147925000.0,
Other Equity Interest,,-1000.0,,,-1000.0
Retained Earnings,-812330000.0,-800468000.0,-352255000.0,658000.0,
Additional Paid In Capital,1164609000.0,1165655000.0,1165030000.0,1161840000.0,
Capital Stock,2165000.0,2165000.0,2165000.0,2165000.0,
Common Stock,2165000.0,2165000.0,2165000.0,2165000.0,
Total Liabilities Net Minority Interest,272849000.0,259961000.0,305491000.0,303773000.0,
Total Non Current Liabilities Net Minority Interest,150288000.0,157334000.0,190449000.0,190093000.0,
Other Non Current Liabilities,,,-1000.0,1000.0,1000.0
Non Current Deferred Taxes Liabilities,55812000.0,60265000.0,73789000.0,78150000.0,
Long Term Debt And Capital Lease Obligation,94296000.0,97069000.0,116661000.0,111942000.0,
Long Term Capital Lease Obligation,1750000.0,1146000.0,2435000.0,3073000.0,
Long Term Debt,92546000.0,95923000.0,114226000.0,108869000.0,
Long Term Provisions,180000.0,,,,
Current Liabilities,122561000.0,102627000.0,115042000.0,113680000.0,
Other Current Liabilities,489000.0,160000.0,153000.0,12000.0,
Current Debt And Capital Lease Obligation,15816000.0,14070000.0,2346000.0,2230000.0,
Current Capital Lease Obligation,1417000.0,1853000.0,2346000.0,2230000.0,
Current Debt,14399000.0,12217000.0,0.0,0.0,
Pensionand Other Post Retirement Benefit Plans Current,14371000.0,12996000.0,13734000.0,29873000.0,
Payables,66344000.0,46197000.0,68641000.0,56235000.0,
Total Tax Payable,4075000.0,3258000.0,2686000.0,7650000.0,
Accounts Payable,62269000.0,42939000.0,65955000.0,48585000.0,
Total Assets,643564000.0,625935000.0,1155500000.0,1451698000.0,
Total Non Current Assets,464783000.0,459704000.0,955433000.0,1253921000.0,
Other Non Current Assets,1000.0,,,,1000.0
Non Current Deferred Taxes Assets,31359000.0,26764000.0,26593000.0,10641000.0,
Investmentin Financial Assets,1122000.0,1333000.0,1030000.0,1107000.0,
Available For Sale Securities,1122000.0,1333000.0,1030000.0,1107000.0,
Goodwill And Other Intangible Assets,428358000.0,427285000.0,921590000.0,1235410000.0,
Other Intangible Assets,264379000.0,271726000.0,321862000.0,329999000.0,
Goodwill,163979000.0,155559000.0,599728000.0,905411000.0,
Net PPE,3943000.0,4322000.0,6220000.0,6763000.0,
Accumulated Depreciation,-5211000.0,-5539000.0,-6141000.0,-3705000.0,
Gross PPE,9154000.0,9861000.0,12361000.0,10468000.0,
Other Properties,9154000.0,9861000.0,12361000.0,10468000.0,
Machinery Furniture Equipment,,,,,2012000.0
Current Assets,178781000.0,166231000.0,200067000.0,197777000.0,
Other Current Assets,,,,-1000.0,
Prepaid Assets,4621000.0,7081000.0,5593000.0,2949000.0,
Other Receivables,147752000.0,24287000.0,127870000.0,23623000.0,
Taxes Receivable,,0.0,3995000.0,2396000.0,81000.0
Accounts Receivable,120038000.0,96001000.0,104501000.0,91136000.0,
Allowance For Doubtful Accounts Receivable,,-10405000.0,-7262000.0,-4014000.0,-924000.0
Gross Accounts Receivable,,106406000.0,111763000.0,95150000.0,28206000.0
Cash Cash Equivalents And Short Term Investments,26408000.0,38862000.0,62609000.0,77674000.0,
Cash And Cash Equivalents,26408000.0,38862000.0,62609000.0,77674000.0,
Cash Financial,26408000.0,38862000.0,62609000.0,77674000.0,
