,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Treasury Shares Number,3351252.0,1631323.0,945000.0,,
Ordinary Shares Number,146648748.0,148368677.0,149055000.0,150000000.0,
Share Issued,150000000.0,150000000.0,150000000.0,150000000.0,
Net Debt,2188000000.0,1911000000.0,2044000000.0,1661000000.0,
Total Debt,3414000000.0,3255000000.0,3397000000.0,3126000000.0,
Tangible Book Value,-1943000000.0,-2025000000.0,-2128000000.0,-2186000000.0,
Invested Capital,5163000000.0,5009000000.0,5072000000.0,4895000000.0,
Working Capital,-46000000.0,-557000000.0,-150000000.0,-66000000.0,
Net Tangible Assets,-1943000000.0,-2025000000.0,-2128000000.0,-2186000000.0,
Capital Lease Obligations,806000000.0,762000000.0,909000000.0,710000000.0,
Common Stock Equity,2555000000.0,2516000000.0,2584000000.0,2479000000.0,
Total Capitalization,5163000000.0,4545000000.0,5072000000.0,4895000000.0,
Total Equity Gross Minority Interest,2555000000.0,2516000000.0,2584000000.0,2479000000.0,
Stockholders Equity,2555000000.0,2516000000.0,2584000000.0,2479000000.0,
Other Equity Interest,-1000000.0,,-1000000.0,,-1000000.0
Retained Earnings,-1864000000.0,-1886000000.0,-1913000000.0,-1944000000.0,
Additional Paid In Capital,4306000000.0,4306000000.0,4306000000.0,4306000000.0,
Capital Stock,1000000.0,1000000.0,1000000.0,1000000.0,
Common Stock,1000000.0,1000000.0,1000000.0,1000000.0,
Total Liabilities Net Minority Interest,5689000000.0,5520000000.0,5435000000.0,5124000000.0,
Total Non Current Liabilities Net Minority Interest,3610000000.0,3031000000.0,3641000000.0,3402000000.0,
Other Non Current Liabilities,49000000.0,45000000.0,41000000.0,29000000.0,
Derivative Product Liabilities,,,,0.0,2000000.0
Non Current Pension And Other Postretirement Benefit Plans,5000000.0,4000000.0,5000000.0,5000000.0,
Non Current Deferred Taxes Liabilities,516000000.0,513000000.0,514000000.0,504000000.0,
Long Term Debt And Capital Lease Obligation,3040000000.0,2469000000.0,3080000000.0,2859000000.0,
Long Term Capital Lease Obligation,432000000.0,440000000.0,592000000.0,443000000.0,
Long Term Debt,2608000000.0,2029000000.0,2488000000.0,2416000000.0,
Long Term Provisions,,,1000000.0,5000000.0,
Current Liabilities,2079000000.0,2489000000.0,1794000000.0,1722000000.0,
Other Current Liabilities,310000000.0,286000000.0,226000000.0,182000000.0,
Current Debt And Capital Lease Obligation,374000000.0,786000000.0,317000000.0,267000000.0,
Current Capital Lease Obligation,374000000.0,322000000.0,317000000.0,267000000.0,
Current Debt,0.0,464000000.0,0.0,0.0,
Pensionand Other Post Retirement Benefit Plans Current,284000000.0,259000000.0,227000000.0,188000000.0,
Payables,947000000.0,1009000000.0,884000000.0,913000000.0,
Total Tax Payable,135000000.0,117000000.0,156000000.0,210000000.0,
Accounts Payable,812000000.0,892000000.0,728000000.0,703000000.0,
Total Assets,8244000000.0,8036000000.0,8019000000.0,7603000000.0,
Total Non Current Assets,6211000000.0,6104000000.0,6375000000.0,5948000000.0,
Other Non Current Assets,1000000.0,1000000.0,-1000000.0,-1000000.0,
Defined Pension Benefit,,,,,0.0
Non Current Deferred Taxes Assets,71000000.0,72000000.0,60000000.0,61000000.0,
Investmentin Financial Assets,37000000.0,32000000.0,27000000.0,23000000.0,
Available For Sale Securities,37000000.0,32000000.0,27000000.0,23000000.0,
Goodwill And Other Intangible Assets,4498000000.0,4541000000.0,4712000000.0,4665000000.0,
Other Intangible Assets,1853000000.0,1932000000.0,2085000000.0,2129000000.0,
Goodwill,2645000000.0,2609000000.0,2627000000.0,2536000000.0,
Net PPE,1604000000.0,1458000000.0,1577000000.0,1200000000.0,
Accumulated Depreciation,-1862000000.0,-1613000000.0,-1414000000.0,-1175000000.0,
Gross PPE,3466000000.0,3071000000.0,2991000000.0,2375000000.0,
Other Properties,1682000000.0,1462000000.0,1369000000.0,1131000000.0,
Buildings And Improvements,1784000000.0,1609000000.0,1622000000.0,1244000000.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,2033000000.0,1932000000.0,1644000000.0,1656000000.0,
Other Current Assets,-1000000.0,-1000000.0,,,
Restricted Cash,,37000000.0,,,
Prepaid Assets,32000000.0,33000000.0,106000000.0,87000000.0,
Inventory,832000000.0,707000000.0,597000000.0,451000000.0,
Inventories Adjustments Allowances,,,-17000000.0,-12000000.0,-12000000.0
Other Inventories,,,-1000000.0,463000000.0,395000000.0
Finished Goods,822000000.0,697000000.0,595000000.0,,
Work In Process,3000000.0,2000000.0,1000000.0,,
Raw Materials,7000000.0,8000000.0,2000000.0,,
Other Receivables,143000000.0,125000000.0,83000000.0,55000000.0,
Accounts Receivable,607000000.0,486000000.0,414000000.0,308000000.0,
Allowance For Doubtful Accounts Receivable,-13000000.0,-16000000.0,-17000000.0,-16000000.0,
Gross Accounts Receivable,619000000.0,502000000.0,431000000.0,324000000.0,
Cash Cash Equivalents And Short Term Investments,420000000.0,582000000.0,444000000.0,755000000.0,
Cash And Cash Equivalents,420000000.0,582000000.0,444000000.0,755000000.0,
Cash Financial,,545000000.0,444000000.0,,
