,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Ordinary Shares Number,238842857.0,206700000.0,100399375.0,100399374.0,
Share Issued,238842857.0,206700000.0,100399375.0,100399374.0,
Net Debt,,,2873000.0,,
Total Debt,0.0,1800000.0,4739000.0,1699000.0,
Tangible Book Value,44732000.0,16753000.0,-7735000.0,15056000.0,
Invested Capital,76555000.0,49772000.0,31355000.0,57809000.0,
Working Capital,35416000.0,17094000.0,-3780000.0,14785000.0,
Net Tangible Assets,44732000.0,16753000.0,-7735000.0,15056000.0,
Common Stock Equity,76555000.0,47972000.0,26616000.0,56110000.0,
Total Capitalization,76555000.0,47972000.0,30616000.0,56110000.0,
Total Equity Gross Minority Interest,76555000.0,47972000.0,26616000.0,56110000.0,
Stockholders Equity,76555000.0,47972000.0,26616000.0,56110000.0,
Other Equity Interest,449000.0,,-96740000.0,-67174000.0,-56923000.0
Retained Earnings,-88036000.0,-78937000.0,-96740000.0,-67174000.0,
Additional Paid In Capital,157209000.0,120909000.0,113927000.0,113855000.0,
Capital Stock,6933000.0,6000000.0,9429000.0,9429000.0,
Common Stock,6933000.0,6000000.0,9429000.0,9429000.0,
Total Liabilities Net Minority Interest,18161000.0,11738000.0,25929000.0,10448000.0,
Total Non Current Liabilities Net Minority Interest,967000.0,802000.0,4216000.0,118000.0,
Long Term Debt And Capital Lease Obligation,,0.0,4000000.0,0.0,1219000.0
Long Term Debt,,0.0,4000000.0,0.0,1219000.0
Long Term Provisions,967000.0,802000.0,216000.0,118000.0,
Current Liabilities,17194000.0,10936000.0,21713000.0,10330000.0,
Other Current Liabilities,767000.0,873000.0,463000.0,610000.0,
Current Debt And Capital Lease Obligation,0.0,1800000.0,739000.0,1699000.0,
Current Debt,0.0,1800000.0,739000.0,1699000.0,
Pensionand Other Post Retirement Benefit Plans Current,665000.0,2291000.0,526000.0,925000.0,
Payables,7745000.0,3258000.0,5152000.0,4070000.0,
Total Tax Payable,117000.0,124000.0,195000.0,311000.0,
Accounts Payable,7628000.0,3134000.0,4957000.0,3759000.0,
Total Assets,94716000.0,59710000.0,52545000.0,66558000.0,
Total Non Current Assets,42105000.0,31679000.0,34612000.0,41443000.0,
Other Non Current Assets,10000000.0,1000.0,,,
Non Current Deferred Taxes Assets,93000.0,81000.0,69000.0,52000.0,
Goodwill And Other Intangible Assets,31823000.0,31219000.0,34351000.0,41054000.0,
Other Intangible Assets,31823000.0,31219000.0,34351000.0,41054000.0,
Net PPE,189000.0,379000.0,192000.0,337000.0,
Accumulated Depreciation,-2425000.0,-2339000.0,-2212000.0,-2037000.0,
Gross PPE,2614000.0,2718000.0,2404000.0,2374000.0,
Other Properties,2614000.0,2718000.0,2404000.0,2374000.0,
Machinery Furniture Equipment,189000.0,,,,
Properties,0.0,0.0,,,
Current Assets,52610000.0,28030000.0,17933000.0,25115000.0,
Other Current Assets,1000.0,-1000.0,,,
Prepaid Assets,862000.0,904000.0,818000.0,459000.0,
Inventory,4561000.0,3491000.0,1868000.0,3008000.0,
Finished Goods,4561000.0,3491000.0,1868000.0,3008000.0,
Other Receivables,32470000.0,346000.0,1707000.0,1145000.0,
Taxes Receivable,2863000.0,1207000.0,196000.0,129000.0,
Accounts Receivable,2566000.0,3611000.0,11478000.0,800000.0,
Cash Cash Equivalents And Short Term Investments,9288000.0,18472000.0,1866000.0,19574000.0,
Cash And Cash Equivalents,9288000.0,18472000.0,1866000.0,19574000.0,
Cash Financial,9288000.0,18472000.0,1866000.0,19574000.0,
