,2024-06-30,2023-06-30,2022-06-30,2021-06-30
Treasury Shares Number,205905.0,411810.0,205905.0,205905.0
Ordinary Shares Number,101491694.0,105587477.0,105586973.0,105582940.0
Share Issued,101697599.0,105999287.0,105792878.0,105788845.0
Net Debt,796000000.0,624000000.0,792000000.0,1078000000.0
Total Debt,13094000000.0,11103000000.0,10573000000.0,9616000000.0
Tangible Book Value,-1362000000.0,-560000000.0,-839000000.0,-1104000000.0
Invested Capital,8377000000.0,7726000000.0,7687000000.0,7349000000.0
Working Capital,-2708000000.0,-2170000000.0,-2869000000.0,-1963000000.0
Net Tangible Assets,-1362000000.0,-560000000.0,-839000000.0,-1104000000.0
Capital Lease Obligations,10982000000.0,9512000000.0,8644000000.0,7572000000.0
Common Stock Equity,6265000000.0,6135000000.0,5758000000.0,5305000000.0
Total Capitalization,7931000000.0,7559000000.0,6480000000.0,7154000000.0
Total Equity Gross Minority Interest,6265000000.0,6135000000.0,5758000000.0,5305000000.0
Stockholders Equity,6265000000.0,6135000000.0,5758000000.0,5305000000.0
Retained Earnings,3805000000.0,3390000000.0,3021000000.0,2606000000.0
Additional Paid In Capital,2365000000.0,2634000000.0,2632000000.0,2629000000.0
Capital Stock,107000000.0,106000000.0,106000000.0,106000000.0
Common Stock,107000000.0,106000000.0,106000000.0,106000000.0
Total Liabilities Net Minority Interest,16464000000.0,13783000000.0,13106000000.0,12096000000.0
Total Non Current Liabilities Net Minority Interest,11477000000.0,9806000000.0,8397000000.0,8505000000.0
Other Non Current Liabilities,2000000.0,4000000.0,25000000.0,1000000.0
Non Current Pension And Other Postretirement Benefit Plans,45000000.0,15000000.0,0.0,1000000.0
Non Current Deferred Taxes Liabilities,160000000.0,115000000.0,94000000.0,101000000.0
Long Term Debt And Capital Lease Obligation,11074000000.0,9627000000.0,8186000000.0,8344000000.0
Long Term Capital Lease Obligation,9408000000.0,8203000000.0,7464000000.0,6495000000.0
Long Term Debt,1666000000.0,1424000000.0,722000000.0,1849000000.0
Long Term Provisions,196000000.0,45000000.0,92000000.0,59000000.0
Current Liabilities,4987000000.0,3977000000.0,4709000000.0,3591000000.0
Other Current Liabilities,174000000.0,175000000.0,173000000.0,197000000.0
Current Debt And Capital Lease Obligation,2020000000.0,1476000000.0,2387000000.0,1272000000.0
Current Capital Lease Obligation,1574000000.0,1309000000.0,1180000000.0,1077000000.0
Current Debt,446000000.0,167000000.0,1207000000.0,195000000.0
Current Provisions,144000000.0,87000000.0,55000000.0,88000000.0
Payables,557000000.0,426000000.0,434000000.0,394000000.0
Other Payable,30000000.0,18000000.0,4000000.0,2000000.0
Total Tax Payable,23000000.0,5000000.0,19000000.0,9000000.0
Accounts Payable,504000000.0,403000000.0,411000000.0,383000000.0
Total Assets,22729000000.0,19918000000.0,18864000000.0,17401000000.0
Total Non Current Assets,20450000000.0,18111000000.0,17024000000.0,15773000000.0
Other Non Current Assets,1000000.0,,1000000.0,
Defined Pension Benefit,0.0,0.0,3000000.0,0.0
Non Current Deferred Taxes Assets,116000000.0,42000000.0,19000000.0,16000000.0
Long Term Equity Investment,30000000.0,31000000.0,35000000.0,5000000.0
Investmentsin Associatesat Cost,30000000.0,31000000.0,35000000.0,5000000.0
Goodwill And Other Intangible Assets,7627000000.0,6695000000.0,6597000000.0,6409000000.0
Other Intangible Assets,395000000.0,215000000.0,210000000.0,204000000.0
Goodwill,7232000000.0,6480000000.0,6387000000.0,6205000000.0
Net PPE,12652000000.0,11324000000.0,10346000000.0,9323000000.0
Accumulated Depreciation,-1238000000.0,-1072000000.0,-1030000000.0,-865000000.0
Gross PPE,13890000000.0,12396000000.0,11376000000.0,10188000000.0
Other Properties,217000000.0,191000000.0,167000000.0,141000000.0
Machinery Furniture Equipment,870000000.0,813000000.0,806000000.0,708000000.0
Buildings And Improvements,12803000000.0,11392000000.0,10403000000.0,9339000000.0
Properties,0.0,0.0,0.0,0.0
Current Assets,2279000000.0,1807000000.0,1840000000.0,1628000000.0
Other Current Assets,-1000000.0,1000000.0,,4000000.0
Restricted Cash,,,,34000000.0
Prepaid Assets,192000000.0,157000000.0,145000000.0,107000000.0
Inventory,20000000.0,23000000.0,21000000.0,0.0
Finished Goods,20000000.0,23000000.0,21000000.0,0.0
Other Receivables,268000000.0,318000000.0,259000000.0,260000000.0
Taxes Receivable,141000000.0,154000000.0,72000000.0,73000000.0
Accounts Receivable,343000000.0,188000000.0,206000000.0,218000000.0
Allowance For Doubtful Accounts Receivable,-11000000.0,-2000000.0,-2000000.0,-2000000.0
Gross Accounts Receivable,354000000.0,190000000.0,208000000.0,220000000.0
Cash Cash Equivalents And Short Term Investments,1316000000.0,967000000.0,1137000000.0,966000000.0
Cash And Cash Equivalents,1316000000.0,967000000.0,1137000000.0,966000000.0
Cash Financial,1316000000.0,967000000.0,1137000000.0,966000000.0
