,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Ordinary Shares Number,65465714.0,65465714.0,65465714.0,65465714.0,
Share Issued,65465714.0,65465714.0,65465714.0,65465714.0,
Total Debt,76602000.0,79321000.0,7323000.0,2831418.0,
Tangible Book Value,219710000.0,173416000.0,108176000.0,97518130.0,
Invested Capital,227972000.0,190810000.0,125652000.0,113993624.0,
Working Capital,179993000.0,137815000.0,88964000.0,84606811.0,
Net Tangible Assets,219710000.0,173416000.0,108176000.0,97518130.0,
Capital Lease Obligations,76602000.0,79321000.0,7323000.0,2831418.0,
Common Stock Equity,227972000.0,190810000.0,125652000.0,113993624.0,
Total Capitalization,227972000.0,190810000.0,125652000.0,113993624.0,
Total Equity Gross Minority Interest,227972000.0,190810000.0,125652000.0,113993624.0,
Stockholders Equity,227972000.0,190810000.0,125652000.0,113993624.0,
Retained Earnings,-10931000.0,-43847000.0,-105348000.0,-115578726.0,
Additional Paid In Capital,215655000.0,215655000.0,215655000.0,215654881.0,
Capital Stock,16366000.0,16366000.0,16366000.0,16366428.0,
Common Stock,16366000.0,16366000.0,16366000.0,16366428.0,
Total Liabilities Net Minority Interest,99440000.0,98047000.0,24868000.0,27756262.0,
Total Non Current Liabilities Net Minority Interest,71245000.0,76822000.0,6863000.0,3510816.0,
Other Non Current Liabilities,71245000.0,,,1.0,-1.0
Non Current Deferred Taxes Liabilities,0.0,2014000.0,2425000.0,2387387.0,
Long Term Debt And Capital Lease Obligation,71245000.0,74808000.0,4438000.0,1123429.0,
Long Term Capital Lease Obligation,71245000.0,74808000.0,4438000.0,1123429.0,
Current Liabilities,28195000.0,21225000.0,18005000.0,24245446.0,
Other Current Liabilities,7971000.0,1569000.0,1691000.0,1280894.0,
Current Debt And Capital Lease Obligation,5357000.0,4513000.0,2885000.0,1707989.0,
Current Capital Lease Obligation,5357000.0,4513000.0,2885000.0,1707989.0,
Payables,3374000.0,4302000.0,5452000.0,2537226.0,
Accounts Payable,3374000.0,4302000.0,5452000.0,2537226.0,
Total Assets,327412000.0,288857000.0,150520000.0,141749886.0,
Total Non Current Assets,119224000.0,129817000.0,43551000.0,32897629.0,
Non Current Deferred Taxes Assets,10483000.0,17082000.0,10174000.0,6741002.0,
Investmentin Financial Assets,94000.0,,,,
Long Term Equity Investment,11222000.0,0.0,0.0,0.0,
Investmentsin Associatesat Cost,11222000.0,0.0,,,
Investmentsin Subsidiariesat Cost,,0.0,0.0,0.0,0.0
Goodwill And Other Intangible Assets,8262000.0,17394000.0,17476000.0,16475494.0,
Other Intangible Assets,8262000.0,12821000.0,12723000.0,12357002.0,
Goodwill,0.0,4573000.0,4753000.0,4118492.0,
Net PPE,89164000.0,95255000.0,15812000.0,9604099.0,
Accumulated Depreciation,-23298000.0,-14903000.0,-19464000.0,-17951737.0,
Gross PPE,112462000.0,110158000.0,35276000.0,27555836.0,
Other Properties,86146000.0,84364000.0,17072000.0,27555836.0,
Machinery Furniture Equipment,26316000.0,25794000.0,18204000.0,,
Current Assets,208188000.0,159040000.0,106969000.0,108852257.0,
Other Current Assets,38745000.0,,,98.0,100.0
Prepaid Assets,,,,2073467.0,2423398.0
Inventory,13438000.0,14905000.0,12557000.0,12419001.0,
Raw Materials,,,12557413.0,12419001.0,12884841.0
Other Receivables,7880000.0,5632000.0,4669000.0,3114992.0,
Taxes Receivable,,,,633349.0,1014495.0
Accounts Receivable,17428000.0,15242000.0,16913000.0,12003271.0,
Cash Cash Equivalents And Short Term Investments,169442000.0,123261000.0,72830000.0,81314993.0,
Cash And Cash Equivalents,169442000.0,123261000.0,72830000.0,81314993.0,
Cash Equivalents,169442000.0,123261000.0,72830000.0,81314993.0,
