,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Ordinary Shares Number,54258121.0,54217825.0,54217825.0,53726057.0,
Share Issued,54258121.0,54217825.0,54217825.0,53726057.0,
Net Debt,,,27719000.0,,
Total Debt,24964000.0,37835000.0,44214000.0,13718000.0,
Tangible Book Value,-149660000.0,-137033000.0,-170296000.0,-107893000.0,
Invested Capital,498670000.0,501943000.0,474518000.0,429639000.0,
Working Capital,-123605000.0,-104529000.0,-133998000.0,-98934000.0,
Net Tangible Assets,-149660000.0,-137033000.0,-170296000.0,-107893000.0,
Capital Lease Obligations,12464000.0,15335000.0,11714000.0,13718000.0,
Common Stock Equity,486170000.0,479443000.0,442018000.0,429639000.0,
Total Capitalization,488670000.0,491943000.0,464518000.0,429639000.0,
Total Equity Gross Minority Interest,486170000.0,479443000.0,442018000.0,429639000.0,
Stockholders Equity,486170000.0,479443000.0,442018000.0,429639000.0,
Fixed Assets Revaluation Reserve,65302000.0,,,,
Retained Earnings,185117000.0,194854000.0,157940000.0,186957000.0,
Additional Paid In Capital,230325000.0,229178000.0,229178000.0,214497000.0,
Capital Stock,5426000.0,5422000.0,5422000.0,5373000.0,
Common Stock,5426000.0,5422000.0,5422000.0,5373000.0,
Total Liabilities Net Minority Interest,368099000.0,356523000.0,340527000.0,274610000.0,
Total Non Current Liabilities Net Minority Interest,49381000.0,61055000.0,63643000.0,37664000.0,
Other Non Current Liabilities,,,-1000.0,-1000.0,1000.0
Non Current Deferred Taxes Liabilities,40566000.0,40502000.0,36060000.0,31424000.0,
Long Term Debt And Capital Lease Obligation,8815000.0,20553000.0,27583000.0,6241000.0,
Long Term Capital Lease Obligation,6315000.0,8053000.0,5083000.0,6241000.0,
Long Term Debt,2500000.0,12500000.0,22500000.0,0.0,
Current Liabilities,318718000.0,295468000.0,276884000.0,236946000.0,
Other Current Liabilities,3391000.0,2927000.0,2910000.0,4504000.0,
Current Debt And Capital Lease Obligation,16149000.0,17282000.0,16631000.0,7477000.0,
Current Capital Lease Obligation,6149000.0,7282000.0,6631000.0,7477000.0,
Current Debt,10000000.0,10000000.0,10000000.0,0.0,
Pensionand Other Post Retirement Benefit Plans Current,24083000.0,23804000.0,21028000.0,22117000.0,
Payables,46816000.0,45507000.0,43834000.0,30210000.0,
Total Tax Payable,11186000.0,8835000.0,9131000.0,9604000.0,
Accounts Payable,35630000.0,36672000.0,34703000.0,20606000.0,
Total Assets,854269000.0,835966000.0,782545000.0,704249000.0,
Total Non Current Assets,659155000.0,645027000.0,639658000.0,566237000.0,
Other Non Current Assets,-1000.0,,-1000.0,1000.0,-1000.0
Non Current Deferred Taxes Assets,1080000.0,3200000.0,4003000.0,4182000.0,
Investmentin Financial Assets,1846000.0,1714000.0,1681000.0,1519000.0,
Available For Sale Securities,1846000.0,1714000.0,1681000.0,1519000.0,
Goodwill And Other Intangible Assets,635830000.0,616476000.0,612314000.0,537532000.0,
Other Intangible Assets,177624000.0,175157000.0,170947000.0,146885000.0,
Goodwill,458206000.0,441319000.0,441367000.0,390647000.0,
Net PPE,20191000.0,22209000.0,19231000.0,19508000.0,
Accumulated Depreciation,-45502000.0,-39431000.0,-45243000.0,-43998000.0,
Gross PPE,65694000.0,61640000.0,64474000.0,63506000.0,
Other Properties,32874000.0,28907000.0,33409000.0,34687000.0,
Machinery Furniture Equipment,32820000.0,32733000.0,31065000.0,28819000.0,
Current Assets,195113000.0,190939000.0,142886000.0,138012000.0,
Other Current Assets,,1000.0,-2000.0,,-2000.0
Prepaid Assets,18526000.0,25024000.0,26514000.0,23286000.0,
Other Receivables,12236000.0,12709000.0,38596000.0,13264000.0,
Taxes Receivable,7311000.0,10071000.0,16025000.0,7986000.0,
Accounts Receivable,110517000.0,103394000.0,83484000.0,75411000.0,
Allowance For Doubtful Accounts Receivable,-624000.0,-702000.0,-836000.0,-308000.0,
Gross Accounts Receivable,111141000.0,104096000.0,84320000.0,75719000.0,
Cash Cash Equivalents And Short Term Investments,46523000.0,39740000.0,4781000.0,18065000.0,
Cash And Cash Equivalents,46523000.0,39740000.0,4781000.0,18065000.0,
Cash Equivalents,46523000.0,,,,
Cash Financial,46523000.0,39740000.0,4781000.0,18065000.0,
