,2025-03-31,2024-03-31,2023-03-31,2022-03-31
Ordinary Shares Number,233692028.0,233692028.0,233692028.0,233692028.0
Share Issued,233692028.0,233692028.0,233692028.0,233692028.0
Net Debt,356256000.0,,,
Total Debt,695367000.0,80456000.0,72811000.0,74145000.0
Tangible Book Value,-448931000.0,-85025000.0,-1030828000.0,-1773416000.0
Invested Capital,2526856000.0,2324327000.0,2218765000.0,1523163000.0
Working Capital,364518000.0,211430000.0,352676000.0,180598000.0
Net Tangible Assets,-448931000.0,-85025000.0,-1030828000.0,-1773416000.0
Capital Lease Obligations,52715000.0,51100000.0,33888000.0,36020000.0
Common Stock Equity,1884204000.0,2294971000.0,2179842000.0,1485038000.0
Total Capitalization,2512696000.0,2303725000.0,2199629000.0,1523037000.0
Total Equity Gross Minority Interest,1884204000.0,2294971000.0,2179842000.0,1485038000.0
Stockholders Equity,1884204000.0,2294971000.0,2179842000.0,1485038000.0
Retained Earnings,-1449720000.0,-529168000.0,27741000.0,-80224000.0
Additional Paid In Capital,3334658000.0,2796828000.0,2127907000.0,1565011000.0
Capital Stock,78000.0,2000.0,2000.0,2000.0
Common Stock,78000.0,2000.0,2000.0,2000.0
Total Liabilities Net Minority Interest,1303533000.0,693615000.0,1711262000.0,2368304000.0
Total Non Current Liabilities Net Minority Interest,893979000.0,380697000.0,1453177000.0,2024111000.0
Other Non Current Liabilities,1400000.0,1400000.0,1875000.0,2224000.0
Derivative Product Liabilities,0.0,76014000.0,257586000.0,366543000.0
Non Current Pension And Other Postretirement Benefit Plans,5117000.0,22965000.0,13095000.0,854000.0
Tradeand Other Payables Non Current,,556000.0,291000.0,379000.0
Non Current Deferred Revenue,542000.0,471000.0,1427000.0,400000.0
Non Current Deferred Taxes Liabilities,214469000.0,228334000.0,357305000.0,375023000.0
Long Term Debt And Capital Lease Obligation,671223000.0,49764000.0,43928000.0,65167000.0
Long Term Capital Lease Obligation,42731000.0,41010000.0,24141000.0,27168000.0
Long Term Debt,628492000.0,8754000.0,19787000.0,37999000.0
Long Term Provisions,1228000.0,1193000.0,642000.0,2198000.0
Current Liabilities,409554000.0,312918000.0,258085000.0,344193000.0
Other Current Liabilities,67976000.0,6593000.0,4768000.0,18483000.0
Current Debt And Capital Lease Obligation,24144000.0,30692000.0,28883000.0,8978000.0
Current Capital Lease Obligation,9984000.0,10090000.0,9747000.0,8852000.0
Current Debt,14160000.0,20602000.0,19136000.0,126000.0
Pensionand Other Post Retirement Benefit Plans Current,27746000.0,4985000.0,22047000.0,22245000.0
Current Provisions,1789000.0,6922000.0,2653000.0,3880000.0
Payables,193198000.0,152187000.0,160763000.0,221739000.0
Total Tax Payable,,15642000.0,27629000.0,52350000.0
Accounts Payable,193198000.0,136545000.0,133134000.0,169389000.0
Total Assets,3187737000.0,2988586000.0,3891104000.0,3853342000.0
Total Non Current Assets,2413665000.0,2464238000.0,3280343000.0,3328551000.0
Non Current Deferred Taxes Assets,5832000.0,5859000.0,9138000.0,15395000.0
Investmentin Financial Assets,3779000.0,9065000.0,10611000.0,9286000.0
Available For Sale Securities,3779000.0,9065000.0,10611000.0,9286000.0
Long Term Equity Investment,1198000.0,0.0,190000.0,0.0
Investmentsin Associatesat Cost,1198000.0,0.0,190000.0,0.0
Goodwill And Other Intangible Assets,2333135000.0,2379996000.0,3210670000.0,3258454000.0
Other Intangible Assets,1154096000.0,1200556000.0,1751732000.0,1810015000.0
Goodwill,1179039000.0,1179440000.0,1458938000.0,1448439000.0
Net PPE,69721000.0,69318000.0,49734000.0,45416000.0
Accumulated Depreciation,,-23704000.0,-22904000.0,-21822000.0
Gross PPE,69721000.0,93022000.0,72638000.0,67238000.0
Construction In Progress,,8810000.0,7460000.0,499000.0
Other Properties,69721000.0,25334000.0,26140000.0,31420000.0
Buildings And Improvements,,57498000.0,38327000.0,34359000.0
Land And Improvements,,1380000.0,711000.0,960000.0
Properties,,0.0,0.0,0.0
Current Assets,774072000.0,524348000.0,610761000.0,524791000.0
Other Current Assets,28357000.0,,,
Prepaid Assets,28199000.0,18848000.0,17247000.0,14157000.0
Inventory,225352000.0,221985000.0,297475000.0,235388000.0
Finished Goods,,217736000.0,292909000.0,229252000.0
Work In Process,,3407000.0,4021000.0,5437000.0
Raw Materials,,842000.0,545000.0,699000.0
Other Receivables,,3022000.0,3184000.0,2108000.0
Taxes Receivable,,18133000.0,34366000.0,48789000.0
Accounts Receivable,195903000.0,158800000.0,154795000.0,143319000.0
Allowance For Doubtful Accounts Receivable,,-9058000.0,-8743000.0,-12519000.0
Gross Accounts Receivable,,167858000.0,163538000.0,155838000.0
Cash Cash Equivalents And Short Term Investments,296261000.0,103560000.0,103694000.0,81030000.0
Other Short Term Investments,9865000.0,4119000.0,664000.0,213000.0
Cash And Cash Equivalents,286396000.0,99441000.0,103030000.0,80817000.0
