,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Treasury Shares Number,118429.0,118429.0,118429.0,118429.0,
Ordinary Shares Number,119815863.0,119815863.0,119815863.0,119815863.0,
Share Issued,119934292.0,119934292.0,119934292.0,119934292.0,
Net Debt,15449000000.0,13785000000.0,11606000000.0,12255000000.0,
Total Debt,15870000000.0,13982000000.0,11853000000.0,12456000000.0,
Tangible Book Value,12596000000.0,12480000000.0,13698000000.0,11068000000.0,
Invested Capital,28436000000.0,26432000000.0,25521000000.0,23494000000.0,
Working Capital,-1970000000.0,-4313000000.0,-4595000000.0,-1905000000.0,
Net Tangible Assets,12596000000.0,12480000000.0,13698000000.0,11068000000.0,
Capital Lease Obligations,30000000.0,30000000.0,30000000.0,30000000.0,
Common Stock Equity,12596000000.0,12480000000.0,13698000000.0,11068000000.0,
Total Capitalization,25935000000.0,22468000000.0,21164000000.0,21308000000.0,
Total Equity Gross Minority Interest,12596000000.0,12480000000.0,13698000000.0,11068000000.0,
Minority Interest,,,,,74000000.0
Stockholders Equity,12596000000.0,12480000000.0,13698000000.0,11068000000.0,
Retained Earnings,10184000000.0,10068000000.0,11286000000.0,8656000000.0,
Additional Paid In Capital,2400000000.0,2400000000.0,2400000000.0,2400000000.0,
Capital Stock,12000000.0,12000000.0,12000000.0,12000000.0,
Common Stock,12000000.0,12000000.0,12000000.0,12000000.0,
Total Liabilities Net Minority Interest,19421000000.0,17293000000.0,15466000000.0,15889000000.0,
Total Non Current Liabilities Net Minority Interest,15849000000.0,12438000000.0,10239000000.0,12822000000.0,
Other Non Current Liabilities,139000000.0,22000000.0,45000000.0,461000000.0,
Derivative Product Liabilities,10000000.0,,0.0,61000000.0,240000000.0
Non Current Pension And Other Postretirement Benefit Plans,,,195000000.0,10000000.0,8000000.0
Non Current Deferred Taxes Liabilities,2341000000.0,2270000000.0,2503000000.0,2020000000.0,
Long Term Debt And Capital Lease Obligation,13369000000.0,10018000000.0,7496000000.0,10270000000.0,
Long Term Capital Lease Obligation,30000000.0,30000000.0,30000000.0,30000000.0,
Long Term Debt,13339000000.0,9988000000.0,7466000000.0,10240000000.0,
Long Term Provisions,139000000.0,128000000.0,195000000.0,,
Current Liabilities,3572000000.0,4855000000.0,5227000000.0,3067000000.0,
Other Current Liabilities,148000000.0,182000000.0,301000000.0,113000000.0,
Current Debt And Capital Lease Obligation,2501000000.0,3964000000.0,4357000000.0,2186000000.0,
Current Debt,2501000000.0,3964000000.0,4357000000.0,2186000000.0,
Pensionand Other Post Retirement Benefit Plans Current,17000000.0,16000000.0,20000000.0,20000000.0,
Payables,123000000.0,179000000.0,88000000.0,64000000.0,
Other Payable,49000000.0,60000000.0,33000000.0,19000000.0,
Total Tax Payable,54000000.0,44000000.0,0.0,,42000000.0
Accounts Payable,20000000.0,75000000.0,55000000.0,45000000.0,
Total Assets,32017000000.0,29773000000.0,29164000000.0,26957000000.0,
Total Non Current Assets,30415000000.0,29231000000.0,28532000000.0,25795000000.0,
Other Non Current Assets,,,,,-1000000.0
Financial Assets,261000000.0,243000000.0,608000000.0,0.0,
Long Term Equity Investment,641000000.0,673000000.0,1172000000.0,496000000.0,
Investmentsin Associatesat Cost,,,1172000000.0,496000000.0,289000000.0
Investment Properties,29448000000.0,28250000000.0,26994000000.0,25239000000.0,
Net PPE,54000000.0,54000000.0,49000000.0,50000000.0,
Accumulated Depreciation,-30000000.0,-25000000.0,-20000000.0,-14000000.0,
Gross PPE,84000000.0,79000000.0,69000000.0,64000000.0,
Other Properties,24000000.0,,,,
Machinery Furniture Equipment,54000000.0,49000000.0,39000000.0,34000000.0,
Buildings And Improvements,30000000.0,30000000.0,30000000.0,30000000.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,1602000000.0,542000000.0,632000000.0,1162000000.0,
Other Current Assets,287000000.0,,,,
Hedging Assets Current,,0.0,3000000.0,0.0,
Assets Held For Sale Current,924000000.0,0.0,0.0,792000000.0,
Prepaid Assets,67000000.0,47000000.0,56000000.0,58000000.0,
Other Receivables,186000000.0,315000000.0,340000000.0,108000000.0,
Taxes Receivable,,0.0,5000000.0,25000000.0,0.0
Accounts Receivable,34000000.0,13000000.0,11000000.0,8000000.0,
Allowance For Doubtful Accounts Receivable,-9000000.0,-4000000.0,-4000000.0,-6000000.0,
Gross Accounts Receivable,43000000.0,17000000.0,15000000.0,14000000.0,
Cash Cash Equivalents And Short Term Investments,391000000.0,167000000.0,217000000.0,171000000.0,
Cash And Cash Equivalents,391000000.0,167000000.0,217000000.0,171000000.0,
Cash Financial,391000000.0,167000000.0,217000000.0,171000000.0,
