,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Treasury Shares Number,,0.0,,
Ordinary Shares Number,7281640.0,7281640.0,7281640.0,7281640.0
Share Issued,7281640.0,7281640.0,7281640.0,7281640.0
Tangible Book Value,8685000.0,17048000.0,19691000.0,16594000.0
Invested Capital,8685000.0,17048000.0,19691000.0,16594000.0
Working Capital,7233000.0,15099000.0,18803000.0,16155000.0
Net Tangible Assets,8685000.0,17048000.0,19691000.0,16594000.0
Common Stock Equity,8685000.0,17048000.0,19691000.0,16594000.0
Total Capitalization,8685000.0,17048000.0,19691000.0,16594000.0
Total Equity Gross Minority Interest,8685000.0,17048000.0,19691000.0,16594000.0
Stockholders Equity,8685000.0,17048000.0,19691000.0,16594000.0
Other Equity Interest,6865000.0,15228000.0,17871000.0,14774000.0
Capital Stock,1820000.0,1820000.0,1820000.0,1820000.0
Common Stock,1820000.0,1820000.0,1820000.0,1820000.0
Total Liabilities Net Minority Interest,14317000.0,12473000.0,14261000.0,11589000.0
Total Non Current Liabilities Net Minority Interest,0.0,0.0,0.0,0.0
Current Liabilities,14317000.0,12473000.0,14261000.0,11589000.0
Other Current Liabilities,2187000.0,2767000.0,3155000.0,3898000.0
Pensionand Other Post Retirement Benefit Plans Current,3486000.0,4901000.0,4625000.0,4261000.0
Payables,7442000.0,4378000.0,5457000.0,1677000.0
Total Tax Payable,170000.0,155000.0,1701000.0,0.0
Accounts Payable,7272000.0,4223000.0,3756000.0,1677000.0
Total Assets,23002000.0,29521000.0,33952000.0,28183000.0
Total Non Current Assets,1452000.0,1949000.0,888000.0,439000.0
Long Term Equity Investment,0.0,0.0,0.0,0.0
Net PPE,1452000.0,1949000.0,888000.0,439000.0
Accumulated Depreciation,-1502000.0,-1005000.0,-1268000.0,-1287000.0
Gross PPE,2954000.0,2954000.0,2156000.0,1726000.0
Construction In Progress,,0.0,196000.0,0.0
Machinery Furniture Equipment,2954000.0,2954000.0,1960000.0,1726000.0
Current Assets,21550000.0,27572000.0,33064000.0,27744000.0
Prepaid Assets,1343000.0,1318000.0,876000.0,1088000.0
Other Receivables,725000.0,2077000.0,1938000.0,1662000.0
Taxes Receivable,0.0,0.0,0.0,0.0
Accounts Receivable,11171000.0,14376000.0,17623000.0,11490000.0
Cash Cash Equivalents And Short Term Investments,8311000.0,9801000.0,12627000.0,13504000.0
Cash And Cash Equivalents,8311000.0,9801000.0,12627000.0,13504000.0
Cash Financial,8311000.0,9801000.0,12627000.0,13504000.0
