,2024-06-30,2023-06-30,2022-06-30,2021-06-30
Ordinary Shares Number,39000000.0,39000000.0,39060000.0,39000000.0
Share Issued,39000000.0,39000000.0,39060000.0,39000000.0
Net Debt,5000000.0,115100000.0,265700000.0,140000000.0
Total Debt,209600000.0,277900000.0,422200000.0,343300000.0
Tangible Book Value,1044700000.0,992800000.0,1131100000.0,950700000.0
Invested Capital,1233900000.0,1227500000.0,1529600000.0,1270200000.0
Working Capital,582300000.0,504400000.0,622500000.0,536600000.0
Net Tangible Assets,1044700000.0,992800000.0,1131100000.0,950700000.0
Capital Lease Obligations,110100000.0,136200000.0,130400000.0,143400000.0
Common Stock Equity,1134400000.0,1085800000.0,1237800000.0,1070300000.0
Total Capitalization,1149200000.0,1132200000.0,1315300000.0,1185000000.0
Total Equity Gross Minority Interest,1156500000.0,1085800000.0,1237800000.0,1070300000.0
Minority Interest,22100000.0,0.0,,
Stockholders Equity,1134400000.0,1085800000.0,1237800000.0,1070300000.0
Retained Earnings,597100000.0,520000000.0,766100000.0,695100000.0
Additional Paid In Capital,260500000.0,260500000.0,260500000.0,260500000.0
Capital Stock,39000000.0,39000000.0,39000000.0,39000000.0
Common Stock,39000000.0,39000000.0,39000000.0,39000000.0
Total Liabilities Net Minority Interest,692000000.0,793900000.0,1139100000.0,1016000000.0
Total Non Current Liabilities Net Minority Interest,167600000.0,223300000.0,306400000.0,360200000.0
Other Non Current Liabilities,200000.0,1000000.0,1900000.0,2800000.0
Non Current Pension And Other Postretirement Benefit Plans,23900000.0,28900000.0,58300000.0,69500000.0
Non Current Deferred Taxes Liabilities,45000000.0,40600000.0,50400000.0,40800000.0
Long Term Debt And Capital Lease Obligation,98400000.0,152100000.0,180900000.0,230100000.0
Long Term Capital Lease Obligation,83600000.0,105700000.0,103400000.0,115400000.0
Long Term Debt,14800000.0,46400000.0,77500000.0,114700000.0
Long Term Provisions,100000.0,700000.0,14900000.0,17000000.0
Current Liabilities,524400000.0,570600000.0,832700000.0,655800000.0
Other Current Liabilities,11100000.0,7200000.0,13100000.0,8000000.0
Current Debt And Capital Lease Obligation,111200000.0,125800000.0,241300000.0,113200000.0
Current Capital Lease Obligation,26500000.0,30500000.0,27000000.0,28000000.0
Current Debt,84700000.0,95300000.0,214300000.0,85200000.0
Pensionand Other Post Retirement Benefit Plans Current,33800000.0,36600000.0,45900000.0,42700000.0
Current Provisions,7100000.0,7200000.0,7400000.0,22400000.0
Payables,244000000.0,258500000.0,377400000.0,361700000.0
Total Tax Payable,50400000.0,56600000.0,72000000.0,56600000.0
Accounts Payable,193600000.0,201900000.0,305400000.0,305100000.0
Total Assets,1848500000.0,1879700000.0,2376900000.0,2086300000.0
Total Non Current Assets,741800000.0,804700000.0,921700000.0,893900000.0
Other Non Current Assets,100000.0,-100000.0,-100000.0,
Non Current Deferred Taxes Assets,58100000.0,45600000.0,64000000.0,56600000.0
Investmentin Financial Assets,0.0,0.0,0.0,1500000.0
Available For Sale Securities,,,,1500000.0
Goodwill And Other Intangible Assets,89700000.0,93000000.0,106700000.0,119600000.0
Other Intangible Assets,4900000.0,8200000.0,22000000.0,35300000.0
Goodwill,84800000.0,84800000.0,84700000.0,84300000.0
Net PPE,590500000.0,666100000.0,746100000.0,710900000.0
Accumulated Depreciation,-1250500000.0,-1215900000.0,-1307300000.0,-1133400000.0
Gross PPE,1841000000.0,1882000000.0,2053400000.0,1844300000.0
Construction In Progress,1500000.0,3100000.0,2300000.0,7300000.0
Other Properties,1100000.0,2500000.0,1800000.0,8100000.0
Machinery Furniture Equipment,1456000000.0,1467500000.0,1547100000.0,1378300000.0
Buildings And Improvements,382400000.0,408900000.0,502200000.0,450600000.0
Properties,0.0,0.0,0.0,0.0
Current Assets,1106700000.0,1075000000.0,1455200000.0,1192400000.0
Other Current Assets,,-100000.0,100000.0,
Current Deferred Assets,,,3400000.0,3100000.0
Prepaid Assets,14100000.0,13500000.0,24600000.0,13100000.0
Inventory,543300000.0,564800000.0,720100000.0,542400000.0
Finished Goods,320100000.0,342000000.0,412700000.0,303200000.0
Work In Process,20200000.0,24100000.0,25400000.0,22200000.0
Raw Materials,203000000.0,198700000.0,282000000.0,217000000.0
Other Receivables,33800000.0,40600000.0,40400000.0,51800000.0
Taxes Receivable,4300000.0,4200000.0,12300000.0,11100000.0
Accounts Receivable,416700000.0,425400000.0,631600000.0,514100000.0
Allowance For Doubtful Accounts Receivable,,,,-600000.0
Gross Accounts Receivable,,,631600000.0,514100000.0
Cash Cash Equivalents And Short Term Investments,94500000.0,26600000.0,26100000.0,59900000.0
Cash And Cash Equivalents,94500000.0,26600000.0,26100000.0,59900000.0
Cash Financial,94500000.0,26600000.0,26100000.0,59900000.0
