,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Ordinary Shares Number,126969093.0,76061695.0,76061695.0,49313433.0,
Share Issued,126969093.0,76061695.0,76061695.0,49313433.0,
Total Debt,,3245786.0,3245786.0,3245786.0,3245786.0
Tangible Book Value,110541000.0,12552168.0,48385180.0,38505222.0,
Invested Capital,,82871398.0,99502937.0,65202642.0,27860799.0
Working Capital,16603000.0,14091944.0,51470780.0,39982937.0,
Net Tangible Assets,110541000.0,12552168.0,48385180.0,38505222.0,
Common Stock Equity,110541000.0,79625612.0,96257151.0,61956856.0,
Total Capitalization,110541000.0,82871398.0,99502937.0,65202642.0,
Total Equity Gross Minority Interest,110541000.0,79625612.0,96257151.0,61956856.0,
Stockholders Equity,110541000.0,79625612.0,96257151.0,61956856.0,
Other Equity Interest,,67073443.0,47871971.0,23451634.0,7246948.0
Retained Earnings,,-373956591.0,-338123580.0,-290888232.0,-250214106.0
Additional Paid In Capital,,368482577.0,368482577.0,319115099.0,260721572.0
Capital Stock,,18026183.0,18026183.0,10278355.0,6860599.0
Common Stock,,18026183.0,18026183.0,10278355.0,6860599.0
Total Liabilities Net Minority Interest,27133000.0,35303922.0,26920937.0,21212761.0,
Total Non Current Liabilities Net Minority Interest,0.0,3545387.0,4146240.0,3245786.0,
Other Non Current Liabilities,,,1.0,,
Non Current Deferred Taxes Liabilities,,299601.0,900453.0,0.0,
Long Term Debt And Capital Lease Obligation,,3245786.0,3245786.0,3245786.0,3245786.0
Long Term Debt,,3245786.0,3245786.0,3245786.0,3245786.0
Current Liabilities,27133000.0,31758535.0,22774697.0,17966975.0,
Other Current Liabilities,,11137384.0,4272896.0,5396346.0,3449168.0
Payables,,10580099.0,5812294.0,4232831.0,6587431.0
Total Tax Payable,,,,,623949.0
Accounts Payable,,10580099.0,5812294.0,4232831.0,5963482.0
Total Assets,137674000.0,114929534.0,123178088.0,83169617.0,
Total Non Current Assets,93939000.0,69079055.0,48932611.0,25219705.0,
Goodwill And Other Intangible Assets,,67073444.0,47871971.0,23451634.0,7246948.0
Other Intangible Assets,,67073444.0,47871971.0,23451634.0,7246948.0
Net PPE,,2005611.0,1060640.0,1768071.0,2628784.0
Accumulated Depreciation,,-5168994.0,-4316389.0,-3608958.0,-2748245.0
Gross PPE,,7174605.0,5377029.0,5377029.0,5377029.0
Machinery Furniture Equipment,,7174605.0,5377029.0,5377029.0,5377029.0
Current Assets,43736000.0,45850479.0,74245477.0,57949912.0,
Other Current Assets,1000.0,,-1.0,,
Prepaid Assets,,4927749.0,4074296.0,4812407.0,1851264.0
Inventory,30207000.0,21596302.0,9515550.0,9249593.0,
Finished Goods,,21596302.0,9515550.0,9249593.0,11405617.0
Other Receivables,,3727034.0,2265974.0,2852107.0,1614424.0
Taxes Receivable,,90025.0,274913.0,273619.0,
Accounts Receivable,11296000.0,519306.0,21818537.0,6478749.0,
Cash Cash Equivalents And Short Term Investments,2232000.0,14990063.0,36296208.0,34283437.0,
Cash And Cash Equivalents,2232000.0,14990063.0,36296208.0,34283437.0,
Cash Financial,,14990063.0,36296208.0,34283437.0,16833492.0
