,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Treasury Shares Number,,0.0,,
Ordinary Shares Number,36020491.0,17182779.0,8650217.0,5102810.0
Share Issued,36020491.0,17182779.0,8650217.0,5102810.0
Total Debt,0.0,0.0,0.0,1072000.0
Tangible Book Value,8658000.0,2839000.0,3709000.0,13184000.0
Invested Capital,10428000.0,6497000.0,9367000.0,22529000.0
Working Capital,8623000.0,2777000.0,3619000.0,13075000.0
Net Tangible Assets,8658000.0,2839000.0,3709000.0,13184000.0
Common Stock Equity,10428000.0,6497000.0,9367000.0,21457000.0
Total Capitalization,10428000.0,6497000.0,9367000.0,21457000.0
Total Equity Gross Minority Interest,10428000.0,6497000.0,9367000.0,21457000.0
Stockholders Equity,10428000.0,6497000.0,9367000.0,21457000.0
Other Equity Interest,-222652000.0,-210167000.0,-196018000.0,-194512000.0
Additional Paid In Capital,230631000.0,213009000.0,201951000.0,198799000.0
Capital Stock,2449000.0,3655000.0,3434000.0,17170000.0
Common Stock,2449000.0,3655000.0,3434000.0,17170000.0
Total Liabilities Net Minority Interest,8878000.0,10931000.0,10843000.0,10681000.0
Total Non Current Liabilities Net Minority Interest,0.0,0.0,0.0,0.0
Long Term Debt And Capital Lease Obligation,0.0,0.0,0.0,0.0
Long Term Debt,0.0,0.0,0.0,0.0
Current Liabilities,8878000.0,10931000.0,10843000.0,10681000.0
Other Current Liabilities,3828000.0,5260000.0,4602000.0,4398000.0
Current Debt And Capital Lease Obligation,0.0,0.0,0.0,1072000.0
Current Debt,0.0,0.0,0.0,1072000.0
Pensionand Other Post Retirement Benefit Plans Current,1865000.0,1774000.0,3086000.0,2288000.0
Payables,645000.0,1512000.0,1460000.0,1715000.0
Total Tax Payable,0.0,0.0,0.0,84000.0
Accounts Payable,645000.0,1512000.0,1460000.0,1631000.0
Total Assets,19306000.0,17428000.0,20210000.0,32138000.0
Total Non Current Assets,1805000.0,3721000.0,5748000.0,8382000.0
Goodwill And Other Intangible Assets,1770000.0,3658000.0,5658000.0,8273000.0
Other Intangible Assets,1770000.0,3658000.0,5658000.0,8273000.0
Net PPE,35000.0,63000.0,90000.0,109000.0
Accumulated Depreciation,-213000.0,-185000.0,-126000.0,-104000.0
Gross PPE,248000.0,248000.0,216000.0,213000.0
Other Properties,248000.0,248000.0,,
Machinery Furniture Equipment,,248000.0,216000.0,213000.0
Current Assets,17501000.0,13708000.0,14462000.0,23756000.0
Prepaid Assets,709000.0,1996000.0,381000.0,717000.0
Other Receivables,150000.0,248000.0,462000.0,575000.0
Taxes Receivable,129000.0,177000.0,117000.0,0.0
Accounts Receivable,5794000.0,4507000.0,2131000.0,702000.0
Cash Cash Equivalents And Short Term Investments,10719000.0,6780000.0,11371000.0,21762000.0
Cash And Cash Equivalents,10719000.0,6780000.0,11371000.0,21762000.0
Cash Financial,10719000.0,6780000.0,11371000.0,21762000.0
