,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Ordinary Shares Number,11713244.0,11713244.0,11713244.0,11713244.0,
Share Issued,11713244.0,11713244.0,11713244.0,11713244.0,
Tangible Book Value,3100000.0,11791000.0,27123000.0,50305000.0,
Invested Capital,9950000.0,18641000.0,33973000.0,80323000.0,
Working Capital,3100000.0,11791000.0,27123000.0,47228000.0,
Net Tangible Assets,3100000.0,11791000.0,27123000.0,50305000.0,
Common Stock Equity,9950000.0,18641000.0,33973000.0,80323000.0,
Total Capitalization,9950000.0,18641000.0,33973000.0,80323000.0,
Total Equity Gross Minority Interest,9950000.0,18641000.0,33973000.0,80323000.0,
Stockholders Equity,9950000.0,18641000.0,33973000.0,80323000.0,
Other Equity Interest,,,,,100000.0
Retained Earnings,-75761000.0,-67070000.0,-51168000.0,-27690000.0,
Additional Paid In Capital,84410000.0,84410000.0,83840000.0,83544000.0,
Capital Stock,1301000.0,1301000.0,1301000.0,1301000.0,
Common Stock,1301000.0,1301000.0,1301000.0,1301000.0,
Total Liabilities Net Minority Interest,1484000.0,1699000.0,2920000.0,4904000.0,
Total Non Current Liabilities Net Minority Interest,0.0,0.0,0.0,0.0,
Current Liabilities,1484000.0,1699000.0,2920000.0,4904000.0,
Other Current Liabilities,46000.0,111000.0,264000.0,385000.0,
Pensionand Other Post Retirement Benefit Plans Current,168000.0,38000.0,156000.0,,
Payables,807000.0,1235000.0,1829000.0,4020000.0,
Total Tax Payable,150000.0,306000.0,184000.0,,
Accounts Payable,657000.0,929000.0,1645000.0,4020000.0,
Total Assets,11434000.0,20340000.0,36893000.0,85227000.0,
Total Non Current Assets,6850000.0,6850000.0,6850000.0,33095000.0,
Non Current Deferred Taxes Assets,,,0.0,3077000.0,731000.0
Goodwill And Other Intangible Assets,6850000.0,6850000.0,6850000.0,30018000.0,
Other Intangible Assets,6850000.0,6850000.0,6850000.0,30018000.0,
Net PPE,,,,,0.0
Gross PPE,,,,,0.0
Machinery Furniture Equipment,,,,,0.0
Current Assets,4584000.0,13490000.0,30043000.0,52132000.0,
Prepaid Assets,0.0,34000.0,0.0,63000.0,
Other Receivables,202000.0,221000.0,190000.0,851000.0,
Taxes Receivable,519000.0,608000.0,713000.0,,
Cash Cash Equivalents And Short Term Investments,3863000.0,12627000.0,29140000.0,51218000.0,
Cash And Cash Equivalents,3863000.0,12627000.0,29140000.0,51218000.0,
Cash Financial,3863000.0,12627000.0,29140000.0,51218000.0,
