,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Treasury Shares Number,3396276.0,3882822.0,2981628.0,3584644.0,
Ordinary Shares Number,150138919.0,149652373.0,148953567.0,148350551.0,
Share Issued,153535195.0,153535195.0,151935195.0,151935195.0,
Net Debt,652000000.0,514100000.0,475300000.0,336300000.0,
Total Debt,1238900000.0,1003700000.0,940000000.0,764100000.0,
Tangible Book Value,-192500000.0,-142700000.0,-149500000.0,70800000.0,
Invested Capital,1186600000.0,1061400000.0,988100000.0,935800000.0,
Working Capital,-119600000.0,-119300000.0,-22200000.0,226600000.0,
Net Tangible Assets,-192500000.0,-142700000.0,-149500000.0,70800000.0,
Capital Lease Obligations,517100000.0,438800000.0,424300000.0,345900000.0,
Common Stock Equity,464800000.0,496500000.0,472400000.0,517600000.0,
Total Capitalization,1007900000.0,902900000.0,945800000.0,892900000.0,
Total Equity Gross Minority Interest,489300000.0,528300000.0,508500000.0,562100000.0,
Minority Interest,24500000.0,31800000.0,36100000.0,44500000.0,
Stockholders Equity,464800000.0,496500000.0,472400000.0,517600000.0,
Other Equity Interest,-65100000.0,-109800000.0,-96300000.0,-78200000.0,
Treasury Stock,700000.0,800000.0,600000.0,700000.0,
Retained Earnings,73500000.0,128500000.0,124900000.0,141300000.0,
Additional Paid In Capital,418000000.0,458500000.0,458600000.0,458700000.0,
Capital Stock,30700000.0,30700000.0,30400000.0,30400000.0,
Common Stock,30700000.0,30700000.0,30400000.0,30400000.0,
Total Liabilities Net Minority Interest,1648900000.0,1413000000.0,1323700000.0,1122200000.0,
Total Non Current Liabilities Net Minority Interest,1082600000.0,912400000.0,967300000.0,797200000.0,
Other Non Current Liabilities,,,2900000.0,100000.0,
Derivative Product Liabilities,63900000.0,93600000.0,81700000.0,78300000.0,
Non Current Pension And Other Postretirement Benefit Plans,,,2800000.0,5600000.0,3400000.0
Non Current Deferred Taxes Liabilities,34900000.0,41200000.0,42000000.0,35300000.0,
Long Term Debt And Capital Lease Obligation,980600000.0,774600000.0,838100000.0,675100000.0,
Long Term Capital Lease Obligation,437500000.0,368200000.0,364700000.0,299800000.0,
Long Term Debt,543100000.0,406400000.0,473400000.0,375300000.0,
Long Term Provisions,2400000.0,2200000.0,1900000.0,2800000.0,
Current Liabilities,566300000.0,500600000.0,356400000.0,325000000.0,
Other Current Liabilities,,,33500000.0,32700000.0,
Current Debt And Capital Lease Obligation,258300000.0,229100000.0,101900000.0,89000000.0,
Current Capital Lease Obligation,79600000.0,70600000.0,59600000.0,46100000.0,
Current Debt,178700000.0,158500000.0,42300000.0,42900000.0,
Payables,145200000.0,118400000.0,120000000.0,89400000.0,
Other Payable,40000000.0,37100000.0,33500000.0,32700000.0,
Total Tax Payable,15700000.0,13300000.0,25500000.0,28800000.0,
Accounts Payable,89500000.0,68000000.0,61000000.0,60600000.0,
Total Assets,2138200000.0,1941300000.0,1832200000.0,1684300000.0,
Total Non Current Assets,1691500000.0,1560000000.0,1498000000.0,1132700000.0,
Non Current Deferred Taxes Assets,39700000.0,27300000.0,16200000.0,11900000.0,
Financial Assets,0.0,600000.0,1000000.0,,
Investmentin Financial Assets,16300000.0,15200000.0,15200000.0,18800000.0,
Held To Maturity Securities,2200000.0,2000000.0,2200000.0,,
Available For Sale Securities,14100000.0,13200000.0,13000000.0,18800000.0,
Long Term Equity Investment,700000.0,800000.0,800000.0,8500000.0,
Investmentsin Associatesat Cost,700000.0,800000.0,800000.0,8500000.0,
Goodwill And Other Intangible Assets,657300000.0,639200000.0,621900000.0,446800000.0,
Other Intangible Assets,133200000.0,122200000.0,126000000.0,75100000.0,
Goodwill,524100000.0,517000000.0,495900000.0,371700000.0,
Net PPE,975800000.0,875700000.0,840600000.0,646700000.0,
Accumulated Depreciation,-646400000.0,-525300000.0,-403400000.0,-329800000.0,
Gross PPE,1622200000.0,1401000000.0,1244000000.0,976500000.0,
Construction In Progress,20100000.0,23100000.0,47900000.0,29700000.0,
Other Properties,459700000.0,391000000.0,329800000.0,277800000.0,
Machinery Furniture Equipment,22000000.0,19700000.0,16600000.0,293000000.0,
Buildings And Improvements,943700000.0,797500000.0,689400000.0,523900000.0,
Land And Improvements,176700000.0,169700000.0,160300000.0,129900000.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,446700000.0,381300000.0,334200000.0,551600000.0,
Hedging Assets Current,,,1000000.0,0.0,
Prepaid Assets,15800000.0,11400000.0,13200000.0,8800000.0,
Inventory,69100000.0,59400000.0,58200000.0,72000000.0,
Other Inventories,13900000.0,10700000.0,7600000.0,5600000.0,
Finished Goods,6400000.0,6400000.0,6500000.0,6400000.0,
Raw Materials,48800000.0,42300000.0,44100000.0,60000000.0,
Other Receivables,66600000.0,69300000.0,49500000.0,41800000.0,
Accounts Receivable,212400000.0,176800000.0,164200000.0,151100000.0,
Cash Cash Equivalents And Short Term Investments,82800000.0,64400000.0,49100000.0,277900000.0,
Other Short Term Investments,13000000.0,13600000.0,8700000.0,196000000.0,
Cash And Cash Equivalents,69800000.0,50800000.0,40400000.0,81900000.0,
Cash Equivalents,,1200000.0,1300000.0,5000000.0,7100000.0
Cash Financial,69800000.0,50800000.0,39100000.0,76900000.0,
