,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Treasury Shares Number,5668787.0,5799815.0,5654344.0,5242353.0,
Ordinary Shares Number,3063031333.0,3062900305.0,3063045776.0,3063457767.0,
Share Issued,3068700120.0,3068700120.0,3068700120.0,3068700120.0,
Net Debt,78767000000.0,68095000000.0,75826000000.0,66878000000.0,
Total Debt,98937000000.0,89116000000.0,91156000000.0,87112000000.0,
Tangible Book Value,714404000000.0,618753000000.0,507178000000.0,594009000000.0,
Invested Capital,915351000000.0,803657000000.0,693855000000.0,767822000000.0,
Net Tangible Assets,714404000000.0,618753000000.0,507178000000.0,594009000000.0,
Common Stock Equity,819364000000.0,716768000000.0,604865000000.0,682614000000.0,
Total Capitalization,915351000000.0,803657000000.0,693855000000.0,767822000000.0,
Total Equity Gross Minority Interest,819752000000.0,717431000000.0,605653000000.0,683505000000.0,
Minority Interest,388000000.0,663000000.0,788000000.0,891000000.0,
Stockholders Equity,819364000000.0,716768000000.0,604865000000.0,682614000000.0,
Other Equity Interest,,-1000000.0,-1000000.0,1000000.0,1000000.0
Retained Earnings,782843000000.0,683855000000.0,570387000000.0,657379000000.0,
Additional Paid In Capital,13533000000.0,13533000000.0,13533000000.0,13533000000.0,
Capital Stock,4795000000.0,4795000000.0,4795000000.0,4795000000.0,
Common Stock,4795000000.0,4795000000.0,4795000000.0,4795000000.0,
Total Liabilities Net Minority Interest,132338000000.0,121019000000.0,118712000000.0,112037000000.0,
Derivative Product Liabilities,276000000.0,128000000.0,149000000.0,256000000.0,
Long Term Debt And Capital Lease Obligation,98937000000.0,89116000000.0,91156000000.0,87112000000.0,
Payables,6985000000.0,6181000000.0,6107000000.0,4772000000.0,
Other Payable,,,,,15000000.0
Total Tax Payable,1241000000.0,1019000000.0,650000000.0,574000000.0,
Accounts Payable,5744000000.0,5162000000.0,5457000000.0,4198000000.0,
Total Assets,952090000000.0,838450000000.0,724365000000.0,795542000000.0,
Investments And Advances,786463000000.0,681028000000.0,575260000000.0,655659000000.0,
Investmentin Financial Assets,783190000000.0,678261000000.0,572789000000.0,652228000000.0,
Available For Sale Securities,19861000000.0,15999000000.0,22845000000.0,14982000000.0,
Financial Assets Designatedas Fair Value Through Profitor Loss Total,761979000000.0,660662000000.0,548085000000.0,634906000000.0,
Trading Securities,398000000.0,382000000.0,873000000.0,375000000.0,
Long Term Equity Investment,3273000000.0,2767000000.0,2471000000.0,3431000000.0,
Investment Properties,7156000000.0,5354000000.0,8410000000.0,7317000000.0,
Goodwill And Other Intangible Assets,104960000000.0,98015000000.0,97687000000.0,88605000000.0,
Other Intangible Assets,33682000000.0,33233000000.0,34354000000.0,33168000000.0,
Goodwill,71278000000.0,64782000000.0,63333000000.0,55437000000.0,
Net PPE,10360000000.0,8016000000.0,7829000000.0,6727000000.0,
Accumulated Depreciation,-7853000000.0,-6651000000.0,-5943000000.0,-4624000000.0,
Gross PPE,18213000000.0,14667000000.0,13772000000.0,11351000000.0,
Prepaid Assets,921000000.0,796000000.0,516000000.0,359000000.0,
Receivables,12375000000.0,10793000000.0,10142000000.0,10136000000.0,
Taxes Receivable,557000000.0,572000000.0,677000000.0,753000000.0,
Cash And Cash Equivalents,17220000000.0,18794000000.0,13164000000.0,18330000000.0,
Cash Equivalents,1232000000.0,3359000000.0,1095000000.0,490000000.0,
Cash Financial,15988000000.0,15435000000.0,12069000000.0,17840000000.0,
Cash Cash Equivalents And Federal Funds Sold,17220000000.0,18794000000.0,13164000000.0,18330000000.0,
