,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Treasury Shares Number,838551.0,855300.0,425300.0,425300.0
Ordinary Shares Number,50067638.0,50050889.0,50480889.0,50480889.0
Share Issued,50906189.0,50906189.0,50906189.0,50906189.0
Net Debt,1634000000.0,1449000000.0,1534000000.0,1259000000.0
Total Debt,3573000000.0,3022000000.0,2762000000.0,2558000000.0
Tangible Book Value,636000000.0,890000000.0,753000000.0,852000000.0
Invested Capital,6023000000.0,5444000000.0,5157000000.0,4974000000.0
Working Capital,2326000000.0,2097000000.0,1935000000.0,1809000000.0
Net Tangible Assets,636000000.0,890000000.0,753000000.0,852000000.0
Capital Lease Obligations,1269000000.0,1191000000.0,1013000000.0,1013000000.0
Common Stock Equity,3719000000.0,3613000000.0,3408000000.0,3429000000.0
Total Capitalization,6014000000.0,5444000000.0,5157000000.0,4850000000.0
Total Equity Gross Minority Interest,3756000000.0,3639000000.0,3413000000.0,3448000000.0
Minority Interest,37000000.0,26000000.0,5000000.0,19000000.0
Stockholders Equity,3719000000.0,3613000000.0,3408000000.0,3429000000.0
Retained Earnings,3604000000.0,3514000000.0,3258000000.0,3332000000.0
Capital Stock,102000000.0,102000000.0,102000000.0,102000000.0
Common Stock,102000000.0,102000000.0,102000000.0,102000000.0
Total Liabilities Net Minority Interest,5917000000.0,5148000000.0,4951000000.0,5231000000.0
Total Non Current Liabilities Net Minority Interest,3648000000.0,3099000000.0,2825000000.0,2494000000.0
Other Non Current Liabilities,48000000.0,16000000.0,,
Derivative Product Liabilities,59000000.0,47000000.0,9000000.0,3000000.0
Non Current Pension And Other Postretirement Benefit Plans,0.0,0.0,0.0,0.0
Non Current Deferred Taxes Liabilities,408000000.0,381000000.0,363000000.0,349000000.0
Long Term Debt And Capital Lease Obligation,3121000000.0,2624000000.0,2410000000.0,2095000000.0
Long Term Capital Lease Obligation,826000000.0,793000000.0,661000000.0,674000000.0
Long Term Debt,2295000000.0,1831000000.0,1749000000.0,1421000000.0
Long Term Provisions,12000000.0,31000000.0,43000000.0,47000000.0
Current Liabilities,2269000000.0,2049000000.0,2126000000.0,2737000000.0
Other Current Liabilities,103000000.0,29000000.0,16000000.0,21000000.0
Current Debt And Capital Lease Obligation,452000000.0,398000000.0,352000000.0,463000000.0
Current Capital Lease Obligation,443000000.0,398000000.0,352000000.0,339000000.0
Current Debt,9000000.0,0.0,0.0,124000000.0
Payables,1285000000.0,1183000000.0,1296000000.0,1282000000.0
Total Tax Payable,150000000.0,166000000.0,226000000.0,138000000.0
Accounts Payable,1135000000.0,1017000000.0,1070000000.0,1144000000.0
Total Assets,9673000000.0,8787000000.0,8364000000.0,8679000000.0
Total Non Current Assets,5078000000.0,4641000000.0,4303000000.0,4133000000.0
Other Non Current Assets,,,-1000000.0,
Defined Pension Benefit,0.0,0.0,0.0,0.0
Non Current Prepaid Assets,23000000.0,18000000.0,11000000.0,0.0
Non Current Deferred Taxes Assets,62000000.0,59000000.0,67000000.0,75000000.0
Investmentin Financial Assets,2000000.0,2000000.0,0.0,0.0
Goodwill And Other Intangible Assets,3083000000.0,2723000000.0,2655000000.0,2577000000.0
Other Intangible Assets,1124000000.0,1083000000.0,1094000000.0,1116000000.0
Goodwill,1959000000.0,1640000000.0,1561000000.0,1461000000.0
Net PPE,1898000000.0,1828000000.0,1558000000.0,1467000000.0
Accumulated Depreciation,-476000000.0,-403000000.0,-337000000.0,-316000000.0
Gross PPE,2374000000.0,2231000000.0,1895000000.0,1783000000.0
Construction In Progress,2000000.0,41000000.0,9000000.0,33000000.0
Other Properties,33000000.0,26000000.0,16000000.0,14000000.0
Machinery Furniture Equipment,782000000.0,661000000.0,546000000.0,472000000.0
Buildings And Improvements,1557000000.0,1503000000.0,1324000000.0,1264000000.0
Properties,0.0,0.0,0.0,0.0
Current Assets,4595000000.0,4146000000.0,4061000000.0,4546000000.0
Other Current Assets,-1000000.0,,,
Hedging Assets Current,10000000.0,0.0,2000000.0,7000000.0
Assets Held For Sale Current,,0.0,0.0,973000000.0
Prepaid Assets,65000000.0,100000000.0,139000000.0,131000000.0
Inventory,2471000000.0,2348000000.0,2275000000.0,1856000000.0
Finished Goods,2471000000.0,2348000000.0,2275000000.0,1856000000.0
Other Receivables,144000000.0,127000000.0,108000000.0,96000000.0
Taxes Receivable,56000000.0,25000000.0,37000000.0,43000000.0
Accounts Receivable,1180000000.0,1164000000.0,1285000000.0,1154000000.0
Allowance For Doubtful Accounts Receivable,-20000000.0,-28000000.0,-48000000.0,-41000000.0
Gross Accounts Receivable,1200000000.0,1192000000.0,1333000000.0,1195000000.0
Cash Cash Equivalents And Short Term Investments,670000000.0,382000000.0,215000000.0,286000000.0
Cash And Cash Equivalents,670000000.0,382000000.0,215000000.0,286000000.0
Cash Financial,670000000.0,382000000.0,,
