,2024-04-30,2023-04-30,2022-04-30,2021-04-30
Treasury Shares Number,0.0,,,
Ordinary Shares Number,11200000.0,11200000.0,10000000.0,10000000.0
Share Issued,11200000.0,11200000.0,10000000.0,10000000.0
Net Debt,,4641000.0,9107000.0,280000.0
Total Debt,11064000.0,13229000.0,18404000.0,15664000.0
Tangible Book Value,25262000.0,16659000.0,29626000.0,49456000.0
Invested Capital,73798000.0,71824000.0,56806000.0,65300000.0
Working Capital,44945000.0,37226000.0,27488000.0,35675000.0
Net Tangible Assets,25262000.0,16659000.0,29626000.0,49456000.0
Common Stock Equity,62734000.0,58595000.0,38402000.0,49636000.0
Total Capitalization,71757000.0,69782000.0,56239000.0,64733000.0
Total Equity Gross Minority Interest,90564000.0,84662000.0,50344000.0,49636000.0
Minority Interest,27830000.0,26067000.0,11942000.0,0.0
Stockholders Equity,62734000.0,58595000.0,38402000.0,49636000.0
Other Equity Interest,62174000.0,58035000.0,37902000.0,49536000.0
Capital Stock,560000.0,560000.0,500000.0,100000.0
Common Stock,560000.0,560000.0,500000.0,100000.0
Total Liabilities Net Minority Interest,47722000.0,40985000.0,44671000.0,31182000.0
Total Non Current Liabilities Net Minority Interest,21774000.0,23011000.0,18146000.0,15509000.0
Tradeand Other Payables Non Current,11000000.0,11000000.0,,
Non Current Deferred Taxes Liabilities,1751000.0,824000.0,309000.0,412000.0
Long Term Debt And Capital Lease Obligation,9023000.0,11187000.0,17837000.0,15097000.0
Long Term Debt,9023000.0,11187000.0,17837000.0,15097000.0
Current Liabilities,25948000.0,17974000.0,26525000.0,15673000.0
Other Current Liabilities,3762000.0,4098000.0,10281000.0,3219000.0
Current Debt And Capital Lease Obligation,2041000.0,2042000.0,567000.0,567000.0
Current Debt,2041000.0,2042000.0,567000.0,567000.0
Payables,17892000.0,10490000.0,14063000.0,7660000.0
Other Payable,,11000000.0,,
Total Tax Payable,,,,0.0
Accounts Payable,17892000.0,10490000.0,14063000.0,7660000.0
Total Assets,138286000.0,125647000.0,95015000.0,80818000.0
Total Non Current Assets,67393000.0,70447000.0,41002000.0,29470000.0
Other Non Current Assets,,-1000.0,-1000.0,
Investmentin Financial Assets,4569000.0,495000.0,496000.0,446000.0
Available For Sale Securities,4569000.0,495000.0,496000.0,446000.0
Goodwill And Other Intangible Assets,37472000.0,41936000.0,8776000.0,180000.0
Other Intangible Assets,11299000.0,12500000.0,6035000.0,
Goodwill,26173000.0,29436000.0,2741000.0,180000.0
Net PPE,25352000.0,28016000.0,31731000.0,28844000.0
Accumulated Depreciation,-9524000.0,-6664000.0,-4784000.0,-2376000.0
Gross PPE,34876000.0,34680000.0,36515000.0,31220000.0
Construction In Progress,,0.0,10754000.0,7446000.0
Other Properties,,,,7078000.0
Machinery Furniture Equipment,20257000.0,20061000.0,11142000.0,9421000.0
Properties,14619000.0,14619000.0,14619000.0,14353000.0
Current Assets,70893000.0,55200000.0,54013000.0,51348000.0
Prepaid Assets,6761000.0,8783000.0,4837000.0,1334000.0
Inventory,40249000.0,30619000.0,32318000.0,22736000.0
Finished Goods,40249000.0,30619000.0,32318000.0,22736000.0
Other Receivables,6151000.0,6026000.0,4475000.0,4394000.0
Taxes Receivable,679000.0,48000.0,700000.0,399000.0
Accounts Receivable,600000.0,178000.0,253000.0,142000.0
Cash Cash Equivalents And Short Term Investments,16453000.0,9546000.0,11430000.0,22343000.0
Other Short Term Investments,,958000.0,2133000.0,6959000.0
Cash And Cash Equivalents,16453000.0,8588000.0,9297000.0,15384000.0
Cash Financial,16453000.0,8588000.0,9297000.0,15384000.0
