,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,344436846.0,344436846.0,344436846.0,344436846.0
Share Issued,344436846.0,344436846.0,344436846.0,344436846.0
Net Debt,1756000000.0,1127000000.0,2423000000.0,505000000.0
Total Debt,3473000000.0,2682000000.0,4392000000.0,2220000000.0
Tangible Book Value,1661000000.0,2076000000.0,1089000000.0,1926000000.0
Invested Capital,18934000000.0,16807000000.0,17731000000.0,13475000000.0
Working Capital,-534000000.0,482000000.0,811000000.0,441000000.0
Net Tangible Assets,1661000000.0,2076000000.0,1089000000.0,1926000000.0
Capital Lease Obligations,484000000.0,452000000.0,428000000.0,395000000.0
Common Stock Equity,15945000000.0,14577000000.0,13767000000.0,11650000000.0
Total Capitalization,15945000000.0,14927000000.0,15261000000.0,11650000000.0
Total Equity Gross Minority Interest,15945000000.0,14577000000.0,13767000000.0,11650000000.0
Minority Interest,0.0,0.0,0.0,0.0
Stockholders Equity,15945000000.0,14577000000.0,13767000000.0,11650000000.0
Retained Earnings,11261000000.0,11111000000.0,9831000000.0,9415000000.0
Additional Paid In Capital,619000000.0,619000000.0,619000000.0,619000000.0
Capital Stock,69000000.0,69000000.0,69000000.0,69000000.0
Common Stock,69000000.0,69000000.0,69000000.0,69000000.0
Total Liabilities Net Minority Interest,8939000000.0,7930000000.0,9786000000.0,6313000000.0
Total Non Current Liabilities Net Minority Interest,1688000000.0,2008000000.0,3063000000.0,1027000000.0
Other Non Current Liabilities,310000000.0,422000000.0,348000000.0,59000000.0
Non Current Pension And Other Postretirement Benefit Plans,62000000.0,69000000.0,68000000.0,66000000.0
Non Current Deferred Taxes Liabilities,966000000.0,832000000.0,825000000.0,602000000.0
Long Term Debt And Capital Lease Obligation,350000000.0,685000000.0,1822000000.0,300000000.0
Long Term Capital Lease Obligation,350000000.0,335000000.0,328000000.0,300000000.0
Long Term Debt,0.0,350000000.0,1494000000.0,0.0
Current Liabilities,7251000000.0,5922000000.0,6723000000.0,5286000000.0
Other Current Liabilities,503000000.0,100000000.0,91000000.0,68000000.0
Current Debt And Capital Lease Obligation,3123000000.0,1997000000.0,2570000000.0,1920000000.0
Current Capital Lease Obligation,134000000.0,117000000.0,100000000.0,95000000.0
Current Debt,2989000000.0,1880000000.0,2470000000.0,1825000000.0
Pensionand Other Post Retirement Benefit Plans Current,391000000.0,481000000.0,467000000.0,382000000.0
Current Provisions,35000000.0,70000000.0,13000000.0,7000000.0
Payables,2751000000.0,3076000000.0,3363000000.0,2698000000.0
Total Tax Payable,194000000.0,339000000.0,252000000.0,267000000.0
Accounts Payable,2557000000.0,2737000000.0,3111000000.0,2431000000.0
Total Assets,24884000000.0,22507000000.0,23553000000.0,17963000000.0
Total Non Current Assets,18167000000.0,16103000000.0,16019000000.0,12236000000.0
Non Current Deferred Taxes Assets,99000000.0,97000000.0,102000000.0,79000000.0
Investmentin Financial Assets,5000000.0,5000000.0,7000000.0,3000000.0
Available For Sale Securities,5000000.0,5000000.0,,
Goodwill And Other Intangible Assets,14284000000.0,12501000000.0,12678000000.0,9724000000.0
Other Intangible Assets,788000000.0,832000000.0,785000000.0,637000000.0
Goodwill,13496000000.0,11669000000.0,11893000000.0,9087000000.0
Net PPE,3779000000.0,3500000000.0,3232000000.0,2430000000.0
Accumulated Depreciation,-5443000000.0,-5105000000.0,-5045000000.0,-4391000000.0
Gross PPE,9222000000.0,8605000000.0,8277000000.0,6821000000.0
Other Properties,43000000.0,42000000.0,42000000.0,41000000.0
Machinery Furniture Equipment,6843000000.0,6395000000.0,6221000000.0,5157000000.0
Buildings And Improvements,394000000.0,347000000.0,326000000.0,301000000.0
Land And Improvements,1942000000.0,1821000000.0,1688000000.0,1322000000.0
Properties,0.0,0.0,0.0,0.0
Current Assets,6717000000.0,6404000000.0,7534000000.0,5727000000.0
Inventory,2224000000.0,2092000000.0,2454000000.0,1739000000.0
Finished Goods,683000000.0,573000000.0,631000000.0,369000000.0
Work In Process,161000000.0,193000000.0,154000000.0,70000000.0
Raw Materials,1380000000.0,1326000000.0,1669000000.0,1300000000.0
Other Receivables,237000000.0,205000000.0,187000000.0,122000000.0
Taxes Receivable,349000000.0,429000000.0,274000000.0,145000000.0
Accounts Receivable,2674000000.0,2575000000.0,3078000000.0,2401000000.0
Allowance For Doubtful Accounts Receivable,-36000000.0,-44000000.0,-42000000.0,-39000000.0
Gross Accounts Receivable,2710000000.0,2619000000.0,3120000000.0,2440000000.0
Cash Cash Equivalents And Short Term Investments,1233000000.0,1103000000.0,1541000000.0,1320000000.0
Cash And Cash Equivalents,1233000000.0,1103000000.0,1541000000.0,1320000000.0
