,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,284500000.0,101000000.0,14000000.0,-7000000.0
Repayment Of Debt,-55000000.0,-29500000.0,-13000000.0,
Issuance Of Debt,33200000.0,0.0,,
Issuance Of Capital Stock,0.0,573100000.0,6300000.0,3428600000.0
Capital Expenditure,-59300000.0,-13100000.0,-18700000.0,
End Cash Position,824100000.0,547300000.0,283500000.0,3441400000.0
Other Cash Adjustment Outside Changein Cash,100000.0,100000.0,100000.0,
Beginning Cash Position,547300000.0,283500000.0,264500000.0,19800000.0
Effect Of Exchange Rate Changes,14700000.0,-1600000.0,11700000.0,
Changes In Cash,262000000.0,265400000.0,7300000.0,3421600000.0
Financing Cash Flow,-21800000.0,-3259300000.0,-6700000.0,3428600000.0
Cash Dividends Paid,,-3802900000.0,,
Common Stock Dividend Paid,0.0,-3802900000.0,0.0,
Net Common Stock Issuance,0.0,573100000.0,6300000.0,3428600000.0
Common Stock Issuance,0.0,573100000.0,6300000.0,3428600000.0
Net Issuance Payments Of Debt,-21800000.0,-29500000.0,-13000000.0,
Net Long Term Debt Issuance,-21800000.0,-29500000.0,-13000000.0,
Long Term Debt Payments,-55000000.0,-29500000.0,-13000000.0,
Long Term Debt Issuance,33200000.0,0.0,,
Investing Cash Flow,-60000000.0,3410600000.0,-18700000.0,0.0
Net Other Investing Changes,-700000.0,200000.0,,
Net Investment Purchase And Sale,,-200000.0,-400000.0,
Purchase Of Investment,,-200000.0,-400000.0,
Net Business Purchase And Sale,0.0,3423500000.0,0.0,
Sale Of Business,0.0,3423500000.0,0.0,
Net Intangibles Purchase And Sale,-12200000.0,-200000.0,-400000.0,
Purchase Of Intangibles,-12200000.0,-200000.0,-400000.0,
Net PPE Purchase And Sale,-47100000.0,-12900000.0,-17900000.0,
Sale Of PPE,0.0,0.0,400000.0,
Purchase Of PPE,-47100000.0,-12900000.0,-18300000.0,
Operating Cash Flow,343800000.0,114100000.0,32700000.0,-7000000.0
Taxes Refund Paid,-97000000.0,-21000000.0,-11000000.0,
Change In Working Capital,-88000000.0,-139900000.0,-188600000.0,300000.0
Change In Other Current Liabilities,266400000.0,-101300000.0,76800000.0,
Change In Payable,266400000.0,-106800000.0,,
Change In Inventory,-175600000.0,-335700000.0,61800000.0,
Change In Receivables,-178800000.0,302600000.0,-327200000.0,
Other Non Cash Items,-8700000.0,35800000.0,-3900000.0,
Stock Based Compensation,51200000.0,30300000.0,30600000.0,
Provisionand Write Offof Assets,0.0,-4700000.0,,
Depreciation And Amortization,35900000.0,33300000.0,11200000.0,
Amortization Cash Flow,,2900000.0,,
Depreciation,35900000.0,33300000.0,11200000.0,
Net Foreign Currency Exchange Gain Loss,-11600000.0,0.0,-26000000.0,
Net Income From Continuing Operations,462100000.0,180200000.0,220400000.0,-7300000.0
