,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-64245000.0,-81366000.0,-75020000.0,-48050000.0
Issuance Of Capital Stock,86980000.0,106443000.0,69335000.0,580000.0
Capital Expenditure,-920000.0,,-151000.0,-43000.0
End Cash Position,58615000.0,35149000.0,11161000.0,15860000.0
Other Cash Adjustment Outside Changein Cash,,1000.0,,
Beginning Cash Position,35149000.0,11161000.0,15860000.0,64113000.0
Effect Of Exchange Rate Changes,731000.0,-876000.0,1291000.0,-39000.0
Changes In Cash,22735000.0,24863000.0,-5990000.0,-48214000.0
Financing Cash Flow,86980000.0,106229000.0,69030000.0,-164000.0
Net Common Stock Issuance,86980000.0,106443000.0,69335000.0,580000.0
Common Stock Issuance,86980000.0,106443000.0,69335000.0,580000.0
Investing Cash Flow,-920000.0,0.0,-151000.0,-43000.0
Net PPE Purchase And Sale,-920000.0,0.0,-151000.0,-43000.0
Purchase Of PPE,-920000.0,0.0,-151000.0,-43000.0
Operating Cash Flow,-63325000.0,-81366000.0,-74869000.0,-48007000.0
Change In Working Capital,-1306000.0,-5672000.0,-110000.0,306000.0
Change In Payable,-3185000.0,-7303000.0,1731000.0,2090000.0
Change In Inventory,-181000.0,-1824000.0,-1519000.0,-259000.0
Change In Receivables,2060000.0,3455000.0,-322000.0,-1525000.0
Other Non Cash Items,1064000.0,-1230000.0,-1322000.0,4000.0
Depreciation And Amortization,3290000.0,3088000.0,3037000.0,3378000.0
Depreciation,3290000.0,3088000.0,3037000.0,3378000.0
Net Income From Continuing Operations,-66373000.0,-77553000.0,-76475000.0,-51696000.0
