,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,72664000.0,424000000.0,-13597000.0,263721000.0,
Repayment Of Debt,-128033000.0,-170168000.0,-987702000.0,-62033000.0,
Issuance Of Debt,65903000.0,241376000.0,953601000.0,337727000.0,
Issuance Of Capital Stock,,,,0.0,5000000.0
Capital Expenditure,-99538000.0,-95197000.0,-142030000.0,-89449000.0,
End Cash Position,226601000.0,308936000.0,178334000.0,345864000.0,
Beginning Cash Position,308936000.0,178334000.0,345864000.0,366993000.0,
Effect Of Exchange Rate Changes,16243000.0,-5427000.0,13940000.0,4291000.0,
Changes In Cash,-98578000.0,136029000.0,-181470000.0,-25420000.0,
Financing Cash Flow,-136905000.0,-69890000.0,-169891000.0,180004000.0,
Net Other Financing Charges,-78000000.0,32000000.0,,,-4218000.0
Cash Dividends Paid,-59311000.0,-102333000.0,-101474000.0,-72481000.0,
Common Stock Dividend Paid,-59311000.0,-102333000.0,-101474000.0,-72481000.0,
Net Common Stock Issuance,,,,0.0,5000000.0
Common Stock Issuance,,,,0.0,5000000.0
Net Issuance Payments Of Debt,-28713000.0,72195000.0,-34101000.0,275694000.0,
Net Short Term Debt Issuance,33417000.0,987000.0,0.0,0.0,
Net Long Term Debt Issuance,-62130000.0,71208000.0,-34101000.0,275694000.0,
Long Term Debt Payments,-128033000.0,-170168000.0,-987702000.0,-62033000.0,
Long Term Debt Issuance,65903000.0,241376000.0,953601000.0,337727000.0,
Investing Cash Flow,-133875000.0,-313278000.0,-140012000.0,-558594000.0,
Net Other Investing Changes,-11708000.0,-5004000.0,1104000.0,-2952000.0,
Net Business Purchase And Sale,-24837000.0,-213264000.0,0.0,-467321000.0,
Sale Of Business,71599000.0,0.0,,,
Purchase Of Business,-96436000.0,-213264000.0,0.0,-467321000.0,
Net Intangibles Purchase And Sale,-20471000.0,-6067000.0,-3935000.0,-1940000.0,
Purchase Of Intangibles,-20471000.0,-6067000.0,-3935000.0,-1940000.0,
Net PPE Purchase And Sale,-76859000.0,-88943000.0,-137181000.0,-86381000.0,
Sale Of PPE,2208000.0,187000.0,914000.0,1128000.0,
Purchase Of PPE,-79067000.0,-89130000.0,-138095000.0,-87509000.0,
Operating Cash Flow,172202000.0,519197000.0,128433000.0,353170000.0,
Taxes Refund Paid,-51036000.0,-71276000.0,-111739000.0,-73712000.0,
Interest Received Cfo,10541000.0,11627000.0,1845000.0,583000.0,
Interest Paid Cfo,-77991000.0,-66978000.0,-29304000.0,-17847000.0,
Change In Working Capital,-25083000.0,199148000.0,-207295000.0,-119067000.0,
Change In Other Current Liabilities,-162825000.0,-19884000.0,-66352000.0,232908000.0,
Change In Inventory,17640000.0,64333000.0,-80450000.0,-107716000.0,
Change In Receivables,120725000.0,149950000.0,-57972000.0,-243940000.0,
Other Non Cash Items,-6912000.0,5497000.0,1277000.0,6563000.0,
Depreciation And Amortization,169262000.0,139597000.0,126087000.0,103611000.0,
Amortization Cash Flow,23420000.0,16272000.0,,,
Depreciation,145842000.0,123325000.0,126087000.0,103611000.0,
Gain Loss On Sale Of PPE,-67387000.0,-237000.0,1754000.0,-1030000.0,
Net Income From Continuing Operations,182881000.0,301081000.0,341231000.0,452928000.0,
