,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,837000000.0,782000000.0,361000000.0,597000000.0
Repayment Of Debt,-405000000.0,-378000000.0,-2058000000.0,-486000000.0
Issuance Of Debt,460000000.0,92000000.0,1871000000.0,0.0
Issuance Of Capital Stock,1000000.0,0.0,1000000.0,-20000000.0
Capital Expenditure,-115000000.0,-211000000.0,-146000000.0,-153000000.0
End Cash Position,670000000.0,382000000.0,215000000.0,345000000.0
Beginning Cash Position,382000000.0,215000000.0,345000000.0,375000000.0
Effect Of Exchange Rate Changes,-6000000.0,-2000000.0,-1000000.0,1000000.0
Changes In Cash,294000000.0,169000000.0,-129000000.0,-31000000.0
Other Cash Adjustment Inside Changein Cash,,0.0,-59000000.0,27000000.0
Financing Cash Flow,-117000000.0,-483000000.0,-281000000.0,-588000000.0
Net Other Financing Charges,,,-7000000.0,-14000000.0
Cash Dividends Paid,-175000000.0,-151000000.0,-88000000.0,-76000000.0
Net Common Stock Issuance,3000000.0,-46000000.0,1000000.0,-11000000.0
Common Stock Issuance,1000000.0,0.0,1000000.0,-20000000.0
Net Issuance Payments Of Debt,55000000.0,-286000000.0,-187000000.0,-486000000.0
Net Long Term Debt Issuance,55000000.0,-286000000.0,-187000000.0,-486000000.0
Long Term Debt Payments,-405000000.0,-378000000.0,-2058000000.0,-486000000.0
Long Term Debt Issuance,460000000.0,92000000.0,1871000000.0,0.0
Investing Cash Flow,-541000000.0,-341000000.0,-296000000.0,-220000000.0
Net Other Investing Changes,-111000000.0,-215000000.0,,
Net Investment Purchase And Sale,-4000000.0,-5000000.0,-10000000.0,-15000000.0
Sale Of Investment,0.0,2000000.0,1000000.0,0.0
Purchase Of Investment,-4000000.0,-7000000.0,-11000000.0,-15000000.0
Net Business Purchase And Sale,-430000000.0,-126000000.0,-144000000.0,-54000000.0
Sale Of Business,,0.0,0.0,
Purchase Of Business,-430000000.0,-126000000.0,-144000000.0,-54000000.0
Net Intangibles Purchase And Sale,-22000000.0,-39000000.0,-38000000.0,-44000000.0
Purchase Of Intangibles,-22000000.0,-39000000.0,-38000000.0,-44000000.0
Net PPE Purchase And Sale,-85000000.0,-171000000.0,-104000000.0,-107000000.0
Sale Of PPE,8000000.0,1000000.0,4000000.0,2000000.0
Purchase Of PPE,-93000000.0,-172000000.0,-108000000.0,-109000000.0
Operating Cash Flow,952000000.0,993000000.0,507000000.0,750000000.0
Taxes Refund Paid,-131000000.0,-141000000.0,-50000000.0,-113000000.0
Interest Received Cfo,0.0,0.0,4000000.0,
Change In Working Capital,125000000.0,-27000000.0,-540000000.0,-172000000.0
Change In Other Current Liabilities,39000000.0,-120000000.0,-91000000.0,321000000.0
Change In Inventory,6000000.0,-83000000.0,-349000000.0,-271000000.0
Change In Receivables,80000000.0,176000000.0,-100000000.0,-222000000.0
Other Non Cash Items,,,4000000.0,
Provisionand Write Offof Assets,-12000000.0,-7000000.0,-5000000.0,49000000.0
Depreciation And Amortization,608000000.0,533000000.0,486000000.0,563000000.0
Depreciation,608000000.0,533000000.0,486000000.0,563000000.0
Pension And Employee Benefit Expense,,,0.0,0.0
Gain Loss On Sale Of PPE,0.0,1000000.0,0.0,7000000.0
Gain Loss On Sale Of Business,3000000.0,0.0,0.0,37000000.0
Net Income From Continuing Operations,359000000.0,634000000.0,612000000.0,379000000.0
