,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-22516000.0,-16431000.0,-27145845.0,-7793836.0
Repayment Of Debt,,,0.0,-47950.0
Issuance Of Capital Stock,,27700.0,53130078.0,32839463.0
Capital Expenditure,,-12952836.0,-13655979.0,-4734586.0
End Cash Position,38142000.0,24781000.0,54118158.0,28304752.0
Beginning Cash Position,24781000.0,54118000.0,28304752.0,3307075.0
Effect Of Exchange Rate Changes,,-14413.0,-170827.0,
Changes In Cash,13361000.0,-29337000.0,25984233.0,24997677.0
Financing Cash Flow,49396000.0,47000.0,53130078.0,32791513.0
Net Common Stock Issuance,,27700.0,53130078.0,32839463.0
Common Stock Issuance,,27700.0,53130078.0,32839463.0
Net Issuance Payments Of Debt,,,0.0,-47950.0
Net Long Term Debt Issuance,,,0.0,-47950.0
Long Term Debt Payments,,,0.0,-47950.0
Investing Cash Flow,-13519000.0,-12953000.0,-13655979.0,-4734586.0
Net Intangibles Purchase And Sale,,-12812017.0,-13655979.0,-4734586.0
Purchase Of Intangibles,,-12812017.0,-13655979.0,-4734586.0
Net PPE Purchase And Sale,,-140819.0,0.0,
Purchase Of PPE,,-140819.0,0.0,
Operating Cash Flow,-22516000.0,-16431000.0,-13489866.0,-3059250.0
Taxes Refund Paid,0.0,0.0,272113.0,11542.0
Interest Received Cfo,355000.0,778000.0,,
Change In Working Capital,280000.0,3731000.0,1797732.0,1776556.0
Change In Other Current Liabilities,,2121351.0,1955946.0,366644.0
Change In Payable,,2393026.0,-165250.0,1542763.0
Change In Receivables,,-701868.0,7036.0,-132851.0
Net Income From Continuing Operations,-23202000.0,-20991000.0,-15734826.0,-4851636.0
