,2024-12-31,2023-12-31,2022-12-31,2020-12-31
Free Cash Flow,-42662000.0,-39994000.0,-20069000.0,-12487000.0
Repayment Of Debt,-19882000.0,-9910000.0,-7474000.0,-1749000.0
Issuance Of Debt,14025000.0,20926000.0,30314000.0,1244000.0
Issuance Of Capital Stock,,30213000.0,0.0,53405000.0
Capital Expenditure,-1836000.0,-4537000.0,-3109000.0,-7399000.0
End Cash Position,10569000.0,8287000.0,11608000.0,42448000.0
Beginning Cash Position,8287000.0,11608000.0,8853000.0,2446000.0
Changes In Cash,2282000.0,-3321000.0,2755000.0,40002000.0
Financing Cash Flow,44958000.0,36673000.0,22840000.0,52900000.0
Net Other Financing Charges,47895000.0,30213000.0,,
Net Common Stock Issuance,,30213000.0,0.0,53405000.0
Common Stock Issuance,,30213000.0,0.0,53405000.0
Net Issuance Payments Of Debt,-2937000.0,6460000.0,22840000.0,-505000.0
Net Short Term Debt Issuance,2920000.0,-4556000.0,,
Net Long Term Debt Issuance,-5857000.0,11016000.0,22840000.0,-505000.0
Long Term Debt Payments,-19882000.0,-9910000.0,-7474000.0,-1749000.0
Long Term Debt Issuance,14025000.0,20926000.0,30314000.0,1244000.0
Investing Cash Flow,-1850000.0,-4537000.0,-3125000.0,-7810000.0
Net Other Investing Changes,30000.0,,-74000.0,
Net Investment Purchase And Sale,-44000.0,0.0,,-411000.0
Purchase Of Investment,-44000.0,0.0,,-411000.0
Net Business Purchase And Sale,,,0.0,
Purchase Of Business,,,0.0,
Net Intangibles Purchase And Sale,-1528000.0,-4100000.0,-3080000.0,-2436000.0
Purchase Of Intangibles,-1528000.0,-4100000.0,-3080000.0,-2436000.0
Net PPE Purchase And Sale,-308000.0,-437000.0,29000.0,-4963000.0
Sale Of PPE,0.0,0.0,58000.0,
Purchase Of PPE,-308000.0,-437000.0,-29000.0,-4963000.0
Operating Cash Flow,-40826000.0,-35457000.0,-16960000.0,-5088000.0
Taxes Refund Paid,80000.0,-274000.0,-215000.0,-10000.0
Interest Paid Cfo,-3735000.0,-3042000.0,-1336000.0,-278000.0
Change In Working Capital,3697000.0,49000.0,9853000.0,-5195000.0
Change In Other Current Liabilities,5742000.0,2886000.0,-499000.0,1504000.0
Change In Payable,-3665000.0,-2701000.0,8059000.0,3756000.0
Change In Inventory,960000.0,-1341000.0,2216000.0,-3388000.0
Change In Receivables,660000.0,1205000.0,77000.0,-7067000.0
Other Non Cash Items,,202000.0,,
Depreciation And Amortization,9318000.0,8952000.0,8960000.0,3321000.0
Depreciation,9318000.0,8952000.0,8960000.0,3321000.0
Gain Loss On Sale Of PPE,,164000.0,855000.0,
Net Income From Continuing Operations,-50186000.0,-41344000.0,-35077000.0,-2926000.0
