,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,-7060774.0,-17031085.0,-20702934.0,-16453263.0,
Repayment Of Debt,-55556.0,-333333.0,-360000.0,-333333.0,
Issuance Of Debt,4000000.0,0.0,,,
Issuance Of Capital Stock,2174499.0,12449112.0,12193859.0,19594097.0,
Capital Expenditure,-33428.0,-620000.0,-1514782.0,-1117352.0,
End Cash Position,9400455.0,5533116.0,10693669.0,19059478.0,
Other Cash Adjustment Outside Changein Cash,-1000.0,,,,
Beginning Cash Position,5533116.0,10693669.0,19059478.0,16433925.0,
Changes In Cash,3867339.0,-5160553.0,-8365809.0,2625553.0,
Financing Cash Flow,6118944.0,12115779.0,11833859.0,19260764.0,
Net Other Financing Charges,1.0,,,,
Net Common Stock Issuance,2174499.0,12449112.0,12193859.0,19594097.0,
Common Stock Issuance,2174499.0,12449112.0,12193859.0,19594097.0,
Net Issuance Payments Of Debt,3944444.0,-333333.0,-360000.0,-333333.0,
Net Long Term Debt Issuance,3944444.0,-333333.0,-360000.0,-333333.0,
Long Term Debt Payments,-55556.0,-333333.0,-360000.0,-333333.0,
Long Term Debt Issuance,4000000.0,0.0,,,
Investing Cash Flow,4775741.0,-865247.0,-1011516.0,-1299300.0,
Net Other Investing Changes,1013100.0,,,,
Net Investment Purchase And Sale,352466.0,-345247.0,503266.0,-181948.0,
Sale Of Investment,,,503266.0,,
Purchase Of Investment,,-345247.0,-464212.0,-181948.0,0.0
Net Business Purchase And Sale,-3556397.0,0.0,,,
Sale Of Business,1013000.0,0.0,,,
Purchase Of Business,-3556397.0,0.0,,,
Net Intangibles Purchase And Sale,6966572.0,-620000.0,-1050570.0,-613448.0,
Sale Of Intangibles,7000000.0,0.0,,,
Purchase Of Intangibles,-33428.0,-620000.0,-1050570.0,-613448.0,
Net PPE Purchase And Sale,0.0,100000.0,-464212.0,-503904.0,
Sale Of PPE,0.0,100000.0,503266.0,,
Purchase Of PPE,0.0,0.0,-464212.0,-503904.0,
Operating Cash Flow,-7027346.0,-16411085.0,-19188152.0,-15335911.0,
Taxes Refund Paid,-108821.0,0.0,,,
Interest Received Cfo,214000.0,216000.0,,,
Change In Working Capital,-218743.0,1437048.0,-713891.0,-2043291.0,
Change In Other Current Liabilities,-1712013.0,54026.0,706080.0,171614.0,
Change In Payable,-163870.0,-299481.0,-289691.0,902995.0,
Change In Inventory,696368.0,86827.0,-423418.0,-239915.0,
Change In Receivables,960772.0,1595676.0,-706862.0,-2877985.0,
Depreciation And Amortization,323264.0,179064.0,388540.0,384233.0,
Depreciation,323264.0,179064.0,388540.0,384233.0,
Net Foreign Currency Exchange Gain Loss,83274.0,-132767.0,175886.0,11688.0,
Gain Loss On Sale Of PPE,-6291124.0,382828.0,125678.0,23000.0,
Gain Loss On Sale Of Business,-37582.0,,,,
Net Income From Continuing Operations,-2204667.0,-18277258.0,-19164365.0,-13711541.0,
