,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,173000000.0,456000000.0,577000000.0,667000000.0,
Repayment Of Debt,-1280000000.0,-20000000.0,-150000000.0,-29000000.0,
Issuance Of Debt,1250000000.0,500000000.0,0.0,750000000.0,
Capital Expenditure,-115000000.0,-131000000.0,-99000000.0,-70000000.0,
End Cash Position,212000000.0,534000000.0,484000000.0,628000000.0,
Other Cash Adjustment Outside Changein Cash,,,1000000.0,,-1000000.0
Beginning Cash Position,534000000.0,484000000.0,628000000.0,396000000.0,
Effect Of Exchange Rate Changes,25000000.0,-32000000.0,77000000.0,49000000.0,
Changes In Cash,-347000000.0,82000000.0,-222000000.0,183000000.0,
Financing Cash Flow,-520000000.0,-144000000.0,-767000000.0,159000000.0,
Net Other Financing Charges,-14000000.0,-1000000.0,-12000000.0,-14000000.0,
Cash Dividends Paid,-285000000.0,-456000000.0,-457000000.0,-417000000.0,
Common Stock Dividend Paid,-285000000.0,-456000000.0,-457000000.0,-417000000.0,
Net Issuance Payments Of Debt,-30000000.0,480000000.0,-150000000.0,721000000.0,
Net Long Term Debt Issuance,-30000000.0,480000000.0,-150000000.0,721000000.0,
Long Term Debt Payments,-1280000000.0,-20000000.0,-150000000.0,-29000000.0,
Long Term Debt Issuance,1250000000.0,500000000.0,0.0,750000000.0,
Investing Cash Flow,-115000000.0,-361000000.0,-131000000.0,-713000000.0,
Net Other Investing Changes,-1000000.0,-1000000.0,,,1000000.0
Net Investment Purchase And Sale,-115000000.0,-131000000.0,,,
Net Business Purchase And Sale,0.0,-230000000.0,-37000000.0,-646000000.0,
Purchase Of Business,0.0,-230000000.0,-37000000.0,-646000000.0,
Net Intangibles Purchase And Sale,-77000000.0,-95000000.0,-61000000.0,-36000000.0,
Purchase Of Intangibles,-77000000.0,-95000000.0,-61000000.0,-36000000.0,
Net PPE Purchase And Sale,-37000000.0,-35000000.0,-33000000.0,-31000000.0,
Sale Of PPE,1000000.0,1000000.0,5000000.0,3000000.0,
Purchase Of PPE,-38000000.0,-36000000.0,-38000000.0,-34000000.0,
Operating Cash Flow,288000000.0,587000000.0,676000000.0,737000000.0,
Taxes Refund Paid,-47000000.0,-50000000.0,-80000000.0,-61000000.0,
Interest Received Cfo,3000000.0,3000000.0,2000000.0,1000000.0,
Interest Paid Cfo,-183000000.0,-127000000.0,-81000000.0,-58000000.0,
Change In Working Capital,-240000000.0,11000000.0,48000000.0,49000000.0,
Change In Other Current Liabilities,-171000000.0,-27000000.0,-102000000.0,48000000.0,
Change In Payable,-54000000.0,75000000.0,288000000.0,132000000.0,
Change In Inventory,-3000000.0,-1000000.0,-9000000.0,-2000000.0,
Change In Receivables,-12000000.0,-36000000.0,-129000000.0,-129000000.0,
Other Non Cash Items,9000000.0,10000000.0,12000000.0,14000000.0,
Provisionand Write Offof Assets,28000000.0,4000000.0,-3000000.0,3000000.0,
Depreciation And Amortization,346000000.0,372000000.0,373000000.0,389000000.0,
Amortization Cash Flow,119000000.0,154000000.0,193000000.0,,
Depreciation,227000000.0,372000000.0,180000000.0,389000000.0,
Gain Loss On Investment Securities,,,-2000000.0,-1000000.0,-5000000.0
Gain Loss On Sale Of PPE,,,-2000000.0,-1000000.0,
Net Income From Continuing Operations,372000000.0,364000000.0,408000000.0,403000000.0,
