,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-20354000.0,-13115000.0,-22796000.0,-15487000.0
Repayment Of Debt,,0.0,-2361000.0,-625000.0
Issuance Of Capital Stock,5184000.0,4935000.0,80099000.0,42000.0
Capital Expenditure,-9991000.0,-9365000.0,-10534000.0,-869000.0
End Cash Position,35765000.0,50323000.0,58800000.0,9355000.0
Beginning Cash Position,50323000.0,58800000.0,9355000.0,25233000.0
Effect Of Exchange Rate Changes,612000.0,-297000.0,81000.0,192000.0
Changes In Cash,-15170000.0,-8180000.0,49364000.0,-16070000.0
Financing Cash Flow,5184000.0,4935000.0,72160000.0,-583000.0
Net Common Stock Issuance,5184000.0,4935000.0,80099000.0,42000.0
Common Stock Issuance,5184000.0,4935000.0,80099000.0,42000.0
Net Issuance Payments Of Debt,,0.0,-2361000.0,-625000.0
Net Long Term Debt Issuance,,0.0,-2361000.0,-625000.0
Long Term Debt Payments,,0.0,-2361000.0,-625000.0
Investing Cash Flow,-9991000.0,-9365000.0,-10534000.0,-869000.0
Net Intangibles Purchase And Sale,-6650000.0,-3577000.0,-6360000.0,-731000.0
Purchase Of Intangibles,-6650000.0,-3577000.0,-6360000.0,-731000.0
Net PPE Purchase And Sale,-3341000.0,-5788000.0,-4174000.0,-138000.0
Purchase Of PPE,-3341000.0,-5788000.0,-4174000.0,-138000.0
Operating Cash Flow,-10363000.0,-3750000.0,-12262000.0,-14618000.0
Taxes Refund Paid,-1404000.0,-936000.0,-34000.0,-199000.0
Interest Received Cfo,928000.0,1300000.0,289000.0,136000.0
Change In Working Capital,-7417000.0,887000.0,718000.0,-1135000.0
Change In Other Current Liabilities,1997000.0,4499000.0,3713000.0,2728000.0
Change In Inventory,-448000.0,-147000.0,-43000.0,-100000.0
Change In Receivables,-8966000.0,-3465000.0,-2952000.0,-3763000.0
Other Non Cash Items,,,-86000.0,
Depreciation And Amortization,5079000.0,4118000.0,2609000.0,1835000.0
Depreciation,5079000.0,4118000.0,2609000.0,1835000.0
Net Foreign Currency Exchange Gain Loss,775000.0,,,
Net Income From Continuing Operations,-8324000.0,-9118000.0,-15758000.0,-15255000.0
