,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,596000000.0,435000000.0,357000000.0,334200000.0
Repayment Of Debt,-420000000.0,-1228000000.0,-1275100000.0,-736300000.0
Issuance Of Debt,661000000.0,1615000000.0,1980800000.0,1090400000.0
Issuance Of Capital Stock,0.0,26000000.0,513500000.0,493800000.0
Capital Expenditure,-227000000.0,-193000000.0,-207600000.0,-51100000.0
End Cash Position,435000000.0,550000000.0,383200000.0,368800000.0
Beginning Cash Position,550000000.0,377000000.0,368800000.0,279400000.0
Effect Of Exchange Rate Changes,23000000.0,4000000.0,11600000.0,17700000.0
Changes In Cash,-138000000.0,169000000.0,2800000.0,71700000.0
Financing Cash Flow,117000000.0,319000000.0,1138600000.0,770000000.0
Net Other Financing Charges,,-1000000.0,,
Cash Dividends Paid,-16000000.0,-15000000.0,-14000000.0,-14000000.0
Preferred Stock Dividend Paid,,-15000000.0,-14000000.0,
Common Stock Dividend Paid,-16000000.0,-15000000.0,-14000000.0,-14000000.0
Net Common Stock Issuance,0.0,26000000.0,513500000.0,493800000.0
Common Stock Issuance,0.0,26000000.0,513500000.0,493800000.0
Net Issuance Payments Of Debt,241000000.0,387000000.0,705700000.0,354100000.0
Net Long Term Debt Issuance,241000000.0,387000000.0,705700000.0,354100000.0
Long Term Debt Payments,-420000000.0,-1228000000.0,-1275100000.0,-736300000.0
Long Term Debt Issuance,661000000.0,1615000000.0,1980800000.0,1090400000.0
Investing Cash Flow,-1078000000.0,-778000000.0,-1700400000.0,-1083600000.0
Net Other Investing Changes,,,,-73700000.0
Net Business Purchase And Sale,-851000000.0,-585000000.0,-1492800000.0,-1032500000.0
Sale Of Business,17000000.0,0.0,0.0,381700000.0
Purchase Of Business,-868000000.0,-585000000.0,-1492800000.0,-1414200000.0
Net Intangibles Purchase And Sale,-96000000.0,-75000000.0,-84400000.0,-8900000.0
Purchase Of Intangibles,-96000000.0,-75000000.0,-84400000.0,-8900000.0
Net PPE Purchase And Sale,-131000000.0,-118000000.0,-123200000.0,-42200000.0
Purchase Of PPE,-131000000.0,-118000000.0,-123200000.0,-42200000.0
Operating Cash Flow,823000000.0,628000000.0,564600000.0,385300000.0
Taxes Refund Paid,-196000000.0,-195000000.0,-110600000.0,-94100000.0
Change In Working Capital,25000000.0,-98000000.0,-33200000.0,-60300000.0
Change In Other Current Liabilities,19000000.0,108000000.0,34500000.0,24800000.0
Change In Inventory,18000000.0,-19000000.0,-94300000.0,-39400000.0
Change In Receivables,-12000000.0,-187000000.0,26600000.0,-45700000.0
Other Non Cash Items,59000000.0,33000000.0,-22700000.0,71000000.0
Provisionand Write Offof Assets,8000000.0,1000000.0,1800000.0,4400000.0
Depreciation And Amortization,344000000.0,302000000.0,217100000.0,141700000.0
Depreciation,344000000.0,302000000.0,217100000.0,141700000.0
Net Foreign Currency Exchange Gain Loss,-52000000.0,-30000000.0,-24600000.0,-2400000.0
Net Income From Continuing Operations,635000000.0,615000000.0,536800000.0,325000000.0
