,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,-18016000.0,-36353000.0,-40570000.0,-18390000.0,
Repayment Of Debt,,-14744000.0,-8000000.0,-862000.0,-12474000.0
Issuance Of Debt,,15108000.0,23476000.0,3500000.0,4000000.0
Issuance Of Capital Stock,,39271000.0,28127000.0,201000.0,36898000.0
Capital Expenditure,,-1611000.0,-22382000.0,-253000.0,-286000.0
End Cash Position,1946000.0,5665000.0,3994000.0,961000.0,
Beginning Cash Position,5665000.0,3994000.0,961000.0,16512000.0,
Changes In Cash,-3719000.0,1671000.0,3033000.0,-15551000.0,
Financing Cash Flow,14910000.0,39635000.0,43603000.0,2839000.0,
Net Common Stock Issuance,,39271000.0,28127000.0,201000.0,36898000.0
Common Stock Issuance,,39271000.0,28127000.0,201000.0,36898000.0
Net Issuance Payments Of Debt,,364000.0,15476000.0,2638000.0,-8474000.0
Net Long Term Debt Issuance,,364000.0,15476000.0,2638000.0,-8474000.0
Long Term Debt Payments,,-14744000.0,-8000000.0,-862000.0,-12474000.0
Long Term Debt Issuance,,15108000.0,23476000.0,3500000.0,4000000.0
Investing Cash Flow,-613000.0,-1611000.0,-22382000.0,-253000.0,
Net Intangibles Purchase And Sale,,0.0,-20295000.0,-253000.0,-124000.0
Purchase Of Intangibles,,0.0,-20295000.0,-253000.0,-124000.0
Net PPE Purchase And Sale,,-1611000.0,-2087000.0,0.0,-162000.0
Purchase Of PPE,,-1611000.0,-2087000.0,0.0,-162000.0
Operating Cash Flow,-18016000.0,-36353000.0,-18188000.0,-18137000.0,
Interest Received Cfo,,0.0,0.0,1201000.0,0.0
Interest Paid Cfo,,-3987000.0,-1109000.0,-616000.0,-1843000.0
Change In Working Capital,4072000.0,-10609000.0,-227000.0,5462000.0,
Change In Other Current Liabilities,,-10461000.0,-1639000.0,-1310000.0,890000.0
Change In Inventory,,1166000.0,1091000.0,5468000.0,2045000.0
Change In Receivables,,-1314000.0,321000.0,1304000.0,-1039000.0
Other Non Cash Items,,609000.0,1153000.0,-1059000.0,1126000.0
Depreciation And Amortization,,14269000.0,6652000.0,5803000.0,3030000.0
Depreciation,,14269000.0,6652000.0,5803000.0,3030000.0
Net Income From Continuing Operations,,-36635000.0,-24657000.0,-28928000.0,-23694000.0
