,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,-40415000.0,-45741000.0,-55095000.0,-46166000.0,
Repayment Of Debt,,,,,0.0
Issuance Of Capital Stock,35186000.0,43468000.0,46832000.0,76249000.0,
Capital Expenditure,,,-245000.0,,
End Cash Position,27395000.0,36218000.0,41796000.0,53134000.0,
Other Cash Adjustment Outside Changein Cash,,-100000.0,,,
Beginning Cash Position,36218000.0,41796000.0,53134000.0,26213000.0,
Effect Of Exchange Rate Changes,0.0,0.0,0.0,0.0,
Changes In Cash,-8823000.0,-5578000.0,-11338000.0,26921000.0,
Financing Cash Flow,31592000.0,40163000.0,43757000.0,73087000.0,
Net Other Financing Charges,-1637000.0,-1621000.0,-1762000.0,-1015000.0,
Net Common Stock Issuance,35186000.0,43468000.0,46832000.0,76249000.0,
Common Stock Issuance,35186000.0,43468000.0,46832000.0,76249000.0,
Net Issuance Payments Of Debt,-1600000.0,-1600000.0,,,0.0
Net Long Term Debt Issuance,-1600000.0,-1600000.0,,,0.0
Long Term Debt Payments,,,,,0.0
Investing Cash Flow,,0.0,-245000.0,0.0,0.0
Net Intangibles Purchase And Sale,,0.0,-245000.0,0.0,
Purchase Of Intangibles,,0.0,-245000.0,0.0,
Net PPE Purchase And Sale,,,,,0.0
Sale Of PPE,,,,,0.0
Operating Cash Flow,-40415000.0,-45741000.0,-54850000.0,-46166000.0,
Change In Working Capital,-2670000.0,-1788000.0,1337000.0,2097000.0,
Change In Other Current Liabilities,-1579000.0,-1620000.0,1311000.0,1104000.0,
Change In Receivables,-1091000.0,-168000.0,26000.0,993000.0,
Stock Based Compensation,13000.0,172000.0,690000.0,284000.0,
Depreciation And Amortization,1640000.0,1675000.0,1495000.0,1278000.0,
Depreciation,1640000.0,1675000.0,1495000.0,1278000.0,
Net Income From Continuing Operations,-39398000.0,-45800000.0,-58372000.0,-49825000.0,
