,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,1340000000.0,1258000000.0,868000000.0,306000000.0,
Repurchase Of Capital Stock,-350000000.0,-499000000.0,-3176000000.0,0.0,
Repayment Of Debt,,0.0,-2000000000.0,-2942000000.0,0.0
Issuance Of Debt,,0.0,254000000.0,1900000000.0,1800000000.0
Issuance Of Capital Stock,-47000000.0,0.0,0.0,3605000000.0,
Capital Expenditure,-98000000.0,-212000000.0,,,
End Cash Position,3543000000.0,2956000000.0,4733000000.0,943000000.0,
Other Cash Adjustment Outside Changein Cash,,1000000.0,-1000000.0,,
Beginning Cash Position,2956000000.0,4733000000.0,943000000.0,1153000000.0,
Effect Of Exchange Rate Changes,186000000.0,-147000000.0,74000000.0,41000000.0,
Changes In Cash,401000000.0,-1631000000.0,3717000000.0,-251000000.0,
Other Cash Adjustment Inside Changein Cash,,0.0,8459000000.0,0.0,
Financing Cash Flow,-388000000.0,-536000000.0,-4974000000.0,2815000000.0,
Net Other Financing Charges,-37000000.0,1000000.0,-17000000.0,299000000.0,
Net Common Stock Issuance,-350000000.0,-499000000.0,-3176000000.0,3605000000.0,
Common Stock Payments,-350000000.0,-499000000.0,-3176000000.0,0.0,
Common Stock Issuance,-47000000.0,0.0,0.0,3605000000.0,
Net Issuance Payments Of Debt,,0.0,-1746000000.0,-1042000000.0,1800000000.0
Net Short Term Debt Issuance,,,100000000.0,758000000.0,1800000000.0
Short Term Debt Payments,,,0.0,-1142000000.0,0.0
Short Term Debt Issuance,,,100000000.0,1900000000.0,1800000000.0
Net Long Term Debt Issuance,,0.0,-1746000000.0,-1800000000.0,0.0
Long Term Debt Payments,,0.0,-2000000000.0,-1800000000.0,0.0
Long Term Debt Issuance,,0.0,254000000.0,0.0,
Investing Cash Flow,-551000000.0,-2353000000.0,-636000000.0,-3372000000.0,
Net Other Investing Changes,-98000000.0,-213000000.0,-234000000.0,-284000000.0,
Net Investment Purchase And Sale,114000000.0,-118000000.0,0.0,,
Sale Of Investment,114000000.0,0.0,,,
Purchase Of Investment,0.0,-118000000.0,0.0,,
Net Business Purchase And Sale,-567000000.0,-2022000000.0,-402000000.0,-3088000000.0,
Sale Of Business,,4000000.0,,,
Purchase Of Business,-567000000.0,-2026000000.0,-379000000.0,-3088000000.0,
Net PPE Purchase And Sale,-98000000.0,-212000000.0,,,
Purchase Of PPE,-98000000.0,-212000000.0,,,
Operating Cash Flow,1340000000.0,1258000000.0,868000000.0,306000000.0,
Taxes Refund Paid,-522000000.0,-431000000.0,-408000000.0,-286000000.0,
Change In Working Capital,264000000.0,-25000000.0,-171000000.0,-27000000.0,
Change In Other Current Liabilities,229000000.0,176000000.0,25000000.0,-40000000.0,
Change In Payable,,115000000.0,-151000000.0,186000000.0,-6000000.0
Change In Inventory,,,,1000000.0,10000000.0
Change In Receivables,34000000.0,-201000000.0,-45000000.0,-174000000.0,
Other Non Cash Items,942000000.0,535000000.0,407000000.0,293000000.0,
Provisionand Write Offof Assets,-31000000.0,-9000000.0,101000000.0,-105000000.0,
Deferred Tax,0.0,397000000.0,219000000.0,190000000.0,
Depreciation And Amortization,575000000.0,553000000.0,671000000.0,525000000.0,
Amortization Cash Flow,516000000.0,487000000.0,,,
Depreciation,59000000.0,66000000.0,671000000.0,525000000.0,
Net Foreign Currency Exchange Gain Loss,-78000000.0,75000000.0,-229000000.0,168000000.0,
Net Income From Continuing Operations,182000000.0,164000000.0,252000000.0,-454000000.0,
